,dow,dom,month,year,in_demand,out_demand,prev_holi,pos_holi
99,4,8,10,2014,220565640.0,217783200.0,0,0
100,5,9,10,2014,148654934.0,148338349.0,0,0
101,6,10,10,2014,269470949.0,275062694.0,0,1
102,7,11,10,2014,0.0,0.0,0,0
103,1,12,10,2014,0.0,0.0,0,0
104,2,13,10,2014,0.0,0.0,0,0
105,3,14,10,2014,362869716.0,361691316.0,1,0
106,4,15,10,2014,333378869.0,332053144.0,0,0
107,5,16,10,2014,323014572.0,324160847.0,0,0
108,6,17,10,2014,204998500.0,205582800.0,0,0
109,7,18,10,2014,0.0,0.0,0,0
110,1,19,10,2014,0.0,0.0,0,0
111,2,20,10,2014,293028326.0,294500476.0,0,0
112,3,21,10,2014,296481786.0,293232886.0,0,0
113,4,22,10,2014,68314463.0,73855713.0,0,0
114,5,23,10,2014,473970914.0,472088099.0,0,0
115,6,24,10,2014,312019587.0,307206187.0,0,0
116,7,25,10,2014,0.0,0.0,0,0
117,1,26,10,2014,0.0,0.0,0,0
118,2,27,10,2014,309298220.0,312344670.0,0,0
119,3,28,10,2014,238206493.0,235004743.0,0,0
120,4,29,10,2014,238112266.0,239128291.0,0,0
121,5,30,10,2014,351705544.0,353405614.0,0,0
122,6,31,10,2014,220246862.0,219809687.0,0,0
123,7,1,11,2014,0.0,0.0,0,0
124,1,2,11,2014,0.0,0.0,0,0
125,2,3,11,2014,235671663.0,230797643.0,0,0
126,3,4,11,2014,276406076.0,277084726.0,0,0
127,4,5,11,2014,354472459.0,357516009.0,0,1
128,5,6,11,2014,0.0,0.0,0,0
129,6,7,11,2014,399296828.0,398215473.0,1,0
130,7,8,11,2014,0.0,0.0,0,0
131,1,9,11,2014,0.0,0.0,0,0
132,2,10,11,2014,304363958.0,304616138.0,0,0
133,3,11,11,2014,310323800.0,310131175.0,0,0
134,4,12,11,2014,57791193.0,57017983.0,0,0
135,5,13,11,2014,68484276.0,68543971.0,0,0
136,6,14,11,2014,373207785.0,373364935.0,0,0
137,7,15,11,2014,0.0,0.0,0,0
138,1,16,11,2014,0.0,0.0,0,0
139,2,17,11,2014,251472816.0,254168666.0,0,0
140,3,18,11,2014,297701507.0,296485007.0,0,0
141,4,19,11,2014,200851676.0,201418776.0,0,0
142,5,20,11,2014,262047124.0,259418324.0,0,0
143,6,21,11,2014,265733881.0,268874515.0,0,1
144,7,22,11,2014,0.0,0.0,0,0
145,1,23,11,2014,0.0,0.0,0,0
146,2,24,11,2014,0.0,0.0,0,0
147,3,25,11,2014,335117727.0,330367643.0,1,0
148,4,26,11,2014,280011653.0,283232548.0,0,0
149,5,27,11,2014,238338410.0,243204000.0,0,0
150,6,28,11,2014,305944553.0,302422048.0,0,0
151,7,29,11,2014,0.0,0.0,0,0
152,1,30,11,2014,0.0,0.0,0,0
153,2,1,12,2014,354228404.0,262281304.0,0,0
154,3,2,12,2014,316118791.0,408851691.0,0,0
155,4,3,12,2014,184406936.0,184392836.0,0,0
156,5,4,12,2014,205939175.0,205897275.0,0,0
157,6,5,12,2014,299925496.0,300588396.0,0,1
158,7,6,12,2014,0.0,0.0,0,0
159,1,7,12,2014,0.0,0.0,0,0
160,2,8,12,2014,0.0,0.0,0,0
161,3,9,12,2014,238644200.0,232888090.0,1,0
162,4,10,12,2014,214297646.0,213785671.0,0,0
163,5,11,12,2014,289987539.0,293940974.0,0,0
164,6,12,12,2014,201145994.0,200651584.0,0,0
165,7,13,12,2014,0.0,0.0,0,0
166,1,14,12,2014,0.0,0.0,0,0
167,2,15,12,2014,280978273.0,277555673.0,0,0
168,3,16,12,2014,239660013.0,243178528.0,0,0
169,4,17,12,2014,343462500.0,343219620.0,0,0
170,5,18,12,2014,275984947.0,272391287.0,0,0
171,6,19,12,2014,267287654.0,271438589.0,0,0
172,7,20,12,2014,0.0,0.0,0,0
173,1,21,12,2014,0.0,0.0,0,0
174,2,22,12,2014,299600346.0,299937146.0,0,0
175,3,23,12,2014,538999649.0,482296549.0,0,0
176,4,24,12,2014,70307171.0,124587371.0,0,2
177,5,25,12,2014,0.0,0.0,0,0
178,6,26,12,2014,0.0,0.0,0,0
179,7,27,12,2014,0.0,0.0,0,0
180,1,28,12,2014,0.0,0.0,0,0
181,2,29,12,2014,299273300.0,308066450.0,2,0
182,3,30,12,2014,327381856.0,324256656.0,0,2
183,4,31,12,2014,0.0,0.0,0,0
184,5,1,1,2015,0.0,0.0,0,0
185,6,2,1,2015,164387494.0,171782209.0,2,0
186,7,3,1,2015,0.0,0.0,0,0
187,1,4,1,2015,0.0,0.0,0,0
188,2,5,1,2015,214046024.0,215291474.0,0,0
189,3,6,1,2015,260516783.0,258803633.0,0,0
190,4,7,1,2015,215804024.0,217238824.0,0,0
191,5,8,1,2015,328490658.0,329246508.0,0,0
192,6,9,1,2015,187826281.0,184389131.0,0,0
193,7,10,1,2015,0.0,0.0,0,0
194,1,11,1,2015,0.0,0.0,0,0
195,2,12,1,2015,159734660.0,161570960.0,0,0
196,3,13,1,2015,189241082.0,187093782.0,0,0
197,4,14,1,2015,210587546.0,211690546.0,0,0
198,5,15,1,2015,210410906.0,163851906.0,0,0
199,6,16,1,2015,309362763.0,277712363.0,0,0
200,7,17,1,2015,0.0,0.0,0,0
201,1,18,1,2015,0.0,0.0,0,0
202,2,19,1,2015,276414927.0,358432802.0,0,0
203,3,20,1,2015,213818144.0,212411469.0,0,0
204,4,21,1,2015,195015092.0,197674942.0,0,0
205,5,22,1,2015,201357409.0,203707759.0,0,0
206,6,23,1,2015,190398087.0,190270587.0,0,0
207,7,24,1,2015,0.0,0.0,0,0
208,1,25,1,2015,0.0,0.0,0,0
209,2,26,1,2015,282058573.0,278700363.0,0,0
210,3,27,1,2015,150133859.0,151692159.0,0,0
211,4,28,1,2015,164833995.0,163163470.0,0,0
212,5,29,1,2015,159859598.0,162292458.0,0,0
213,6,30,1,2015,223551223.0,224614423.0,0,0
214,7,31,1,2015,0.0,0.0,0,0
215,1,1,2,2015,0.0,0.0,0,0
216,2,2,2,2015,254326441.0,250860866.0,0,0
217,3,3,2,2015,258750869.0,258229169.0,0,0
218,4,4,2,2015,207608434.0,216074209.0,0,0
219,5,5,2,2015,194283697.0,193390997.0,0,0
220,6,6,2,2015,200028902.0,212074502.0,0,0
221,7,7,2,2015,0.0,0.0,0,0
222,1,8,2,2015,0.0,0.0,0,0
223,2,9,2,2015,196391774.0,195523874.0,0,0
224,3,10,2,2015,246516688.0,247240988.0,0,0
225,4,11,2,2015,218859784.0,216455934.0,0,0
226,5,12,2,2015,197785995.0,202117920.0,0,0
227,6,13,2,2015,330021504.0,329069004.0,0,2
228,7,14,2,2015,0.0,0.0,0,0
229,1,15,2,2015,0.0,0.0,0,0
230,2,16,2,2015,0.0,0.0,0,0
231,3,17,2,2015,0.0,0.0,0,0
232,4,18,2,2015,227012133.0,225426933.0,2,0
233,5,19,2,2015,122475842.0,122031142.0,0,0
234,6,20,2,2015,75701891.0,73949391.0,0,0
235,7,21,2,2015,0.0,0.0,0,0
236,1,22,2,2015,0.0,0.0,0,0
237,2,23,2,2015,240896083.0,243492513.0,0,0
238,3,24,2,2015,267670594.0,272422999.0,0,0
239,4,25,2,2015,238737691.0,233955456.0,0,0
240,5,26,2,2015,172228684.0,174660934.0,0,0
241,6,27,2,2015,223260820.0,221917845.0,0,0
242,7,28,2,2015,0.0,0.0,0,0
243,1,1,3,2015,0.0,0.0,0,0
244,2,2,3,2015,177775377.0,174259262.0,0,0
245,3,3,3,2015,192499153.0,193016953.0,0,0
246,4,4,3,2015,166581932.0,168311932.0,0,0
247,5,5,3,2015,191077867.0,188507707.0,0,0
248,6,6,3,2015,245118011.0,247843111.0,0,0
249,7,7,3,2015,0.0,0.0,0,0
250,1,8,3,2015,0.0,0.0,0,0
251,2,9,3,2015,254922136.0,254627136.0,0,0
252,3,10,3,2015,251134878.0,251229278.0,0,0
253,4,11,3,2015,307279081.0,307864831.0,0,0
254,5,12,3,2015,247563874.0,248434474.0,0,0
255,6,13,3,2015,257519760.0,256166710.0,0,0
256,7,14,3,2015,0.0,0.0,0,0
257,1,15,3,2015,0.0,0.0,0,0
258,2,16,3,2015,148169356.0,145174656.0,0,0
259,3,17,3,2015,163257873.0,166762608.0,0,0
260,4,18,3,2015,173152640.0,172658835.0,0,0
261,5,19,3,2015,120699184.0,123400654.0,0,0
262,6,20,3,2015,163198442.0,160812042.0,0,2
263,7,21,3,2015,0.0,0.0,0,0
264,1,22,3,2015,0.0,0.0,0,0
265,2,23,3,2015,0.0,0.0,0,0
266,3,24,3,2015,0.0,0.0,0,0
267,4,25,3,2015,228729059.0,229127559.0,2,0
268,5,26,3,2015,192862549.0,192407849.0,0,0
269,6,27,3,2015,285460190.0,287549090.0,0,0
270,7,28,3,2015,0.0,0.0,0,0
271,1,29,3,2015,0.0,0.0,0,0
272,2,30,3,2015,265814575.0,263227575.0,0,1
273,3,31,3,2015,0.0,0.0,0,0
274,4,1,4,2015,303474039.0,304258339.0,1,2
275,5,2,4,2015,0.0,0.0,0,0
276,6,3,4,2015,0.0,0.0,0,0
277,7,4,4,2015,0.0,0.0,0,0
278,1,5,4,2015,0.0,0.0,0,0
279,2,6,4,2015,258403735.0,255015435.0,2,0
280,3,7,4,2015,258273271.0,259077771.0,0,0
281,4,8,4,2015,280908402.0,281854702.0,0,0
282,5,9,4,2015,280265099.0,280081199.0,0,0
283,6,10,4,2015,283028818.0,283288468.0,0,0
284,7,11,4,2015,0.0,0.0,0,0
285,1,12,4,2015,0.0,0.0,0,0
286,2,13,4,2015,328697314.0,329453624.0,0,0
287,3,14,4,2015,137725658.0,138383363.0,0,0
288,4,15,4,2015,134009122.0,131650962.0,0,0
289,5,16,4,2015,220062514.0,219657709.0,0,0
290,6,17,4,2015,179974527.0,182474727.0,0,0
291,7,18,4,2015,0.0,0.0,0,0
292,1,19,4,2015,0.0,0.0,0,0
293,2,20,4,2015,280625694.0,278826594.0,0,0
294,3,21,4,2015,146715450.0,145265050.0,0,0
295,4,22,4,2015,203935332.0,205549932.0,0,0
296,5,23,4,2015,186383326.0,188365526.0,0,0
297,6,24,4,2015,188823827.0,190374827.0,0,0
298,7,25,4,2015,0.0,0.0,0,0
299,1,26,4,2015,0.0,0.0,0,0
300,2,27,4,2015,230983174.0,229510474.0,0,0
301,3,28,4,2015,261715535.0,259861835.0,0,0
302,4,29,4,2015,179580981.0,182004381.0,0,0
303,5,30,4,2015,294728234.0,293059534.0,0,1
304,6,1,5,2015,0.0,0.0,0,0
305,7,2,5,2015,0.0,0.0,0,0
306,1,3,5,2015,0.0,0.0,0,0
307,2,4,5,2015,305983801.0,304875801.0,1,0
308,3,5,5,2015,220817137.0,223122537.0,0,0
309,4,6,5,2015,246249249.0,241949149.0,0,0
310,5,7,5,2015,219729621.0,221489121.0,0,0
311,6,8,5,2015,290656034.0,289159934.0,0,0
312,7,9,5,2015,0.0,0.0,0,0
313,1,10,5,2015,0.0,0.0,0,0
314,2,11,5,2015,240966729.0,241232029.0,0,0
315,3,12,5,2015,44085873.0,41279173.0,0,0
316,4,13,5,2015,256761412.0,258439912.0,0,0
317,5,14,5,2015,136163482.0,135738282.0,0,0
318,6,15,5,2015,142898368.0,148010868.0,0,0
319,7,16,5,2015,0.0,0.0,0,0
320,1,17,5,2015,0.0,0.0,0,0
321,2,18,5,2015,218132980.0,216707080.0,0,0
322,3,19,5,2015,336357555.0,338325505.0,0,0
323,4,20,5,2015,156304793.0,156780843.0,0,0
324,5,21,5,2015,199008323.0,192983423.0,0,0
325,6,22,5,2015,224141425.0,224710525.0,0,1
326,7,23,5,2015,0.0,0.0,0,0
327,1,24,5,2015,0.0,0.0,0,0
328,2,25,5,2015,0.0,0.0,0,0
329,3,26,5,2015,46147343.0,45654643.0,1,0
330,4,27,5,2015,30237537.0,29396337.0,0,0
331,5,28,5,2015,228721315.0,231827865.0,0,0
332,6,29,5,2015,322508730.0,321917885.0,0,0
333,7,30,5,2015,0.0,0.0,0,0
334,1,31,5,2015,0.0,0.0,0,0
335,2,1,6,2015,213533008.0,212796993.0,0,0
336,3,2,6,2015,141267384.0,142432554.0,0,0
337,4,3,6,2015,218148078.0,214134518.0,0,0
338,5,4,6,2015,241258913.0,241977038.0,0,0
339,6,5,6,2015,340114368.0,344577043.0,0,0
340,7,6,6,2015,0.0,0.0,0,0
341,1,7,6,2015,0.0,0.0,0,0
342,2,8,6,2015,302144865.0,300254465.0,0,0
343,3,9,6,2015,74702907.0,75965032.0,0,0
344,4,10,6,2015,216092940.0,217707415.0,0,0
345,5,11,6,2015,218594805.0,220866305.0,0,0
346,6,12,6,2015,212676982.0,209776082.0,0,0
347,7,13,6,2015,0.0,0.0,0,0
348,1,14,6,2015,0.0,0.0,0,0
349,2,15,6,2015,320973920.0,319782020.0,0,0
350,3,16,6,2015,210870863.0,213124963.0,0,0
351,4,17,6,2015,246750340.0,244129490.0,0,0
352,5,18,6,2015,200052201.0,200489451.0,0,0
353,6,19,6,2015,240079293.0,239523093.0,0,0
354,7,20,6,2015,0.0,0.0,0,0
355,1,21,6,2015,0.0,0.0,0,0
356,2,22,6,2015,326343350.0,326320150.0,0,0
357,3,23,6,2015,332229961.0,331979561.0,0,0
358,4,24,6,2015,186755823.0,191361223.0,0,0
359,5,25,6,2015,269952663.0,270068988.0,0,0
360,6,26,6,2015,267091822.0,265630922.0,0,0
361,7,27,6,2015,0.0,0.0,0,0
362,1,28,6,2015,0.0,0.0,0,0
363,2,29,6,2015,242870706.0,239550981.0,0,0
364,3,30,6,2015,213018160.0,213229360.0,0,0
365,4,1,7,2015,197404450.0,197737500.0,0,0
366,5,2,7,2015,207539562.0,209122012.0,0,0
367,6,3,7,2015,206479837.0,206054837.0,0,0
368,7,4,7,2015,0.0,0.0,0,0
369,1,5,7,2015,0.0,0.0,0,0
370,2,6,7,2015,242873837.0,242766737.0,0,0
371,3,7,7,2015,288277515.0,289076815.0,0,0
372,4,8,7,2015,224072900.0,222227250.0,0,1
373,5,9,7,2015,0.0,0.0,0,0
374,6,10,7,2015,327063201.0,326648851.0,1,0
375,7,11,7,2015,0.0,0.0,0,0
376,1,12,7,2015,0.0,0.0,0,0
377,2,13,7,2015,313131992.0,310978292.0,0,0
378,3,14,7,2015,361734314.0,363379014.0,0,0
379,4,15,7,2015,358645948.0,358709123.0,0,0
380,5,16,7,2015,190112200.0,190838200.0,0,0
381,6,17,7,2015,268832769.0,268919994.0,0,0
382,7,18,7,2015,0.0,0.0,0,0
383,1,19,7,2015,0.0,0.0,0,0
384,2,20,7,2015,224491985.0,223089510.0,0,0
385,3,21,7,2015,205946986.0,207553261.0,0,0
386,4,22,7,2015,247242717.0,246499017.0,0,0
387,5,23,7,2015,218219304.0,219337904.0,0,0
388,6,24,7,2015,347657550.0,346168650.0,0,0
389,7,25,7,2015,0.0,0.0,0,0
390,1,26,7,2015,0.0,0.0,0,0
391,2,27,7,2015,182164620.0,183604020.0,0,0
392,3,28,7,2015,159648549.0,156964849.0,0,0
393,4,29,7,2015,142724397.0,140756097.0,0,0
394,5,30,7,2015,132680030.0,137517330.0,0,0
395,6,31,7,2015,149055651.0,147449251.0,0,0
396,7,1,8,2015,0.0,0.0,0,0
397,1,2,8,2015,0.0,0.0,0,0
398,2,3,8,2015,172677431.0,170457346.0,0,0
399,3,4,8,2015,278484242.0,277839412.0,0,0
400,4,5,8,2015,202052226.0,202871821.0,0,0
401,5,6,8,2015,223975110.0,222615605.0,0,0
402,6,7,8,2015,433815283.0,438277578.0,0,0
403,7,8,8,2015,0.0,0.0,0,0
404,1,9,8,2015,0.0,0.0,0,0
405,2,10,8,2015,231961587.0,232073717.0,0,0
406,3,11,8,2015,219270717.0,215451767.0,0,0
407,4,12,8,2015,303476042.0,304131092.0,0,0
408,5,13,8,2015,240940633.0,239095033.0,0,0
409,6,14,8,2015,348122269.0,348973919.0,0,1
410,7,15,8,2015,0.0,0.0,0,0
411,1,16,8,2015,0.0,0.0,0,0
412,2,17,8,2015,0.0,0.0,0,0
413,3,18,8,2015,307564346.0,307458346.0,1,0
414,4,19,8,2015,255499262.0,256868702.0,0,0
415,5,20,8,2015,194338107.0,194093332.0,0,0
416,6,21,8,2015,218161221.0,220930906.0,0,0
417,7,22,8,2015,0.0,0.0,0,0
418,1,23,8,2015,0.0,0.0,0,0
419,2,24,8,2015,151648706.0,152468936.0,0,0
420,3,25,8,2015,140342373.0,140426173.0,0,0
421,4,26,8,2015,130626342.0,129709017.0,0,0
422,5,27,8,2015,127565715.0,126207010.0,0,0
423,6,28,8,2015,180754997.0,182952072.0,0,0
424,7,29,8,2015,0.0,0.0,0,0
425,1,30,8,2015,0.0,0.0,0,0
426,2,31,8,2015,136240091.0,135463416.0,0,0
427,3,1,9,2015,189324404.0,190556504.0,0,0
428,4,2,9,2015,118889349.0,118260649.0,0,0
429,5,3,9,2015,189357414.0,188832614.0,0,0
430,6,4,9,2015,290488593.0,294455593.0,0,0
431,7,5,9,2015,0.0,0.0,0,0
432,1,6,9,2015,0.0,0.0,0,0
433,2,7,9,2015,231284117.0,228733017.0,0,0
434,3,8,9,2015,228174817.0,224665517.0,0,0
435,4,9,9,2015,190707929.0,192270504.0,0,0
436,5,10,9,2015,233214245.0,234705470.0,0,0
437,6,11,9,2015,205531923.0,204718823.0,0,0
438,7,12,9,2015,0.0,0.0,0,0
439,1,13,9,2015,0.0,0.0,0,0
440,2,14,9,2015,224467137.0,224672172.0,0,0
441,3,15,9,2015,203167722.0,204458287.0,0,0
442,4,16,9,2015,199761925.0,200331900.0,0,0
443,5,17,9,2015,226461659.0,223942284.0,0,0
444,6,18,9,2015,179230583.0,182853153.0,0,0
445,7,19,9,2015,0.0,0.0,0,0
446,1,20,9,2015,0.0,0.0,0,0
447,2,21,9,2015,161493061.0,159474631.0,0,0
448,3,22,9,2015,125830676.0,126013876.0,0,0
449,4,23,9,2015,208031010.0,209462270.0,0,0
450,5,24,9,2015,175368913.0,174207363.0,0,0
451,6,25,9,2015,178201533.0,180706933.0,0,0
452,7,26,9,2015,0.0,0.0,0,0
453,1,27,9,2015,0.0,0.0,0,0
454,2,28,9,2015,129954044.0,128138794.0,0,0
455,3,29,9,2015,95685487.0,93780387.0,0,0
456,4,30,9,2015,132387443.0,135528243.0,0,0
457,5,1,10,2015,149334676.0,148533776.0,0,0
458,6,2,10,2015,174455186.0,173930186.0,0,0
459,7,3,10,2015,0.0,0.0,0,0
460,1,4,10,2015,0.0,0.0,0,0
461,2,5,10,2015,261782585.0,260374185.0,0,0
462,3,6,10,2015,307396660.0,306657935.0,0,0
463,4,7,10,2015,258136116.0,258331216.0,0,0
464,5,8,10,2015,256126906.0,254118416.0,0,0
465,6,9,10,2015,320871036.0,322926426.0,0,1
466,7,10,10,2015,0.0,0.0,0,0
467,1,11,10,2015,0.0,0.0,0,0
468,2,12,10,2015,0.0,0.0,0,0
469,3,13,10,2015,252152972.0,247635747.0,1,0
470,4,14,10,2015,205759667.0,206328117.0,0,0
471,5,15,10,2015,239830967.0,241954597.0,0,0
472,6,16,10,2015,243138959.0,241886569.0,0,0
473,7,17,10,2015,0.0,0.0,0,0
474,1,18,10,2015,0.0,0.0,0,0
475,2,19,10,2015,166984306.0,165457366.0,0,0
476,3,20,10,2015,189680075.0,192733775.0,0,0
477,4,21,10,2015,168886775.0,169634675.0,0,0
478,5,22,10,2015,162551786.0,163460836.0,0,0
479,6,23,10,2015,205679911.0,209264361.0,0,0
480,7,24,10,2015,0.0,0.0,0,0
481,1,25,10,2015,0.0,0.0,0,0
482,2,26,10,2015,238445028.0,235651128.0,0,0
483,3,27,10,2015,168187834.0,169966114.0,0,0
484,4,28,10,2015,317713620.0,318156895.0,0,0
485,5,29,10,2015,190654303.0,187618298.0,0,0
486,6,30,10,2015,186191999.0,188143849.0,0,0
487,7,31,10,2015,0.0,0.0,0,0
488,1,1,11,2015,0.0,0.0,0,0
489,2,2,11,2015,219714902.0,216214802.0,0,0
490,3,3,11,2015,231438808.0,231221558.0,0,0
491,4,4,11,2015,277810687.0,281197367.0,0,0
492,5,5,11,2015,289971920.0,293260890.0,0,1
493,6,6,11,2015,0.0,0.0,0,0
494,7,7,11,2015,0.0,0.0,0,0
495,1,8,11,2015,0.0,0.0,0,0
496,2,9,11,2015,291893796.0,285201646.0,1,0
497,3,10,11,2015,343680054.0,344409804.0,0,0
498,4,11,11,2015,336993470.0,337417690.0,0,0
499,5,12,11,2015,216725179.0,216807929.0,0,0
500,6,13,11,2015,490035510.0,485130390.0,0,0
501,7,14,11,2015,0.0,0.0,0,0
502,1,15,11,2015,0.0,0.0,0,0
503,2,16,11,2015,239408121.0,237895946.0,0,0
504,3,17,11,2015,175239044.0,174028944.0,0,0
505,4,18,11,2015,190325314.0,193262614.0,0,0
506,5,19,11,2015,183405900.0,183558925.0,0,0
507,6,20,11,2015,269936416.0,273629216.0,0,0
508,7,21,11,2015,0.0,0.0,0,0
509,1,22,11,2015,0.0,0.0,0,0
510,2,23,11,2015,208143459.0,203246421.0,0,0
511,3,24,11,2015,215253713.0,219011766.0,0,0
512,4,25,11,2015,190310439.0,191570284.0,0,0
513,5,26,11,2015,318487549.0,315234844.0,0,1
514,6,27,11,2015,0.0,0.0,0,0
515,7,28,11,2015,0.0,0.0,0,0
516,1,29,11,2015,0.0,0.0,0,0
517,2,30,11,2015,194059257.0,191706432.0,1,0
518,3,1,12,2015,267255309.0,273081824.0,0,0
519,4,2,12,2015,227030820.0,227273060.0,0,0
520,5,3,12,2015,236826138.0,233745046.0,0,0
521,6,4,12,2015,296318214.0,297705696.0,0,2
522,7,5,12,2015,0.0,0.0,0,0
523,1,6,12,2015,0.0,0.0,0,0
524,2,7,12,2015,0.0,0.0,0,0
525,3,8,12,2015,0.0,0.0,0,0
526,4,9,12,2015,253274238.0,241252082.0,2,0
527,5,10,12,2015,246990919.0,253162980.0,0,0
528,6,11,12,2015,311016778.0,310212623.0,0,0
529,7,12,12,2015,0.0,0.0,0,0
530,1,13,12,2015,0.0,0.0,0,0
531,2,14,12,2015,308166844.0,307957009.0,0,0
532,3,15,12,2015,351061995.0,351241710.0,0,0
533,4,16,12,2015,205319930.0,213018940.0,0,0
534,5,17,12,2015,232286642.0,229900467.0,0,0
535,6,18,12,2015,326119557.0,324068296.0,0,0
536,7,19,12,2015,0.0,0.0,0,0
537,1,20,12,2015,0.0,0.0,0,0
538,2,21,12,2015,598396424.0,598578170.0,0,0
539,3,22,12,2015,532982131.0,532181699.0,0,0
540,4,23,12,2015,278096754.0,276455311.0,0,0
541,5,24,12,2015,38015819.0,41109594.0,0,1
542,6,25,12,2015,0.0,0.0,0,0
