Fecha;MontoCierre
10/04/2015;1498101.5
13/04/2015;1902468.25
14/04/2015;1687678.1
15/04/2015;1623818.45
16/04/2015;1260269.35
17/04/2015;1013927.25
20/04/2015;1416373.6
21/04/2015;2317700
22/04/2015;2385625.35
23/04/2015;1253324.3
24/04/2015;875994.85
27/04/2015;626503.7
28/04/2015;1165543.65
29/04/2015;450694.9
30/04/2015;571326.55
04/05/2015;1095535.85
05/05/2015;393402.5
06/05/2015;1405086.3
07/05/2015;565464.3
08/05/2015;1218423.4
11/05/2015;1333155.45
12/05/2015;1316337.45
13/05/2015;1576559.55
14/05/2015;889883.3
15/05/2015;1323724.8
18/05/2015;1285133.85
19/05/2015;1586187.5
20/05/2015;1615525.3
21/05/2015;1251228.25
22/05/2015;338322.1
26/05/2015;1329161.1
27/05/2015;1233612.1
28/05/2015;789652.1
29/05/2015;1548526.25
01/06/2015;1172734.95
02/06/2015;743719.7
03/06/2015;2047525.55
04/06/2015;1632514
05/06/2015;1769636.25
08/06/2015;2034738
09/06/2015;2062071.75
10/06/2015;1948198
11/06/2015;1584589
12/06/2015;1618656
15/06/2015;1710575
16/06/2015;1699906.6
17/06/2015;1175877.7
18/06/2015;1268821.2
19/06/2015;1066407.6
22/06/2015;922042.65
23/06/2015;1119627.55
24/06/2015;481112.5
25/06/2015;1038096
26/06/2015;1398843.5
29/06/2015;1107558
30/06/2015;408296
01/07/2015;312522.5
02/07/2015;581752.5
03/07/2015;1751723
06/07/2015;1392052.75
07/07/2015;1668338.35
08/07/2015;1409422.75
10/07/2015;1439389.8
13/07/2015;1479831.9
14/07/2015;1198623.25
15/07/2015;1541426.15
16/07/2015;1080336.5
17/07/2015;2185295
20/07/2015;1978054.6
21/07/2015;1225008.6
22/07/2015;1486589.1
23/07/2015;401241
24/07/2015;1192171.2
27/07/2015;1228029.3
28/07/2015;773810.8
29/07/2015;910848.8
30/07/2015;246530.7
31/07/2015;1088577.6
03/08/2015;369881.5
04/08/2015;1222135
05/08/2015;1137809.8
06/08/2015;2264559
07/08/2015;2268458.4
10/08/2015;2462895.1
11/08/2015;2044510.95
12/08/2015;1947341.55
13/08/2015;1514074.85
14/08/2015;1785629.5
18/08/2015;1820241.25
19/08/2015;1669413.75
20/08/2015;1238991.05
21/08/2015;965147.4
24/08/2015;455793.05
25/08/2015;700956.05
26/08/2015;831829.25
27/08/2015;267060.35
28/08/2015;1102388.4
31/08/2015;323167.5
01/09/2015;1870356.65
02/09/2015;1338366.2
03/09/2015;1133221.85
04/09/2015;1707128.85
07/09/2015;2287110.45
08/09/2015;996504.6
09/09/2015;1007791.65
10/09/2015;1371888
11/09/2015;468259.7
14/09/2015;903431.3
15/09/2015;682459.1
16/09/2015;1444048.3
17/09/2015;844145.7
18/09/2015;1378615.45
21/09/2015;1432596.35
22/09/2015;794686.35
23/09/2015;1028922.45
24/09/2015;831663.45
25/09/2015;872823.05
28/09/2015;504463.45
29/09/2015;799748.45
30/09/2015;814647.75
01/10/2015;822263.35
02/10/2015;491048.1
05/10/2015;1062415.55
06/10/2015;653160.05
07/10/2015;1995124.05
08/10/2015;2337361.85
09/10/2015;1655079.45
13/10/2015;1501567.95
14/10/2015;623716.45
15/10/2015;1349932.45
16/10/2015;1792701.45
19/10/2015;1619138.45
20/10/2015;1518831.95
21/10/2015;1647667.05
22/10/2015;1172628.45
23/10/2015;718038.95
26/10/2015;61597.05
27/10/2015;397659.05
28/10/2015;740580.4
29/10/2015;1338261.75
30/10/2015;963517.4
02/11/2015;571046.3
03/11/2015;1592050.2
04/11/2015;1103036.25
05/11/2015;1039576
09/11/2015;1553627
10/11/2015;2231380.8
11/11/2015;1024736.75
12/11/2015;849532.7
13/11/2015;971249.2
16/11/2015;784134.8
17/11/2015;682650.2
18/11/2015;1878812.2
19/11/2015;1905734.8
20/11/2015;1896145.7
23/11/2015;2082524.7
24/11/2015;1250675.7
25/11/2015;329883.2
26/11/2015;87137.5
30/11/2015;284349
01/12/2015;1438806.1
02/12/2015;640360.6
03/12/2015;2832537.6
04/12/2015;2183872.6
09/12/2015;1711489.4
10/12/2015;1201719.55
11/12/2015;1113815.15
14/12/2015;1174846.75
15/12/2015;1439639
16/12/2015;1642229
17/12/2015;2311085
18/12/2015;331742.3
21/12/2015;675591.8
22/12/2015;1623518.3
23/12/2015;513297.65
24/12/2015;1895798.2
28/12/2015;1034642.7
29/12/2015;1580877.9
30/12/2015;1579360.15
31/12/2015;1551052.65
04/01/2016;2036831
05/01/2016;2274340.9
06/01/2016;2258165.75
07/01/2016;1824632.75
08/01/2016;1775325.75
11/01/2016;2906597.1
12/01/2016;1510088.1
13/01/2016;1565881.75
14/01/2016;1890664.75
15/01/2016;1172628.25
18/01/2016;1361198.25
19/01/2016;1871040.5
20/01/2016;1686244
21/01/2016;1923661.25
22/01/2016;1511132
25/01/2016;1262735.75
26/01/2016;1090060.75
27/01/2016;902835.5
28/01/2016;697113.25
29/01/2016;662911.75
01/02/2016;2071570.35
02/02/2016;2457902.1
03/02/2016;2768852.05
04/02/2016;2267661
05/02/2016;1753907
10/02/2016;1817131.45
11/02/2016;2534396.5
12/02/2016;1974219.75
15/02/2016;2111865
16/02/2016;1995481.75
17/02/2016;2518830.25
18/02/2016;2507022
19/02/2016;1333307
22/02/2016;1472401.25
23/02/2016;1340522.75
24/02/2016;245590.25
25/02/2016;846932.2
26/02/2016;2654625.2
29/02/2016;2547949
01/03/2016;1942235
02/03/2016;1351231
03/03/2016;741269
04/03/2016;252375
07/03/2016;1461547.75
08/03/2016;950227
09/03/2016;783702.75
10/03/2016;2324073.75
11/03/2016;1343469
14/03/2016;1065106.25
15/03/2016;1177911.75
16/03/2016;1276398.75
17/03/2016;1173983.75
18/03/2016;1428600.75
21/03/2016;1780840.75
22/03/2016;2410322.25
23/03/2016;2110000.75
28/03/2016;2008516.5
29/03/2016;1048987.75
30/03/2016;1403524
31/03/2016;542289
01/04/2016;1997205
04/04/2016;1303986
05/04/2016;1974648.5
06/04/2016;1287844.75
07/04/2016;1337901.5
08/04/2016;2194410.2
11/04/2016;2293835.5
12/04/2016;1365010.1
13/04/2016;1476342.6
14/04/2016;1334188.6
15/04/2016;1876030.1
18/04/2016;2292437.5
19/04/2016;2504161
20/04/2016;863968.5
21/04/2016;563968.5
22/04/2016;452139.5
25/04/2016;2567441.5
26/04/2016;2445757.75
27/04/2016;2572754
28/04/2016;2146550
29/04/2016;2042932.75
02/05/2016;1989431.25
03/05/2016;1178119.25
04/05/2016;2188218.25
05/05/2016;1176509.75
06/05/2016;1372081.25
09/05/2016;1471295.75
10/05/2016;1624408.75
11/05/2016;2130261.75
12/05/2016;2795192
13/05/2016;1243557
16/05/2016;1160541.75
17/05/2016;1069683.25
18/05/2016;3228495
19/05/2016;3011444.25
20/05/2016;1325906.25
23/05/2016;1189707
24/05/2016;455203
26/05/2016;769229.25
27/05/2016;1045827.25
30/05/2016;718574.5
31/05/2016;2214852.6
01/06/2016;1699855.35
02/06/2016;1716567.35
03/06/2016;994380.35
06/06/2016;795165.85
07/06/2016;1854359.1
08/06/2016;1666782.35
09/06/2016;1809960.95
10/06/2016;2294277.1
13/06/2016;1796157.6
14/06/2016;3059067.35
15/06/2016;2873201.75
16/06/2016;921673.26
21/06/2016;763226.75
22/06/2016;657372
23/06/2016;2001746.75
24/06/2016;1460984
27/06/2016;1727542
28/06/2016;1092759
29/06/2016;377618.75
30/06/2016;1391851
01/07/2016;261741
04/07/2016;1209277.25
05/07/2016;1301331.25
06/07/2016;1304114.25
07/07/2016;1407098.75
11/07/2016;2081516.5
12/07/2016;2734191.85
13/07/2016;1042437.85
14/07/2016;1073991.1
15/07/2016;564407.85
18/07/2016;664530.25
19/07/2016;2439567.75
