,dow,dom,month,prev_holy,pos_holy,minfl
854,3,1,11,0,0,1.785
855,4,2,11,0,0,1.785
856,5,3,11,0,0,1.785
857,6,4,11,0,0,1.785
858,7,5,11,0,0,1.785
859,1,6,11,0,0,1.785
860,2,7,11,0,0,1.785
861,3,8,11,0,0,1.785
862,4,9,11,0,0,1.785
863,5,10,11,0,0,1.785
864,6,11,11,0,0,1.785
865,7,12,11,0,0,1.785
866,1,13,11,0,0,1.785
867,2,14,11,0,0,1.785
868,3,15,11,0,0,1.785
869,4,16,11,0,0,1.785
870,5,17,11,0,0,1.785
871,6,18,11,0,0,1.785
872,7,19,11,0,0,1.785
873,1,20,11,0,0,1.785
874,2,21,11,0,0,1.785
875,3,22,11,0,0,1.785
876,4,23,11,0,0,1.785
877,5,24,11,0,0,1.785
878,6,25,11,0,1,1.785
879,7,26,11,0,0,1.785
880,1,27,11,0,0,1.785
881,2,28,11,0,0,1.785
882,3,29,11,1,0,1.785
883,4,30,11,0,0,1.785
884,5,1,12,0,0,1.34
885,6,2,12,0,0,1.34
886,7,3,12,0,0,1.34
887,1,4,12,0,0,1.34
888,2,5,12,0,0,1.34
889,3,6,12,0,0,1.34
890,4,7,12,0,2,1.34
891,5,8,12,0,0,1.34
892,6,9,12,0,0,1.34
893,7,10,12,0,0,1.34
894,1,11,12,0,0,1.34
895,2,12,12,2,0,1.34
896,3,13,12,0,0,1.34
897,4,14,12,0,0,1.34
898,5,15,12,0,0,1.34
899,6,16,12,0,0,1.34
900,7,17,12,0,0,1.34
901,1,18,12,0,0,1.34
902,2,19,12,0,0,1.34
903,3,20,12,0,0,1.34
904,4,21,12,0,0,1.34
905,5,22,12,0,0,1.34
906,6,23,12,0,0,1.34
907,7,24,12,0,0,1.34
908,1,25,12,0,0,1.34
909,2,26,12,0,0,1.34
910,3,27,12,0,0,1.34
911,4,28,12,0,0,1.34
912,5,29,12,0,0,1.34
913,6,30,12,0,0,1.34
914,7,31,12,0,0,1.34
915,1,1,1,0,0,2.944
916,2,2,1,0,0,2.944
917,3,3,1,0,0,2.944
918,4,4,1,0,0,2.944
919,5,5,1,0,0,2.944
920,6,6,1,0,0,2.944
921,7,7,1,0,0,2.944
922,1,8,1,0,0,2.944
923,2,9,1,0,0,2.944
924,3,10,1,0,0,2.944
925,4,11,1,0,0,2.944
926,5,12,1,0,0,2.944
927,6,13,1,0,0,2.944
928,7,14,1,0,0,2.944
929,1,15,1,0,0,2.944
930,2,16,1,0,0,2.944
931,3,17,1,0,0,2.944
932,4,18,1,0,0,2.944
933,5,19,1,0,0,2.944
934,6,20,1,0,0,2.944
935,7,21,1,0,0,2.944
936,1,22,1,0,0,2.944
937,2,23,1,0,0,2.944
938,3,24,1,0,0,2.944
939,4,25,1,0,0,2.944
940,5,26,1,0,0,2.944
941,6,27,1,0,0,2.944
942,7,28,1,0,0,2.944
943,1,29,1,0,0,2.944
944,2,30,1,0,0,2.944
945,3,31,1,0,0,2.944
946,4,1,2,0,0,0.778
947,5,2,2,0,0,0.778
948,6,3,2,0,0,0.778
949,7,4,2,0,0,0.778
950,1,5,2,0,0,0.778
951,2,6,2,0,0,0.778
952,3,7,2,0,0,0.778
953,4,8,2,0,0,0.778
954,5,9,2,0,0,0.778
955,6,10,2,0,0,0.778
956,7,11,2,0,0,0.778
957,1,12,2,0,0,0.778
958,2,13,2,0,0,0.778
959,3,14,2,0,0,0.778
960,4,15,2,0,0,0.778
961,5,16,2,0,0,0.778
962,6,17,2,0,0,0.778
963,7,18,2,0,0,0.778
964,1,19,2,0,0,0.778
965,2,20,2,0,0,0.778
966,3,21,2,0,0,0.778
967,4,22,2,0,0,0.778
968,5,23,2,0,0,0.778
969,6,24,2,0,2,0.778
970,7,25,2,0,0,0.778
971,1,26,2,0,0,0.778
972,2,27,2,0,0,0.778
973,3,28,2,0,0,0.778
974,4,1,3,2,0,1.836
975,5,2,3,0,0,1.836
976,6,3,3,0,0,1.836
977,7,4,3,0,0,1.836
978,1,5,3,0,0,1.836
979,2,6,3,0,0,1.836
980,3,7,3,0,0,1.836
981,4,8,3,0,0,1.836
982,5,9,3,0,0,1.836
983,6,10,3,0,0,1.836
984,7,11,3,0,0,1.836
985,1,12,3,0,0,1.836
986,2,13,3,0,0,1.836
987,3,14,3,0,0,1.836
988,4,15,3,0,0,1.836
989,5,16,3,0,0,1.836
990,6,17,3,0,0,1.836
991,7,18,3,0,0,1.836
992,1,19,3,0,0,1.836
993,2,20,3,0,0,1.836
994,3,21,3,0,0,1.836
995,4,22,3,0,0,1.836
996,5,23,3,0,1,1.836
997,6,24,3,0,0,1.836
998,7,25,3,0,0,1.836
999,1,26,3,0,0,1.836
1000,2,27,3,1,0,1.836
1001,3,28,3,0,0,1.836
1002,4,29,3,0,0,1.836
1003,5,30,3,0,0,1.836
1004,6,31,3,0,0,1.836
1005,7,1,4,0,0,1.983
1006,1,2,4,0,0,1.983
1007,2,3,4,0,0,1.983
1008,3,4,4,0,0,1.983
1009,4,5,4,0,0,1.983
1010,5,6,4,0,0,1.983
1011,6,7,4,0,0,1.983
1012,7,8,4,0,0,1.983
1013,1,9,4,0,0,1.983
1014,2,10,4,0,0,1.983
1015,3,11,4,0,0,1.983
1016,4,12,4,0,2,1.983
1017,5,13,4,0,0,1.983
1018,6,14,4,0,0,1.983
1019,7,15,4,0,0,1.983
1020,1,16,4,0,0,1.983
1021,2,17,4,2,0,1.983
1022,3,18,4,0,0,1.983
1023,4,19,4,0,0,1.983
1024,5,20,4,0,0,1.983
1025,6,21,4,0,0,1.983
1026,7,22,4,0,0,1.983
1027,1,23,4,0,0,1.983
1028,2,24,4,0,0,1.983
1029,3,25,4,0,0,1.983
1030,4,26,4,0,0,1.983
1031,5,27,4,0,0,1.983
1032,6,28,4,0,1,1.983
1033,7,29,4,0,0,1.983
1034,1,30,4,0,0,1.983
1035,2,1,5,0,0,1.656
1036,3,2,5,1,0,1.656
1037,4,3,5,0,0,1.656
1038,5,4,5,0,0,1.656
1039,6,5,5,0,0,1.656
1040,7,6,5,0,0,1.656
1041,1,7,5,0,0,1.656
1042,2,8,5,0,0,1.656
1043,3,9,5,0,0,1.656
1044,4,10,5,0,0,1.656
1045,5,11,5,0,0,1.656
