,dow,dom,month,year,in_demand,out_demand,prev_holy,pos_holy,minfl
986,2,13,3,2017,843013683.0,844402738.0,0,0,69.47800000000001
987,3,14,3,2017,1199831839.0,1190230384.0,0,0,69.47800000000001
988,4,15,3,2017,1220133881.0,1212308321.0,0,0,69.47800000000001
989,5,16,3,2017,1413395914.0,1415992424.0,0,0,69.47800000000001
990,6,17,3,2017,1738495310.0,1737650035.0,0,0,69.47800000000001
991,7,18,3,2017,0.0,0.0,0,0,69.47800000000001
992,1,19,3,2017,0.0,0.0,0,0,69.47800000000001
993,2,20,3,2017,1148770968.0,1144949618.0,0,0,69.47800000000001
994,3,21,3,2017,1089560418.0,1090383693.0,0,0,69.47800000000001
995,4,22,3,2017,830329005.0,832691290.0,0,0,69.47800000000001
996,5,23,3,2017,1342809242.0,1343991292.0,0,1,69.47800000000001
997,6,24,3,2017,0.0,0.0,0,0,69.47800000000001
998,7,25,3,2017,0.0,0.0,0,0,69.47800000000001
999,1,26,3,2017,0.0,0.0,0,0,69.47800000000001
1000,2,27,3,2017,1007329617.0,1002503367.0,1,0,69.47800000000001
1001,3,28,3,2017,1053697118.0,1056217583.0,0,0,69.47800000000001
1002,4,29,3,2017,1150808292.0,1143421842.0,0,0,69.47800000000001
1003,5,30,3,2017,1167247856.0,1183080756.0,0,0,69.47800000000001
1004,6,31,3,2017,1240567555.0,1235281240.0,0,0,69.47800000000001
1005,7,1,4,2017,0.0,0.0,0,0,71.46100000000001
1006,1,2,4,2017,0.0,0.0,0,0,71.46100000000001
1007,2,3,4,2017,1122828358.0,1120773573.0,0,0,71.46100000000001
1008,3,4,4,2017,1007315504.0,1003193434.0,0,0,71.46100000000001
1009,4,5,4,2017,1182221527.0,1185250272.0,0,0,71.46100000000001
1010,5,6,4,2017,43669698.0,44434498.0,0,0,71.46100000000001
1011,6,7,4,2017,1545058616.0,1543369866.0,0,0,71.46100000000001
1012,7,8,4,2017,0.0,0.0,0,0,71.46100000000001
1013,1,9,4,2017,0.0,0.0,0,0,71.46100000000001
1014,2,10,4,2017,1393026968.0,1381314368.0,0,0,71.46100000000001
1015,3,11,4,2017,1177572531.0,1192984436.0,0,0,71.46100000000001
1016,4,12,4,2017,1353784665.0,1340681400.0,0,2,71.46100000000001
1017,5,13,4,2017,0.0,0.0,0,0,71.46100000000001
1018,6,14,4,2017,0.0,0.0,0,0,71.46100000000001
1019,7,15,4,2017,0.0,0.0,0,0,71.46100000000001
1020,1,16,4,2017,0.0,0.0,0,0,71.46100000000001
1021,2,17,4,2017,1966527498.0,1968372968.0,2,0,71.46100000000001
1022,3,18,4,2017,1356050530.0,1361151485.0,0,0,71.46100000000001
1023,4,19,4,2017,928405713.0,921431913.0,0,0,71.46100000000001
1024,5,20,4,2017,1198351447.0,1209475837.0,0,0,71.46100000000001
1025,6,21,4,2017,1896500505.0,1903592000.0,0,0,71.46100000000001
1026,7,22,4,2017,0.0,0.0,0,0,71.46100000000001
1027,1,23,4,2017,0.0,0.0,0,0,71.46100000000001
1028,2,24,4,2017,1068966997.0,1057299422.0,0,0,71.46100000000001
1029,3,25,4,2017,1575591913.0,1559551053.0,0,0,71.46100000000001
1030,4,26,4,2017,1668596820.0,1678530720.0,0,0,71.46100000000001
1031,5,27,4,2017,1394263624.0,1393982524.0,0,0,71.46100000000001
1032,6,28,4,2017,1436450525.0,1444819425.0,0,1,71.46100000000001
1033,7,29,4,2017,0.0,0.0,0,0,71.46100000000001
1034,1,30,4,2017,0.0,0.0,0,0,71.46100000000001
1035,2,1,5,2017,0.0,0.0,0,0,73.11700000000002
1036,3,2,5,2017,1334359916.0,1340457076.0,1,0,73.11700000000002
1037,4,3,5,2017,1236813425.0,1235611825.0,0,0,73.11700000000002
1038,5,4,5,2017,1044245112.0,1027977687.0,0,0,73.11700000000002
1039,6,5,5,2017,1485074350.0,1492432425.0,0,0,73.11700000000002
1040,7,6,5,2017,0.0,0.0,0,0,73.11700000000002
1041,1,7,5,2017,0.0,0.0,0,0,73.11700000000002
1042,2,8,5,2017,1268667433.0,1278484883.0,0,0,73.11700000000002
1043,3,9,5,2017,1475857032.0,1462051032.0,0,0,73.11700000000002
1044,4,10,5,2017,1209560445.0,1216498090.0,0,0,73.11700000000002
1045,5,11,5,2017,1196475983.0,1186099608.0,0,0,73.11700000000002
