fecha;dia_semana;dia;mes;anio;entradas;salidas
Jul 1 2014 12:00AM;3;1;7;2014;128969519.0;129683944.0
Jul 2 2014 12:00AM;4;2;7;2014;202060122.0;204596762.0
Jul 3 2014 12:00AM;5;3;7;2014;250292177.0;251793952.0
Jul 4 2014 12:00AM;6;4;7;2014;255803576.0;252611657.0
Jul 7 2014 12:00AM;2;7;7;2014;261770312.0;257431621.0
Jul 8 2014 12:00AM;3;8;7;2014;88725051.0;92506931.0
Jul 10 2014 12:00AM;5;10;7;2014;334660030.0;330866175.0
Jul 11 2014 12:00AM;6;11;7;2014;291740381.0;293535716.0
Jul 14 2014 12:00AM;2;14;7;2014;197201152.0;196900862.0
Jul 15 2014 12:00AM;3;15;7;2014;218484661.0;217474336.0
Jul 16 2014 12:00AM;4;16;7;2014;203593944.0;206635969.0
Jul 17 2014 12:00AM;5;17;7;2014;206028910.0;205437010.0
Jul 18 2014 12:00AM;6;18;7;2014;215926641.0;216469671.0
Jul 21 2014 12:00AM;2;21;7;2014;268884918.0;268589558.0
Jul 22 2014 12:00AM;3;22;7;2014;292228002.0;292769747.0
Jul 23 2014 12:00AM;4;23;7;2014;283852280.0;282622850.0
Jul 24 2014 12:00AM;5;24;7;2014;274962834.0;275046234.0
Jul 25 2014 12:00AM;6;25;7;2014;417228679.0;420809099.0
Jul 28 2014 12:00AM;2;28;7;2014;200095078.0;196120733.0
Jul 29 2014 12:00AM;3;29;7;2014;172257787.0;171937022.0
Jul 30 2014 12:00AM;4;30;7;2014;157154217.0;155428792.0
Jul 31 2014 12:00AM;5;31;7;2014;133377176.0;133473676.0
Aug 1 2014 12:00AM;6;1;8;2014;204013039.0;205288064.0
Aug 4 2014 12:00AM;2;4;8;2014;218664653.0;219435823.0
Aug 5 2014 12:00AM;3;5;8;2014;143145607.0;145531707.0
Aug 6 2014 12:00AM;4;6;8;2014;207466741.0;210205591.0
Aug 7 2014 12:00AM;5;7;8;2014;144279130.0;140192380.0
Aug 8 2014 12:00AM;6;8;8;2014;220512340.0;221013740.0
Aug 11 2014 12:00AM;2;11;8;2014;242931880.0;242879630.0
Aug 12 2014 12:00AM;3;12;8;2014;219328909.0;219136859.0
Aug 13 2014 12:00AM;4;13;8;2014;165574620.0;166239720.0
Aug 14 2014 12:00AM;5;14;8;2014;164522092.0;164977797.0
Aug 15 2014 12:00AM;6;15;8;2014;201113987.0;199922917.0
Aug 19 2014 12:00AM;3;19;8;2014;291089588.0;288739218.0
Aug 20 2014 12:00AM;4;20;8;2014;272389506.0;272904506.0
Aug 21 2014 12:00AM;5;21;8;2014;224678155.0;221974530.0
Aug 22 2014 12:00AM;6;22;8;2014;139178763.0;142385663.0
Aug 25 2014 12:00AM;2;25;8;2014;160734629.0;161268654.0
Aug 26 2014 12:00AM;3;26;8;2014;186864005.0;188365405.0
Aug 27 2014 12:00AM;4;27;8;2014;214780681.0;215867031.0
Aug 29 2014 12:00AM;6;29;8;2014;195709227.0;193032252.0
Sep 1 2014 12:00AM;2;1;9;2014;202806630.0;204811975.0
Sep 2 2014 12:00AM;3;2;9;2014;242692593.0;244729473.0
Sep 3 2014 12:00AM;4;3;9;2014;136001203.0;132898903.0
Sep 4 2014 12:00AM;5;4;9;2014;328233180.0;327979195.0
Sep 5 2014 12:00AM;6;5;9;2014;219432115.0;218153565.0
Sep 8 2014 12:00AM;2;8;9;2014;287214929.0;289656264.0
Sep 9 2014 12:00AM;3;9;9;2014;206483784.0;202967159.0
Sep 10 2014 12:00AM;4;10;9;2014;215908627.0;211336242.0
Sep 11 2014 12:00AM;5;11;9;2014;168563283.0;171860108.0
Sep 12 2014 12:00AM;6;12;9;2014;186622985.0;188182240.0
Sep 15 2014 12:00AM;2;15;9;2014;253441198.0;256678118.0
Sep 16 2014 12:00AM;3;16;9;2014;179683045.0;177215170.0
Sep 17 2014 12:00AM;4;17;9;2014;157764107.0;158844247.0
Sep 18 2014 12:00AM;5;18;9;2014;235241704.0;234653454.0
Sep 19 2014 12:00AM;6;19;9;2014;159535350.0;159178690.0
Sep 22 2014 12:00AM;2;22;9;2014;193320972.0;193046572.0
Sep 23 2014 12:00AM;3;23;9;2014;189265721.0;190035596.0
Sep 24 2014 12:00AM;4;24;9;2014;198329747.0;198216197.0
Sep 25 2014 12:00AM;5;25;9;2014;223816834.0;223666934.0
Sep 26 2014 12:00AM;6;26;9;2014;212286807.0;214334157.0
Sep 29 2014 12:00AM;2;29;9;2014;227132528.0;225341928.0
Sep 30 2014 12:00AM;3;30;9;2014;192543002.0;194464502.0
Oct 1 2014 12:00AM;4;1;10;2014;193910323.0;193251503.0
Oct 2 2014 12:00AM;5;2;10;2014;161961762.0;163213037.0
Oct 3 2014 12:00AM;6;3;10;2014;209181505.0;202145180.0
Oct 6 2014 12:00AM;2;6;10;2014;214765936.0;215937546.0
Oct 7 2014 12:00AM;3;7;10;2014;274371467.0;277215222.0
Oct 8 2014 12:00AM;4;8;10;2014;220565640.0;217783200.0
Oct 9 2014 12:00AM;5;9;10;2014;148654934.0;148338349.0
Oct 10 2014 12:00AM;6;10;10;2014;269470949.0;275062694.0
Oct 14 2014 12:00AM;3;14;10;2014;362869716.0;361691316.0
Oct 15 2014 12:00AM;4;15;10;2014;333378869.0;332053144.0
Oct 16 2014 12:00AM;5;16;10;2014;323014572.0;324160847.0
Oct 17 2014 12:00AM;6;17;10;2014;204998500.0;205582800.0
Oct 20 2014 12:00AM;2;20;10;2014;293028326.0;294500476.0
Oct 21 2014 12:00AM;3;21;10;2014;296481786.0;293232886.0
Oct 22 2014 12:00AM;4;22;10;2014;68314463.0;73855713.0
Oct 23 2014 12:00AM;5;23;10;2014;473970914.0;472088099.0
Oct 24 2014 12:00AM;6;24;10;2014;312019587.0;307206187.0
Oct 27 2014 12:00AM;2;27;10;2014;309298220.0;312344670.0
Oct 28 2014 12:00AM;3;28;10;2014;238206493.0;235004743.0
Oct 29 2014 12:00AM;4;29;10;2014;238112266.0;239128291.0
Oct 30 2014 12:00AM;5;30;10;2014;351705544.0;353405614.0
Oct 31 2014 12:00AM;6;31;10;2014;220246862.0;219809687.0
Nov 3 2014 12:00AM;2;3;11;2014;235671663.0;230797643.0
Nov 4 2014 12:00AM;3;4;11;2014;276406076.0;277084726.0
Nov 5 2014 12:00AM;4;5;11;2014;354472459.0;357516009.0
Nov 7 2014 12:00AM;6;7;11;2014;399296828.0;398215473.0
Nov 10 2014 12:00AM;2;10;11;2014;304363958.0;304616138.0
Nov 11 2014 12:00AM;3;11;11;2014;310323800.0;310131175.0
Nov 12 2014 12:00AM;4;12;11;2014;57791193.0;57017983.0
Nov 13 2014 12:00AM;5;13;11;2014;68484276.0;68543971.0
Nov 14 2014 12:00AM;6;14;11;2014;373207785.0;373364935.0
Nov 17 2014 12:00AM;2;17;11;2014;251472816.0;254168666.0
Nov 18 2014 12:00AM;3;18;11;2014;297701507.0;296485007.0
Nov 19 2014 12:00AM;4;19;11;2014;200851676.0;201418776.0
Nov 20 2014 12:00AM;5;20;11;2014;262047124.0;259418324.0
Nov 21 2014 12:00AM;6;21;11;2014;265733881.0;268874515.0
Nov 25 2014 12:00AM;3;25;11;2014;335117727.0;330367643.0
Nov 26 2014 12:00AM;4;26;11;2014;280011653.0;283232548.0
Nov 27 2014 12:00AM;5;27;11;2014;238338410.0;243204000.0
Nov 28 2014 12:00AM;6;28;11;2014;305944553.0;302422048.0
Dec 1 2014 12:00AM;2;1;12;2014;354228404.0;262281304.0
Dec 2 2014 12:00AM;3;2;12;2014;316118791.0;408851691.0
Dec 3 2014 12:00AM;4;3;12;2014;184406936.0;184392836.0
Dec 4 2014 12:00AM;5;4;12;2014;205939175.0;205897275.0
Dec 5 2014 12:00AM;6;5;12;2014;299925496.0;300588396.0
Dec 9 2014 12:00AM;3;9;12;2014;238644200.0;232888090.0
Dec 10 2014 12:00AM;4;10;12;2014;214297646.0;213785671.0
Dec 11 2014 12:00AM;5;11;12;2014;289987539.0;293940974.0
Dec 12 2014 12:00AM;6;12;12;2014;201145994.0;200651584.0
Dec 15 2014 12:00AM;2;15;12;2014;280978273.0;277555673.0
Dec 16 2014 12:00AM;3;16;12;2014;239660013.0;243178528.0
Dec 17 2014 12:00AM;4;17;12;2014;343462500.0;343219620.0
Dec 18 2014 12:00AM;5;18;12;2014;275984947.0;272391287.0
Dec 19 2014 12:00AM;6;19;12;2014;267287654.0;271438589.0
Dec 22 2014 12:00AM;2;22;12;2014;299600346.0;299937146.0
Dec 23 2014 12:00AM;3;23;12;2014;538999649.0;482296549.0
Dec 24 2014 12:00AM;4;24;12;2014;70307171.0;124587371.0
Dec 29 2014 12:00AM;2;29;12;2014;299273300.0;308066450.0
Dec 30 2014 12:00AM;3;30;12;2014;327381856.0;324256656.0
Jan 2 2015 12:00AM;6;2;1;2015;164387494.0;171782209.0
Jan 5 2015 12:00AM;2;5;1;2015;214046024.0;215291474.0
Jan 6 2015 12:00AM;3;6;1;2015;260516783.0;258803633.0
Jan 7 2015 12:00AM;4;7;1;2015;215804024.0;217238824.0
Jan 8 2015 12:00AM;5;8;1;2015;328490658.0;329246508.0
Jan 9 2015 12:00AM;6;9;1;2015;187826281.0;184389131.0
Jan 12 2015 12:00AM;2;12;1;2015;159734660.0;161570960.0
Jan 13 2015 12:00AM;3;13;1;2015;189241082.0;187093782.0
Jan 14 2015 12:00AM;4;14;1;2015;210587546.0;211690546.0
Jan 15 2015 12:00AM;5;15;1;2015;210410906.0;163851906.0
Jan 16 2015 12:00AM;6;16;1;2015;309362763.0;277712363.0
Jan 19 2015 12:00AM;2;19;1;2015;276414927.0;358432802.0
Jan 20 2015 12:00AM;3;20;1;2015;213818144.0;212411469.0
Jan 21 2015 12:00AM;4;21;1;2015;195015092.0;197674942.0
Jan 22 2015 12:00AM;5;22;1;2015;201357409.0;203707759.0
Jan 23 2015 12:00AM;6;23;1;2015;190398087.0;190270587.0
Jan 26 2015 12:00AM;2;26;1;2015;282058573.0;278700363.0
Jan 27 2015 12:00AM;3;27;1;2015;150133859.0;151692159.0
Jan 28 2015 12:00AM;4;28;1;2015;164833995.0;163163470.0
Jan 29 2015 12:00AM;5;29;1;2015;159859598.0;162292458.0
Jan 30 2015 12:00AM;6;30;1;2015;223551223.0;224614423.0
Feb 2 2015 12:00AM;2;2;2;2015;254326441.0;250860866.0
Feb 3 2015 12:00AM;3;3;2;2015;258750869.0;258229169.0
Feb 4 2015 12:00AM;4;4;2;2015;207608434.0;216074209.0
Feb 5 2015 12:00AM;5;5;2;2015;194283697.0;193390997.0
Feb 6 2015 12:00AM;6;6;2;2015;200028902.0;212074502.0
Feb 9 2015 12:00AM;2;9;2;2015;196391774.0;195523874.0
Feb 10 2015 12:00AM;3;10;2;2015;246516688.0;247240988.0
Feb 11 2015 12:00AM;4;11;2;2015;218859784.0;216455934.0
Feb 12 2015 12:00AM;5;12;2;2015;197785995.0;202117920.0
Feb 13 2015 12:00AM;6;13;2;2015;330021504.0;329069004.0
Feb 18 2015 12:00AM;4;18;2;2015;227012133.0;225426933.0
Feb 19 2015 12:00AM;5;19;2;2015;122475842.0;122031142.0
Feb 20 2015 12:00AM;6;20;2;2015;75701891.0;73949391.0
Feb 23 2015 12:00AM;2;23;2;2015;240896083.0;243492513.0
Feb 24 2015 12:00AM;3;24;2;2015;267670594.0;272422999.0
Feb 25 2015 12:00AM;4;25;2;2015;238737691.0;233955456.0
Feb 26 2015 12:00AM;5;26;2;2015;172228684.0;174660934.0
Feb 27 2015 12:00AM;6;27;2;2015;223260820.0;221917845.0
Mar 2 2015 12:00AM;2;2;3;2015;177775377.0;174259262.0
Mar 3 2015 12:00AM;3;3;3;2015;192499153.0;193016953.0
Mar 4 2015 12:00AM;4;4;3;2015;166581932.0;168311932.0
Mar 5 2015 12:00AM;5;5;3;2015;191077867.0;188507707.0
Mar 6 2015 12:00AM;6;6;3;2015;245118011.0;247843111.0
Mar 9 2015 12:00AM;2;9;3;2015;254922136.0;254627136.0
Mar 10 2015 12:00AM;3;10;3;2015;251134878.0;251229278.0
Mar 11 2015 12:00AM;4;11;3;2015;307279081.0;307864831.0
Mar 12 2015 12:00AM;5;12;3;2015;247563874.0;248434474.0
Mar 13 2015 12:00AM;6;13;3;2015;257519760.0;256166710.0
Mar 16 2015 12:00AM;2;16;3;2015;148169356.0;145174656.0
Mar 17 2015 12:00AM;3;17;3;2015;163257873.0;166762608.0
Mar 18 2015 12:00AM;4;18;3;2015;173152640.0;172658835.0
Mar 19 2015 12:00AM;5;19;3;2015;120699184.0;123400654.0
Mar 20 2015 12:00AM;6;20;3;2015;163198442.0;160812042.0
Mar 25 2015 12:00AM;4;25;3;2015;228729059.0;229127559.0
Mar 26 2015 12:00AM;5;26;3;2015;192862549.0;192407849.0
Mar 27 2015 12:00AM;6;27;3;2015;285460190.0;287549090.0
Mar 30 2015 12:00AM;2;30;3;2015;265814575.0;263227575.0
Apr 1 2015 12:00AM;4;1;4;2015;303474039.0;304258339.0
Apr 6 2015 12:00AM;2;6;4;2015;258403735.0;255015435.0
Apr 7 2015 12:00AM;3;7;4;2015;258273271.0;259077771.0
Apr 8 2015 12:00AM;4;8;4;2015;280908402.0;281854702.0
Apr 9 2015 12:00AM;5;9;4;2015;280265099.0;280081199.0
Apr 10 2015 12:00AM;6;10;4;2015;283028818.0;283288468.0
Apr 13 2015 12:00AM;2;13;4;2015;328697314.0;329453624.0
Apr 14 2015 12:00AM;3;14;4;2015;137725658.0;138383363.0
Apr 15 2015 12:00AM;4;15;4;2015;134009122.0;131650962.0
Apr 16 2015 12:00AM;5;16;4;2015;220062514.0;219657709.0
Apr 17 2015 12:00AM;6;17;4;2015;179974527.0;182474727.0
Apr 20 2015 12:00AM;2;20;4;2015;280625694.0;278826594.0
Apr 21 2015 12:00AM;3;21;4;2015;146715450.0;145265050.0
Apr 22 2015 12:00AM;4;22;4;2015;203935332.0;205549932.0
Apr 23 2015 12:00AM;5;23;4;2015;186383326.0;188365526.0
Apr 24 2015 12:00AM;6;24;4;2015;188823827.0;190374827.0
Apr 27 2015 12:00AM;2;27;4;2015;230983174.0;229510474.0
Apr 28 2015 12:00AM;3;28;4;2015;261715535.0;259861835.0
Apr 29 2015 12:00AM;4;29;4;2015;179580981.0;182004381.0
Apr 30 2015 12:00AM;5;30;4;2015;294728234.0;293059534.0
May 4 2015 12:00AM;2;4;5;2015;305983801.0;304875801.0
May 5 2015 12:00AM;3;5;5;2015;220817137.0;223122537.0
May 6 2015 12:00AM;4;6;5;2015;246249249.0;241949149.0
May 7 2015 12:00AM;5;7;5;2015;219729621.0;221489121.0
May 8 2015 12:00AM;6;8;5;2015;290656034.0;289159934.0
May 11 2015 12:00AM;2;11;5;2015;240966729.0;241232029.0
May 12 2015 12:00AM;3;12;5;2015;44085873.0;41279173.0
May 13 2015 12:00AM;4;13;5;2015;256761412.0;258439912.0
May 14 2015 12:00AM;5;14;5;2015;136163482.0;135738282.0
May 15 2015 12:00AM;6;15;5;2015;142898368.0;148010868.0
May 18 2015 12:00AM;2;18;5;2015;218132980.0;216707080.0
May 19 2015 12:00AM;3;19;5;2015;336357555.0;338325505.0
May 20 2015 12:00AM;4;20;5;2015;156304793.0;156780843.0
May 21 2015 12:00AM;5;21;5;2015;199008323.0;192983423.0
May 22 2015 12:00AM;6;22;5;2015;224141425.0;224710525.0
May 26 2015 12:00AM;3;26;5;2015;46147343.0;45654643.0
May 27 2015 12:00AM;4;27;5;2015;30237537.0;29396337.0
May 28 2015 12:00AM;5;28;5;2015;228721315.0;231827865.0
May 29 2015 12:00AM;6;29;5;2015;322508730.0;321917885.0
Jun 1 2015 12:00AM;2;1;6;2015;213533008.0;212796993.0
Jun 2 2015 12:00AM;3;2;6;2015;141267384.0;142432554.0
Jun 3 2015 12:00AM;4;3;6;2015;218148078.0;214134518.0
Jun 4 2015 12:00AM;5;4;6;2015;241258913.0;241977038.0
Jun 5 2015 12:00AM;6;5;6;2015;340114368.0;344577043.0
Jun 8 2015 12:00AM;2;8;6;2015;302144865.0;300254465.0
Jun 9 2015 12:00AM;3;9;6;2015;74702907.0;75965032.0
Jun 10 2015 12:00AM;4;10;6;2015;216092940.0;217707415.0
Jun 11 2015 12:00AM;5;11;6;2015;218594805.0;220866305.0
Jun 12 2015 12:00AM;6;12;6;2015;212676982.0;209776082.0
Jun 15 2015 12:00AM;2;15;6;2015;320973920.0;319782020.0
Jun 16 2015 12:00AM;3;16;6;2015;210870863.0;213124963.0
Jun 17 2015 12:00AM;4;17;6;2015;246750340.0;244129490.0
Jun 18 2015 12:00AM;5;18;6;2015;200052201.0;200489451.0
Jun 19 2015 12:00AM;6;19;6;2015;240079293.0;239523093.0
Jun 22 2015 12:00AM;2;22;6;2015;326343350.0;326320150.0
Jun 23 2015 12:00AM;3;23;6;2015;332229961.0;331979561.0
Jun 24 2015 12:00AM;4;24;6;2015;186755823.0;191361223.0
Jun 25 2015 12:00AM;5;25;6;2015;269952663.0;270068988.0
Jun 26 2015 12:00AM;6;26;6;2015;267091822.0;265630922.0
Jun 29 2015 12:00AM;2;29;6;2015;242870706.0;239550981.0
Jun 30 2015 12:00AM;3;30;6;2015;213018160.0;213229360.0
Jul 1 2015 12:00AM;4;1;7;2015;197404450.0;197737500.0
Jul 2 2015 12:00AM;5;2;7;2015;207539562.0;209122012.0
Jul 3 2015 12:00AM;6;3;7;2015;206479837.0;206054837.0
Jul 6 2015 12:00AM;2;6;7;2015;242873837.0;242766737.0
Jul 7 2015 12:00AM;3;7;7;2015;288277515.0;289076815.0
Jul 8 2015 12:00AM;4;8;7;2015;224072900.0;222227250.0
Jul 10 2015 12:00AM;6;10;7;2015;327063201.0;326648851.0
Jul 13 2015 12:00AM;2;13;7;2015;313131992.0;310978292.0
Jul 14 2015 12:00AM;3;14;7;2015;361734314.0;363379014.0
Jul 15 2015 12:00AM;4;15;7;2015;358645948.0;358709123.0
Jul 16 2015 12:00AM;5;16;7;2015;190112200.0;190838200.0
Jul 17 2015 12:00AM;6;17;7;2015;268832769.0;268919994.0
Jul 20 2015 12:00AM;2;20;7;2015;224491985.0;223089510.0
Jul 21 2015 12:00AM;3;21;7;2015;205946986.0;207553261.0
Jul 22 2015 12:00AM;4;22;7;2015;247242717.0;246499017.0
Jul 23 2015 12:00AM;5;23;7;2015;218219304.0;219337904.0
Jul 24 2015 12:00AM;6;24;7;2015;347657550.0;346168650.0
Jul 27 2015 12:00AM;2;27;7;2015;182164620.0;183604020.0
Jul 28 2015 12:00AM;3;28;7;2015;159648549.0;156964849.0
Jul 29 2015 12:00AM;4;29;7;2015;142724397.0;140756097.0
Jul 30 2015 12:00AM;5;30;7;2015;132680030.0;137517330.0
Jul 31 2015 12:00AM;6;31;7;2015;149055651.0;147449251.0
Aug 3 2015 12:00AM;2;3;8;2015;172677431.0;170457346.0
Aug 4 2015 12:00AM;3;4;8;2015;278484242.0;277839412.0
Aug 5 2015 12:00AM;4;5;8;2015;202052226.0;202871821.0
Aug 6 2015 12:00AM;5;6;8;2015;223975110.0;222615605.0
Aug 7 2015 12:00AM;6;7;8;2015;433815283.0;438277578.0
Aug 10 2015 12:00AM;2;10;8;2015;231961587.0;232073717.0
Aug 11 2015 12:00AM;3;11;8;2015;219270717.0;215451767.0
Aug 12 2015 12:00AM;4;12;8;2015;303476042.0;304131092.0
Aug 13 2015 12:00AM;5;13;8;2015;240940633.0;239095033.0
Aug 14 2015 12:00AM;6;14;8;2015;348122269.0;348973919.0
Aug 18 2015 12:00AM;3;18;8;2015;307564346.0;307458346.0
Aug 19 2015 12:00AM;4;19;8;2015;255499262.0;256868702.0
Aug 20 2015 12:00AM;5;20;8;2015;194338107.0;194093332.0
Aug 21 2015 12:00AM;6;21;8;2015;218161221.0;220930906.0
Aug 24 2015 12:00AM;2;24;8;2015;151648706.0;152468936.0
Aug 25 2015 12:00AM;3;25;8;2015;140342373.0;140426173.0
Aug 26 2015 12:00AM;4;26;8;2015;130626342.0;129709017.0
Aug 27 2015 12:00AM;5;27;8;2015;127565715.0;126207010.0
Aug 28 2015 12:00AM;6;28;8;2015;180754997.0;182952072.0
Aug 31 2015 12:00AM;2;31;8;2015;136240091.0;135463416.0
Sep 1 2015 12:00AM;3;1;9;2015;189324404.0;190556504.0
Sep 2 2015 12:00AM;4;2;9;2015;118889349.0;118260649.0
Sep 3 2015 12:00AM;5;3;9;2015;189357414.0;188832614.0
Sep 4 2015 12:00AM;6;4;9;2015;290488593.0;294455593.0
Sep 7 2015 12:00AM;2;7;9;2015;231284117.0;228733017.0
Sep 8 2015 12:00AM;3;8;9;2015;228174817.0;224665517.0
Sep 9 2015 12:00AM;4;9;9;2015;190707929.0;192270504.0
Sep 10 2015 12:00AM;5;10;9;2015;233214245.0;234705470.0
Sep 11 2015 12:00AM;6;11;9;2015;205531923.0;204718823.0
Sep 14 2015 12:00AM;2;14;9;2015;224467137.0;224672172.0
Sep 15 2015 12:00AM;3;15;9;2015;203167722.0;204458287.0
Sep 16 2015 12:00AM;4;16;9;2015;199761925.0;200331900.0
Sep 17 2015 12:00AM;5;17;9;2015;226461659.0;223942284.0
Sep 18 2015 12:00AM;6;18;9;2015;179230583.0;182853153.0
Sep 21 2015 12:00AM;2;21;9;2015;161493061.0;159474631.0
Sep 22 2015 12:00AM;3;22;9;2015;125830676.0;126013876.0
Sep 23 2015 12:00AM;4;23;9;2015;208031010.0;209462270.0
Sep 24 2015 12:00AM;5;24;9;2015;175368913.0;174207363.0
Sep 25 2015 12:00AM;6;25;9;2015;178201533.0;180706933.0
Sep 28 2015 12:00AM;2;28;9;2015;129954044.0;128138794.0
Sep 29 2015 12:00AM;3;29;9;2015;95685487.0;93780387.0
Sep 30 2015 12:00AM;4;30;9;2015;132387443.0;135528243.0
Oct 1 2015 12:00AM;5;1;10;2015;149334676.0;148533776.0
Oct 2 2015 12:00AM;6;2;10;2015;174455186.0;173930186.0
Oct 5 2015 12:00AM;2;5;10;2015;261782585.0;260374185.0
Oct 6 2015 12:00AM;3;6;10;2015;307396660.0;306657935.0
Oct 7 2015 12:00AM;4;7;10;2015;258136116.0;258331216.0
Oct 8 2015 12:00AM;5;8;10;2015;256126906.0;254118416.0
Oct 9 2015 12:00AM;6;9;10;2015;320871036.0;322926426.0
Oct 13 2015 12:00AM;3;13;10;2015;252152972.0;247635747.0
Oct 14 2015 12:00AM;4;14;10;2015;205759667.0;206328117.0
Oct 15 2015 12:00AM;5;15;10;2015;239830967.0;241954597.0
Oct 16 2015 12:00AM;6;16;10;2015;243138959.0;241886569.0
Oct 19 2015 12:00AM;2;19;10;2015;166984306.0;165457366.0
Oct 20 2015 12:00AM;3;20;10;2015;189680075.0;192733775.0
Oct 21 2015 12:00AM;4;21;10;2015;168886775.0;169634675.0
Oct 22 2015 12:00AM;5;22;10;2015;162551786.0;163460836.0
Oct 23 2015 12:00AM;6;23;10;2015;205679911.0;209264361.0
Oct 26 2015 12:00AM;2;26;10;2015;238445028.0;235651128.0
Oct 27 2015 12:00AM;3;27;10;2015;168187834.0;169966114.0
Oct 28 2015 12:00AM;4;28;10;2015;317713620.0;318156895.0
Oct 29 2015 12:00AM;5;29;10;2015;190654303.0;187618298.0
Oct 30 2015 12:00AM;6;30;10;2015;186191999.0;188143849.0
Nov 2 2015 12:00AM;2;2;11;2015;219714902.0;216214802.0
Nov 3 2015 12:00AM;3;3;11;2015;231438808.0;231221558.0
Nov 4 2015 12:00AM;4;4;11;2015;277810687.0;281197367.0
Nov 5 2015 12:00AM;5;5;11;2015;289971920.0;293260890.0
Nov 9 2015 12:00AM;2;9;11;2015;291893796.0;285201646.0
Nov 10 2015 12:00AM;3;10;11;2015;343680054.0;344409804.0
Nov 11 2015 12:00AM;4;11;11;2015;336993470.0;337417690.0
Nov 12 2015 12:00AM;5;12;11;2015;216725179.0;216807929.0
Nov 13 2015 12:00AM;6;13;11;2015;490035510.0;485130390.0
Nov 16 2015 12:00AM;2;16;11;2015;239408121.0;237895946.0
Nov 17 2015 12:00AM;3;17;11;2015;175239044.0;174028944.0
Nov 18 2015 12:00AM;4;18;11;2015;190325314.0;193262614.0
Nov 19 2015 12:00AM;5;19;11;2015;183405900.0;183558925.0
Nov 20 2015 12:00AM;6;20;11;2015;269936416.0;273629216.0
Nov 23 2015 12:00AM;2;23;11;2015;208143459.0;203246421.0
Nov 24 2015 12:00AM;3;24;11;2015;215253713.0;219011766.0
Nov 25 2015 12:00AM;4;25;11;2015;190310439.0;191570284.0
Nov 26 2015 12:00AM;5;26;11;2015;318487549.0;315234844.0
Nov 30 2015 12:00AM;2;30;11;2015;194059257.0;191706432.0
Dec 1 2015 12:00AM;3;1;12;2015;267255309.0;273081824.0
Dec 2 2015 12:00AM;4;2;12;2015;227030820.0;227273060.0
Dec 3 2015 12:00AM;5;3;12;2015;236826138.0;233745046.0
Dec 4 2015 12:00AM;6;4;12;2015;296318214.0;297705696.0
Dec 9 2015 12:00AM;4;9;12;2015;253274238.0;241252082.0
Dec 10 2015 12:00AM;5;10;12;2015;246990919.0;253162980.0
Dec 11 2015 12:00AM;6;11;12;2015;311016778.0;310212623.0
Dec 14 2015 12:00AM;2;14;12;2015;308166844.0;307957009.0
Dec 15 2015 12:00AM;3;15;12;2015;351061995.0;351241710.0
Dec 16 2015 12:00AM;4;16;12;2015;205319930.0;213018940.0
Dec 17 2015 12:00AM;5;17;12;2015;232286642.0;229900467.0
Dec 18 2015 12:00AM;6;18;12;2015;326119557.0;324068296.0
Dec 21 2015 12:00AM;2;21;12;2015;598396424.0;598578170.0
Dec 22 2015 12:00AM;3;22;12;2015;532982131.0;532181699.0
Dec 23 2015 12:00AM;4;23;12;2015;278096754.0;276455311.0
Dec 24 2015 12:00AM;5;24;12;2015;38015819.0;41109594.0
Dec 28 2015 12:00AM;2;28;12;2015;243877013.0;242321638.0
