FECHA;DEMANDA_CAJA;DEMANDA_ATM
2015-06-23; -3197807;1863940
2015-06-24; -4258656;2343610
2015-06-25; -2484545;2271300
2015-06-26; 1872034;3973580
2015-06-27; 0;3973580
2015-06-28; 0;3973580
2015-06-29; -9535024;4794900
2015-06-30; 1202063;6270000
2015-07-01; 5202601;5103090
2015-07-02; -1126206;3817880
2015-07-03; -5652611;10254170
2015-07-04; 0;10254170
2015-07-05; 0;10254170
2015-07-06; -5334452;4667080
2015-07-07; -4259899;4416960
2015-07-08; -104959;9983800
2015-07-09; 0;9983800
2015-07-10; -3637686;8399040
2015-07-11; 0;8399040
2015-07-12; 0;8399040
2015-07-13; -6617162;2225120
2015-07-14; -5608062;2310700
2015-07-15; -808787;0
2015-07-16; 11723;2009430
2015-07-17; -1997935;3485340
2015-07-18; 0;3485340
2015-07-19; 0;3485340
2015-07-20; -13559293;1728830
2015-07-21; -5191136;1942020
2015-07-22; -2941103;1558730
2015-07-23; 601206;1409800
2015-07-24; -4361310;2932520
2015-07-25; 0;2932520
2015-07-26; 0;2932520
2015-07-27; -6250613;1360090
2015-07-28; -3750338;1450800
2015-07-29; -2558875;1198860
2015-07-30; -202970;5224510
2015-07-31; 6250209;11279410
2015-08-01; 0;11279410
2015-08-02; 0;11279410
2015-08-03; -9876125;3820750
2015-08-04; 150777;3239290
2015-08-05; -945237;2690940
2015-08-06; -5518126;3097350
2015-08-07; 324733;5585630
2015-08-08; 0;5585630
2015-08-09; 0;5585630
2015-08-10; -2285036;2518240
2015-08-11; -154326;2206300
2015-08-12; -476320;1901970
2015-08-13; -601359;2113350
2015-08-14; -1097294;3775450
2015-08-15; 0;3775450
2015-08-16; 0;3775450
2015-08-17; 0;3775450
2015-08-18; -640262;1507970
2015-08-19; -1113082;1467810
2015-08-20; 528567;1651270
2015-08-21; 856214;3630450
2015-08-22; 0;3630450
2015-08-23; 0;3630450
2015-08-24; 753187;1293120
2015-08-25; 1428397;1296520
2015-08-26; -856004;1164180
2015-08-27; -2099389;1630300
2015-08-28; -1617641;12176530
2015-08-29; 0;12176530
2015-08-30; 0;12176530
2015-08-31; -1037687;4083930
2015-09-01; 174328;3427780
2015-09-02; 3157730;2862660
2015-09-03; 1208018;3142660
2015-09-04; 3670637;5706540
2015-09-05; 0;5706540
2015-09-06; 0;5706540
2015-09-07; -11419942;2436940
2015-09-08; -4578774;2829730
2015-09-09; -2448199;2942570
2015-09-10; -2517556;2952820
2015-09-11; -3968276;3830730
2015-09-12; 0;3830730
2015-09-13; 0;3830730
2015-09-14; -9677386;1820790
2015-09-15; -4888246;1705170
2015-09-16; -624461;1638720
2015-09-17; -263632;1785530
2015-09-18; -1619674;3697270
2015-09-19; 0;3697270
2015-09-20; 0;3697270
2015-09-21; -10116943;1590310
2015-09-22; -2625871;1463890
2015-09-23; -4409442;960110
2015-09-24; -839692;1400790
2015-09-25; -2166779;2364610
2015-09-26; 0;2364610
2015-09-27; 0;2364610
2015-09-28; -5091650;1294320
2015-09-29; -1615819;4745890
2015-09-30; 3635981;6491970
2015-10-01; 1182354;6036490
2015-10-02; -1070631;7756550
2015-10-03; 0;7756550
2015-10-04; 0;7756550
2015-10-05; -10572343;3439470
2015-10-06; -1989704;3219000
2015-10-07; -3300357;2721550
2015-10-08; -1982898;2899750
2015-10-09; -13664200;5666300
2015-10-10; 0;5666300
2015-10-11; 0;5666300
2015-10-12; 0;5666300
2015-10-13; -27347275;1975450
2015-10-14; -6339888;1948100
2015-10-15; 4396279;2191450
2015-10-16; -4587690;4180900
2015-10-17; 0;4180900
2015-10-18; 0;4180900
2015-10-19; -17956024;1652800
2015-10-20; -5580514;1597700
2015-10-21; -888679;1481250
2015-10-22; -1652926;1661850
2015-10-23; -3188913;2623450
2015-10-24; 0;2623450
2015-10-25; 0;2623450
2015-10-26; -7980116;1293750
2015-10-27; -1960769;1177250
2015-10-28; -1484332;1536100
2015-10-29; -1353190;1396900
2015-10-30; -1802957;13485150
2015-10-31; 0;13485150
2015-11-01; 0;13485150
2015-11-02; 0;4106600
2015-11-03; -1815501;3137950
2015-11-04; -556598;3134800
2015-11-05; -3081252;11239000
2015-11-06; 0;11239000
2015-11-07; 0;11239000
2015-11-08; 0;11239000
2015-11-09; -19878585;2965650
2015-11-10; -6359234;2263000
2015-11-11; -2113287;2381450
2015-11-12; -1803467;2241950
2015-11-13; -5321705;3424200
2015-11-14; 0;3424200
2015-11-15; 0;3424200
2015-11-16; -13157147;1631900
2015-11-17; -5026877;1800000
2015-11-18; -766330;1714300
2015-11-19; -3659284;1583450
2015-11-20; -4578896;3253150
2015-11-21; 0;3253150
2015-11-22; 0;3253150
2015-11-23; -12906745;1355250
2015-11-24; -3183016;1273500
2015-11-25; -1222699;1520050
2015-11-26; -2479995;14714350
2015-11-27; 0;14714350
2015-11-28; 0;14714350
2015-11-29; 0;14714350
2015-11-30; -9907490;4418050
2015-12-01; -3896287;4064550
2015-12-02; -1616339;3880150
2015-12-03; 2200055;4086200
2015-12-04; -9315035;11433750
2015-12-05; 0;11433750
2015-12-06; 0;11433750
2015-12-07; 0;11433750
2015-12-08; 0;11433750
2015-12-09; -23958098;3317850
2015-12-10; -7973223;3225400
2015-12-11; -1952787;4472800
2015-12-12; 0;4472800
2015-12-13; 0;4472800
2015-12-14; -13949092;1713500
2015-12-15; -8447381;2201600
2015-12-16; -3741420;1959800
2015-12-17; -2543534;2325400
2015-12-18; -5419327;5093750
2015-12-19; 0;5093750
2015-12-20; 0;5093750
2015-12-21; -13313769;5410350
2015-12-22; -1679764;6271850
2015-12-23; -7509746;3587000
2015-12-24; -9220140;0
2015-12-25; 0;5281800
2015-12-26; 0;5281800
2015-12-27; 0;5281800
2015-12-28; -19426116;2316950
2015-12-29; -10754683;2319850
2015-12-30; -7395030;4141600
2015-12-31; -4231402;0
2016-01-01; 0;12038550
2016-01-02; 0;12038550
2016-01-03; 0;12038550
2016-01-04; -17485840;3917250
2016-01-05; -11460621;4181900
2016-01-06; -7561084;3355950
2016-01-07; -9237226;3409800
2016-01-08; -10147809;6460950
2016-01-09; 0;6460950
2016-01-10; 0;6460950
2016-01-11; -19490661;2399200
2016-01-12; -11916089;2351950
2016-01-13; -9556319;1998800
2016-01-14; -4205198;2196750
2016-01-15; -4320998;3475000
2016-01-16; 0;3475000
2016-01-17; 0;3475000
2016-01-18; -16942328;1613900
2016-01-19; -12554363;1550450
2016-01-20; -7727585;1494800
2016-01-21; -9226923;1447700
2016-01-22; -11111274;2692000
2016-01-23; 0;2692000
2016-01-24; 0;2692000
2016-01-25; -11080831;989100
2016-01-26; -8633115;1448600
2016-01-27; -5938801;1443600
2016-01-28; -7525087;2300050
2016-01-29; -5068875;12413350
2016-01-30; 0;12413350
2016-01-31; 0;12413350
2016-02-01; -11195828;4296100
2016-02-02; -5597552;3624450
2016-02-03; -7647255;3401100
2016-02-04; -2826387;3542600
2016-02-05; -5646245;10038800
2016-02-06; 0;10038800
2016-02-07; 0;10038800
2016-02-08; 0;10038800
2016-02-09; 0;10038800
2016-02-10; -23430059;2936000
2016-02-11; -9396619;2636450
2016-02-12; -6056569;4491200
2016-02-13; 0;4491200
2016-02-14; 0;4491200
2016-02-15; -15713879;1866400
2016-02-16; -8796219;1834900
2016-02-17; -2205943;1988850
2016-02-18; -2817554;1845900
2016-02-19; -9354598;3388950
2016-02-20; 0;3388950
2016-02-21; 0;3388950
2016-02-22; -10937412;1525800
2016-02-23; -7143192;1632250
2016-02-24; -3090407;1665850
2016-02-25; -3344614;1671750
2016-02-26; -5167991;14105350
2016-02-27; 0;14105350
2016-02-28; 0;14105350
2016-02-29; -8808708;4539800
2016-03-01; -3426760;3291200
2016-03-02; -4660386;3078350
2016-03-03; -4592894;3938900
2016-03-04; -6710462;7081600
2016-03-05; 0;7081600
2016-03-06; 0;7081600
2016-03-07; -13542100;3319300
2016-03-08; -9322120;2682650
2016-03-09; -2655985;3286550
2016-03-10; -6962693;3113500
2016-03-11; -6793462;4547050
2016-03-12; 0;4547050
2016-03-13; 0;4547050
2016-03-14; -12678511;2277650
2016-03-15; -5590585;1889300
2016-03-16; -4813771;2193000
2016-03-17; -4988226;2069600
2016-03-18; -6566313;3518400
2016-03-19; 0;3518400
2016-03-20; 0;3518400
2016-03-21; -16975821;2363000
2016-03-22; -5947926;2430600
2016-03-23; -6659895;3845250
2016-03-24; 0;3845250
2016-03-25; 0;3845250
2016-03-26; 0;3845250
2016-03-27; 0;3845250
2016-03-28; -18463815;1448850
2016-03-29; -4514923;1356200
2016-03-30; -4392972;5538350
2016-03-31; 3528964;6521350
2016-04-01; -3548401;11822400
2016-04-02; 0;11822400
2016-04-03; 0;11822400
2016-04-04; -15932959;4270000
2016-04-05; -6815982;3660100
2016-04-06; -1268902;3668900
2016-04-07; -7070906;3524700
2016-04-08; -10607565;6541900
2016-04-09; 0;6541900
2016-04-10; 0;6541900
2016-04-11; -19889739;2669850
2016-04-12; -8183791;2304650
2016-04-13; -5830849;0
2016-04-14; 0;5164750
2016-04-15; -7773017;4075150
2016-04-16; 0;4075150
2016-04-17; 0;4075150
2016-04-18; -16627162;2105750
2016-04-19; -7394350;2767100
2016-04-20; -3601368;0
2016-04-21; 0;5024050
2016-04-22; -23112323;3045750
2016-04-23; 0;3045750
2016-04-24; 0;3045750
2016-04-25; -15689824;1442500
2016-04-26; -4742145;1437450
2016-04-27; -2560447;1503450
2016-04-28; -1918795;1721950
2016-04-29; 737896;15530650
2016-04-30; 0;15530650
2016-05-01; 0;15530650
2016-05-02; -8630250;5888650
2016-05-03; -509848;5241550
2016-05-04; -5751380;4434500
2016-05-05; -1024318;4718700
2016-05-06; -11022807;8881200
2016-05-07; 0;8881200
2016-05-08; 0;8881200
2016-05-09; -16666029;3315750
2016-05-10; -7627504;3367850
2016-05-11; -7238181;2502050
2016-05-12; -6108488;2934650
2016-05-13; -8986735;4287000
2016-05-14; 0;4287000
2016-05-15; 0;4287000
2016-05-16; -12761168;2024850
2016-05-17; -5509020;2220450
2016-05-18; -5240106;2430500
2016-05-19; -5706598;2906300
2016-05-20; -5136609;4102800
2016-05-21; 0;4102800
2016-05-22; 0;4102800
2016-05-23; -10874859;2038650
2016-05-24; -6159019;2260650
2016-05-25; 0;2260650
2016-05-26; -3524467;1692150
2016-05-27; -13389241;3685950
2016-05-28; 0;3685950
2016-05-29; 0;3685950
2016-05-30; -12443886;5310100
2016-05-31; 1302796;7844300
2016-06-01; -4058010;6221500
2016-06-02; -868541;5276100
2016-06-03; -6786209;8800050
2016-06-04; 0;8800050
2016-06-05; 0;8800050
2016-06-06; -21133303;3151300
2016-06-07; -3966221;3513200
2016-06-08; -11881533;3494150
2016-06-09; -6166242;4065100
2016-06-10; -12730463;5971800
2016-06-11; 0;5971800
2016-06-12; 0;5971800
2016-06-13; -18979977;3021550
2016-06-14; -10717260;2716800
2016-06-15; -3812113;2758100
2016-06-16; -4098024;6517700
2016-06-17; 0;6517700
2016-06-18; 0;6517700
2016-06-19; 0;6517700
2016-06-20; 0;6517700
2016-06-21; -27069013;5111600
2016-06-22; -1379926;6056200
2016-06-23; -3982875;5652650
2016-06-24; -11767415;7484850
2016-06-25; 0;7484850
2016-06-26; 0;7484850
2016-06-27; -15713027;2627600
2016-06-28; -6490639;2599950
2016-06-29; -3026373;6000900
2016-06-30; 3012029;7242800
2016-07-01; -5734564;12889550
2016-07-02; 0;12889550
2016-07-03; 0;12889550
2016-07-04; -16650210;4981550
2016-07-05; -5463178;4360800
2016-07-06; -5111463;5217900
2016-07-07; -14316874;11045400
2016-07-08; 0;11045400
2016-07-09; 0;11045400
2016-07-10; 0;11045400
2016-07-11; -20316726;3272400
2016-07-12; -11832202;2929750
2016-07-13; -6833781;2642000
2016-07-14; -7739541;2829900
2016-07-15; -9897273;4559900
2016-07-16; 0;4559900
2016-07-17; 0;4559900
2016-07-18; -17292393;2307200
2016-07-19; -8258769;2412950
2016-07-20; -6787468;2276600
2016-07-21; -8067718;2732100
2016-07-22; -3504146;4879300
2016-07-23; 0;4879300
2016-07-24; 0;4879300
2016-07-25; -6521904;1698200
2016-07-26; -1882151;1729800
2016-07-27; -4131520;1764700
2016-07-28; -5903268;2428850
2016-07-29; -359688;15492350
2016-07-30; 0;15492350
2016-07-31; 0;15492350
2016-08-01; -1633608;5801000
2016-08-02; -5273131;4549000
2016-08-03; -4776401;4237500
2016-08-04; -5587797;4727000
2016-08-05; -4727767;7578200
2016-08-06; 0;7578200
2016-08-07; 0;7578200
2016-08-08; -10718161;3742750
2016-08-09; -9412429;3765500
2016-08-10; -6526117;3116550
2016-08-11; -8895757;2699400
2016-08-12; -4905448;4928550
2016-08-13; 0;4928550
2016-08-14; 0;4928550
2016-08-15; 0;4928550
2016-08-16; -9329670;1851500
2016-08-17; -12844570;2218250
2016-08-18; -6797018;2202850
2016-08-19; -9255256;4811850
2016-08-20; 0;4811850
2016-08-21; 0;4811850
2016-08-22; -12040862;2215350
2016-08-23; -6569231;1712650
2016-08-24; -5318773;1902600
2016-08-25; -8854372;1803600
2016-08-26; -3974044;2546150
2016-08-27; 0;2546150
2016-08-28; 0;2546150
2016-08-29; -3805376;1664600
2016-08-30; -2920389;5356600
2016-08-31; 2949960;6582150
2016-09-01; 2477251;5702950
2016-09-02; -186458;9164950
2016-09-03; 0;9164950
2016-09-04; 0;9164950
2016-09-05; -6195224;4111350
2016-09-06; -1343637;4177650
2016-09-07; -6018675;4134350
2016-09-08; -3779301;3534100
2016-09-09; -3663961;7178450
2016-09-10; 0;7178450
2016-09-11; 0;7178450
2016-09-12; -12122299;2510900
2016-09-13; -5475363;2687900
2016-09-14; -3644559;2529600
2016-09-15; -5534813;2906150
2016-09-16; -3867722;4438300
2016-09-17; 0;4438300
2016-09-18; 0;4438300
2016-09-19; -8751607;2274200
2016-09-20; -5028829;2577400
2016-09-21; -2134269;1991550
2016-09-22; -4995447;2163450
2016-09-23; 526874;3153750
2016-09-24; 0;3153750
2016-09-25; 0;3153750
2016-09-26; -9169474;1725150
2016-09-27; -4054091;1607350
2016-09-28; -6163969;5305300
2016-09-29; 21392216;7370800
2016-09-30; -70916;0
2016-10-01; 0;10908700
2016-10-02; 0;10908700
2016-10-03; -709137;4628500
2016-10-04; -3642491;4180900
2016-10-05; -5153741;4064700
2016-10-06; -3177406;4558200
2016-10-07; -1711880;9084000
2016-10-08; 0;9084000
2016-10-09; 0;9084000
2016-10-10; 0;9084000
2016-10-11; -10448797;2843200
2016-10-12; -9847899;2557500
2016-10-13; -4607878;2991800
2016-10-14; -4155937;4425900
2016-10-15; 0;4425900
2016-10-16; 0;4425900
2016-10-17; -8811679;1684900
2016-10-18; -4148028;2052700
2016-10-19; -3953461;2437600
2016-10-20; -2734995;2776700
2016-10-21; -4578542;4122900
2016-10-22; 0;4122900
2016-10-23; 0;4122900
2016-10-24; -5353746;1383700
2016-10-25; -5144492;1909700
2016-10-26; -1216089;2234200
2016-10-27; 610644;6245100
2016-10-28; 0;14154400
2016-10-29; 0;14154400
2016-10-30; 0;14154400
2016-10-31; -4285360;4597400
2016-11-01; -268681;3985300
2016-11-02; -2297571;4440700
2016-11-03; -767363;3986000
2016-11-04; -238349;6780600
2016-11-05; 0;6780600
2016-11-06; 0;6780600
2016-11-07; -7344226;3378100
2016-11-08; -4556648;2947100
2016-11-09; -6824908;3293000
2016-11-10; -3079268;2956500
2016-11-11; -2735218;4434800
2016-11-12; 0;4434800
2016-11-13; 0;4434800
2016-11-14; -7482759;2204300
2016-11-15; -5794244;2032900
2016-11-16; -6347989;2388500
2016-11-17; -1450401;2897300
2016-11-18; -1772988;4288900
2016-11-19; 0;4288900
2016-11-20; 0;4288900
2016-11-21; -5170566;1945200
2016-11-22; -3446092;1938000
2016-11-23; -2306521;1863100
2016-11-24; -2878733;1805200
2016-11-25; 100569;3657800
2016-11-26; 0;3657800
2016-11-27; 0;3657800
2016-11-28; 0;3657800
2016-11-29; -6432941;6109200
2016-11-30; 3543942;7602800
2016-12-01; 1341616;6492600
2016-12-02; -518728;10986100
2016-12-03; 0;10986100
2016-12-04; 0;10986100
2016-12-05; -10002166;5008100
2016-12-06; -3737710;5332600
2016-12-07; -1739227;12063600
2016-12-08; 0;12063600
2016-12-09; 0;12063600
2016-12-10; 0;12063600
2016-12-11; 0;12063600
2016-12-12; -21485995;4214900
2016-12-13; -7257464;3593400
2016-12-14; -4189391;7520900
2016-12-15; -2925576;6974500
2016-12-16; -2236031;10631500
2016-12-17; 0;10631500
2016-12-18; 0;10631500
2016-12-19; -7112334;4232900
2016-12-20; -663350;3850400
2016-12-21; -2355109;5724900
2016-12-22; -2347737;4670700
2016-12-23; -474026;5100800
2016-12-24; 0;5100800
2016-12-25; 0;5100800
2016-12-26; -5855992;2268200
2016-12-27; -1599872;2248000
2016-12-28; -7818607;5832400
2016-12-29; 4788169;6080200
2016-12-30; -574425;0
2016-12-31; 0;0
2017-01-01; 0;7534400
2017-01-02; -7675717;3516500
2017-01-03; -4542032;3749600
2017-01-04; -2391217;4083300
2017-01-05; -4342171;4943100
2017-01-06; -10189400;8289400
2017-01-07; 0;8289400
2017-01-08; 0;8289400
2017-01-09; -10071780;3584800
2017-01-10; -9434786;3636400
2017-01-11; -6168323;2915800
2017-01-12; -5417181;2867000
2017-01-13; -6314156;4212500
2017-01-14; 0;4212500
2017-01-15; 0;4212500
2017-01-16; -12502041;2341300
2017-01-17; -5865466;2231900
2017-01-18; -5293363;2218400
2017-01-19; -4316879;2191400
2017-01-20; -5695610;3546700
2017-01-21; 0;3546700
2017-01-22; 0;3546700
2017-01-23; -10602580;2373200
2017-01-24; -4671719;2242500
2017-01-25; -4702068;2003200
2017-01-26; -5741498;2094500
2017-01-27; -2069605;3940000
2017-01-28; 0;3940000
2017-01-29; 0;3940000
2017-01-30; -8035313;5418100
2017-01-31; 1780798;7453300
2017-02-01; -885457;5877000
2017-02-02; -2149622;5125900
2017-02-03; -4330550;8108100
2017-02-04; 0;8108100
2017-02-05; 0;8108100
2017-02-06; -15627944;4118200
2017-02-07; -7553824;4105200
2017-02-08; -11253080;3873800
2017-02-09; -4807923;3759900
2017-02-10; -4831912;5720600
2017-02-11; 0;5720600
2017-02-12; 0;5720600
2017-02-13; -15369166;2676500
2017-02-14; -4788236;2974000
2017-02-15; -3456836;2901400
2017-02-16; -3471717;2607000
2017-02-17; -6250163;3890300
2017-02-18; 0;3890300
2017-02-19; 0;3890300
2017-02-20; -10888443;1963900
2017-02-21; -6693683;2783600
2017-02-22; -2915705;2638000
2017-02-23; -1394394;2683300
2017-02-24; -2491905;21206300
2017-02-25; 0;21206300
2017-02-26; 0;21206300
2017-02-27; 0;21206300
2017-02-28; 0;21206300
2017-03-01; -4112169;6593800
2017-03-02; -2181579;6551200
2017-03-03; -2062626;10279200
2017-03-04; 0;10279200
2017-03-05; 0;10279200
2017-03-06; -8038557;4923300
2017-03-07; -6364359;4761500
2017-03-08; -9203315;3949200
2017-03-09; -5061129;3731500
2017-03-10; -5278961;6336200
2017-03-11; 0;6336200
2017-03-12; 0;6336200
2017-03-13; -11886172;3012800
2017-03-14; -8055063;2532200
2017-03-15; -4411848;2637600
2017-03-16; -3164909;2901500
2017-03-17; -1309812;4406400
2017-03-18; 0;4406400
2017-03-19; 0;4406400
2017-03-20; -9028017;3095300
2017-03-21; -1563293;3157100
2017-03-22; -2823656;2502000
2017-03-23; -5908986;5084400
2017-03-24; 0;5084400
2017-03-25; 0;5084400
2017-03-26; 0;5084400
2017-03-27; -6552090;2072800
2017-03-28; -4171517;1932800
2017-03-29; -2748089;1675200
2017-03-30; -1843153;6625800
2017-03-31; 5715528;0
2017-04-01; 0;16844900
2017-04-02; 0;16844900
2017-04-03; -6651900;6410000
2017-04-04; -80955;4488900
2017-04-05; -9125167;0
2017-04-06; -69428;10404600
2017-04-07; -6985823;9919200
2017-04-08; 0;9919200
2017-04-09; 0;9919200
2017-04-10; -11241902;5025100
2017-04-11; -3033559;3930000
2017-04-12; -7417410;7192100
2017-04-13; 0;7192100
2017-04-14; 0;7192100
2017-04-15; 0;7192100
2017-04-16; 0;7192100
2017-04-17; -14736983;3054700
2017-04-18; -7626463;2375100
2017-04-19; -4717405;1959500
2017-04-20; -4575341;2231700
2017-04-21; -4707085;5459800
2017-04-22; 0;5459800
2017-04-23; 0;5459800
2017-04-24; -8703366;1545800
2017-04-25; -1349413;2098900
2017-04-26; -4042390;2548500
2017-04-27; -650376;2569300
2017-04-28; 679559;22691400
2017-04-29; 0;22691400
2017-04-30; 0;22691400
2017-05-01; 0;22691400
2017-05-02; 1582320;6482400
2017-05-03; -10335883;5346400
2017-05-04; -3435855;6093600
2017-05-05; -2185270;11879100
2017-05-06; 0;11879100
2017-05-07; 0;11879100
2017-05-08; -9319153;4554100
2017-05-09; -5476062;5132000
2017-05-10; -9351128;3755400
2017-05-11; -4529379;3454400
2017-05-12; -3249558;5177600
2017-05-13; 0;5177600
2017-05-14; 0;5177600
2017-05-15; -12608129;3098000
2017-05-16; -7206039;2540300
2017-05-17; -2115127;2432200
2017-05-18; -1271642;2415500
2017-05-19; -3790350;5218100
2017-05-20; 0;5218100
2017-05-21; 0;5218100
2017-05-22; -10442431;2191200
2017-05-23; -5279796;2586100
2017-05-24; -1442484;3434900
2017-05-25; 0;3434900
2017-05-26; -3723238;3893200
2017-05-27; 0;3893200
2017-05-28; 0;3893200
2017-05-29; -5378345;1943600
2017-05-30; -1001238;6010300
2017-05-31; 4702411;8935300
2017-06-01; 1605112;8315200
2017-06-02; 3003033;13419700
2017-06-03; 0;13419700
2017-06-04; 0;13419700
2017-06-05; -6664860;6034800
2017-06-06; -2447200;5832000
2017-06-07; -7238903;4052200
2017-06-08; -2952263;5951500
2017-06-09; -716538;8878600
2017-06-10; 0;8878600
2017-06-11; 0;8878600
2017-06-12; -13781982;3960500
2017-06-13; -8770615;3479900
2017-06-14; -7802962;3588200
2017-06-15; -3460339;3670200
2017-06-16; -2574024;5608300
2017-06-17; 0;5608300
2017-06-18; 0;5608300
2017-06-19; -7861135;3603000
2017-06-20; 0;3603000
2017-06-21; -13120990;6299700
2017-06-22; 2266664;8792400
2017-06-23; -1880922;12007200
2017-06-24; 0;12007200
2017-06-25; 0;12007200
2017-06-26; -5056422;3731200
2017-06-27; -4314629;3626600
2017-06-28; -3357391;3535900
2017-06-29; -1067729;7551200
2017-06-30; 6070511;17843800
2017-07-01; 0;17843800
2017-07-02; 0;17843800
2017-07-03; -4041811;7083900
2017-07-04; -5222322;0
2017-07-05; -6586523;6092300
2017-07-06; -5529343;6543000
2017-07-07; -4788939;10387200
2017-07-08; 0;10387200
2017-07-09; 0;10387200
2017-07-10; -16066390;4736900
2017-07-11; -8643677;3868100
2017-07-12; -8132452;3348600
2017-07-13; -4841562;3486500
2017-07-14; -6244059;4887800
2017-07-15; 0;4887800
2017-07-16; 0;4887800
2017-07-17; -11745276;2599200
2017-07-18; -2406314;2764200
2017-07-19; -4983546;3226400
2017-07-20; -3485811;3623500
2017-07-21; -2390645;5052200
2017-07-22; 0;5052200
2017-07-23; 0;5052200
2017-07-24; -8466072;2492700
2017-07-25; -9709692;2464500
2017-07-26; -10941689;2407500
2017-07-27; -1757212;2692400
2017-07-28; -1112000;17491100
2017-07-29; 0;17491100
2017-07-30; 0;17491100
2017-07-31; -3655041;6607700
2017-08-01; -1865037;6056300
2017-08-02; -383575;4983600
2017-08-03; -1963652;5710700
2017-08-04; -3163646;10964500
2017-08-05; 0;10964500
2017-08-06; 0;10964500
2017-08-07; -8519202;5048000
2017-08-08; -3622842;4738200
2017-08-09; -7448249;4197200
2017-08-10; -3290969;3943500
2017-08-11; -6417810;5105100
2017-08-12; 0;5105100
2017-08-13; 0;5105100
2017-08-14; -10615409;3076800
2017-08-15; -5658532;2448400
2017-08-16; -7076020;2909000
2017-08-17; -3974440;2813300
2017-08-18; -3232242;6692000
2017-08-19; 0;6692000
2017-08-20; 0;6692000
2017-08-21; 0;6692000
2017-08-22; -19791029;2466500
2017-08-23; -4043478;2105900
2017-08-24; -4243352;2435700
2017-08-25; 3181915;3824700
2017-08-26; 0;3824700
2017-08-27; 0;3824700
2017-08-28; -3448894;2256100
2017-08-29; -4021833;2131000
2017-08-30; -1029568;6919400
2017-08-31; 7455624;8381000
