,DATE,CASHD,ATMD,HOLIDAY
56,2015-04-26,0,0,1
57,2015-04-27,-2431891,1145760,0
58,2015-04-28,-2346348,2085430,0
59,2015-04-29,143747,3322030,0
60,2015-04-30,1869199,14100000,0
61,2015-05-01,0,0,1
62,2015-05-02,0,0,1
63,2015-05-03,0,0,1
64,2015-05-04,-3932914,3134530,0
65,2015-05-05,-1916419,2974270,0
66,2015-05-06,-1951752,3538300,0
67,2015-05-07,-2117599,2443470,0
68,2015-05-08,-1885317,5597260,0
69,2015-05-09,0,0,1
70,2015-05-10,0,0,1
71,2015-05-11,-6176530,1923870,0
72,2015-05-12,-2576056,1710530,0
73,2015-05-13,-3034355,1815800,0
74,2015-05-14,-2365772,1925200,0
75,2015-05-15,-1466526,3769240,0
76,2015-05-16,0,0,1
77,2015-05-17,0,0,1
78,2015-05-18,-3753123,1502620,0
79,2015-05-19,-2843470,1582530,0
80,2015-05-20,-1551523,2081900,0
81,2015-05-21,-900240,2257060,0
82,2015-05-22,3294,4186750,0
83,2015-05-23,0,0,1
84,2015-05-24,0,0,1
85,2015-05-25,0,0,1
86,2015-05-26,-4013430,932650,0
87,2015-05-27,-1887445,981250,0
88,2015-05-28,-895696,1934240,0
89,2015-05-29,949389,10750030,0
90,2015-05-30,0,0,1
91,2015-05-31,0,0,1
92,2015-06-01,-2709105,3007800,0
93,2015-06-02,-549792,3093100,0
94,2015-06-03,-2285156,2989110,0
95,2015-06-04,-1040155,3066410,0
96,2015-06-05,44827,7307420,0
97,2015-06-06,0,0,1
98,2015-06-07,0,0,1
99,2015-06-08,-4600831,2490850,0
100,2015-06-09,-2158552,3047310,0
101,2015-06-10,-3541909,1427980,0
102,2015-06-11,-1331581,2029020,0
103,2015-06-12,-1307292,4055080,0
104,2015-06-13,0,0,1
105,2015-06-14,0,0,1
106,2015-06-15,-4738367,1961490,0
107,2015-06-16,-2393271,2666330,0
108,2015-06-17,-1076534,4300370,0
109,2015-06-18,-1812277,2978020,0
110,2015-06-19,-772316,6993080,0
111,2015-06-20,0,0,1
112,2015-06-21,0,0,1
113,2015-06-22,-3455951,2253900,0
114,2015-06-23,-651784,2006900,0
115,2015-06-24,-1904554,2099150,0
116,2015-06-25,-989475,1834310,0
117,2015-06-26,-512669,3600970,0
118,2015-06-27,0,0,1
119,2015-06-28,0,0,1
120,2015-06-29,-3216151,2465960,0
121,2015-06-30,625421,5910000,0
122,2015-07-01,-1203591,4704440,0
123,2015-07-02,-198960,2895310,0
124,2015-07-03,-2665364,8550550,0
125,2015-07-04,0,0,1
126,2015-07-05,0,0,1
127,2015-07-06,-6771453,3634670,0
128,2015-07-07,-3254416,4077550,0
129,2015-07-08,-3892046,6933450,0
130,2015-07-09,0,0,1
131,2015-07-10,-4504121,6088450,0
132,2015-07-11,0,0,1
133,2015-07-12,0,0,1
134,2015-07-13,-5503474,2029470,0
135,2015-07-14,-2642066,2119250,0
136,2015-07-15,-2660691,0,0
137,2015-07-16,-1249238,1890420,0
138,2015-07-17,-1278115,4202700,0
139,2015-07-18,0,0,1
140,2015-07-19,0,0,1
141,2015-07-20,-5331821,1424150,0
142,2015-07-21,-1100849,2107720,0
143,2015-07-22,-1844547,1822250,0
144,2015-07-23,-1822927,1365570,0
145,2015-07-24,-11096,3427980,0
146,2015-07-25,0,0,1
147,2015-07-26,0,0,1
148,2015-07-27,-4049979,1390530,0
149,2015-07-28,-1216017,1466840,0
150,2015-07-29,-1417288,1080660,0
151,2015-07-30,84926,2932460,0
152,2015-07-31,1632279,11638270,0
153,2015-08-01,0,0,1
154,2015-08-02,0,0,1
155,2015-08-03,-2445122,3072820,0
156,2015-08-04,-1531308,2767080,0
157,2015-08-05,-665084,3056890,0
158,2015-08-06,-1117314,3354430,0
159,2015-08-07,463160,6476810,0
160,2015-08-08,0,0,1
161,2015-08-09,0,0,1
162,2015-08-10,240707,2229950,0
163,2015-08-11,-1611000,2288690,0
164,2015-08-12,-1326443,1967980,0
165,2015-08-13,-90128,1992130,0
166,2015-08-14,-815455,4566410,0
167,2015-08-15,0,0,1
168,2015-08-16,0,0,1
169,2015-08-17,0,0,1
170,2015-08-18,-596624,1431960,0
171,2015-08-19,-614542,1898700,0
172,2015-08-20,-967498,1518900,0
173,2015-08-21,820511,4561470,0
174,2015-08-22,0,0,1
175,2015-08-23,0,0,1
176,2015-08-24,-5513309,878520,0
177,2015-08-25,2985362,1263630,0
178,2015-08-26,-3369830,1330320,0
179,2015-08-27,-5209208,1404480,0
180,2015-08-28,-149711,10627930,0
181,2015-08-29,0,0,1
182,2015-08-30,0,0,1
183,2015-08-31,-243282,3856750,0
184,2015-09-01,-357279,3542780,0
185,2015-09-02,-1534454,2969300,0
186,2015-09-03,-2295779,2704580,0
187,2015-09-04,-897466,6898820,0
188,2015-09-05,0,0,1
189,2015-09-06,0,0,1
190,2015-09-07,-5371649,2152750,0
191,2015-09-08,-2155521,2859320,0
192,2015-09-09,-3328210,2259450,0
193,2015-09-10,-3316697,2253030,0
194,2015-09-11,-6471527,4470320,0
195,2015-09-12,0,0,1
196,2015-09-13,0,0,1
197,2015-09-14,-5379377,1976350,0
198,2015-09-15,-2510061,1969030,0
199,2015-09-16,-3012931,1814450,0
200,2015-09-17,-1329538,2230610,0
201,2015-09-18,-1452538,4582370,0
202,2015-09-19,0,0,1
203,2015-09-20,0,0,1
204,2015-09-21,-3628244,1743730,0
205,2015-09-22,-1718971,1585680,0
206,2015-09-23,-2355983,1352310,0
207,2015-09-24,-1052132,1595770,0
208,2015-09-25,-1012486,2861600,0
209,2015-09-26,0,0,1
210,2015-09-27,0,0,1
211,2015-09-28,-4760707,1206550,0
212,2015-09-29,-1775836,5009530,0
213,2015-09-30,-2038036,3843040,0
214,2015-10-01,89297,4655610,0
215,2015-10-02,79475,7701280,0
216,2015-10-03,0,0,1
217,2015-10-04,0,0,1
218,2015-10-05,-4402818,2977590,0
219,2015-10-06,-1472468,2869210,0
220,2015-10-07,-3440104,3099690,0
221,2015-10-08,-1451455,2357750,0
222,2015-10-09,-3630535,5596210,0
223,2015-10-10,0,0,1
224,2015-10-11,0,0,1
225,2015-10-12,0,0,1
226,2015-10-13,-7256660,1741050,0
227,2015-10-14,-2940522,2158570,0
228,2015-10-15,-2200596,2067310,0
229,2015-10-16,-1234314,4855870,0
230,2015-10-17,0,0,1
231,2015-10-18,0,0,1
232,2015-10-19,-6297385,1845460,0
233,2015-10-20,-2242398,1643460,0
234,2015-10-21,-1734168,1560900,0
235,2015-10-22,-622534,1704940,0
236,2015-10-23,964421,3270400,0
237,2015-10-24,0,0,1
238,2015-10-25,0,0,1
239,2015-10-26,-2681222,1268250,0
240,2015-10-27,-425418,1272450,0
241,2015-10-28,-261755,1279250,0
242,2015-10-29,-525323,1310650,0
243,2015-10-30,383139,10805770,0
244,2015-10-31,0,0,1
245,2015-11-01,0,0,1
246,2015-11-02,0,0,1
247,2015-11-03,-1191722,4069830,0
248,2015-11-04,-2997646,2072260,0
249,2015-11-05,-981493,9811250,0
250,2015-11-06,0,0,1
251,2015-11-07,0,0,1
252,2015-11-08,0,0,1
253,2015-11-09,-9134090,2053520,0
254,2015-11-10,-3947998,2368570,0
255,2015-11-11,-2789593,2133370,0
256,2015-11-12,-2247777,2111910,0
257,2015-11-13,-2230129,3757900,0
258,2015-11-14,0,0,1
259,2015-11-15,0,0,1
260,2015-11-16,-3167202,1239460,0
261,2015-11-17,-3827755,1991410,0
262,2015-11-18,-2376903,1889570,0
263,2015-11-19,-1655205,1769750,0
264,2015-11-20,-378726,4797740,0
265,2015-11-21,0,0,1
266,2015-11-22,0,0,1
267,2015-11-23,-3793658,1426000,0
268,2015-11-24,-716271,1349300,0
269,2015-11-25,-159110,1284980,0
270,2015-11-26,-1126522,11544480,0
271,2015-11-27,0,0,1
272,2015-11-28,0,0,1
273,2015-11-29,0,0,1
274,2015-11-30,-3986926,3923520,0
275,2015-12-01,-1118223,4017090,0
276,2015-12-02,-2635014,4983100,0
277,2015-12-03,-333571,3133000,0
278,2015-12-04,-1464525,12186330,0
279,2015-12-05,0,0,1
280,2015-12-06,0,0,1
281,2015-12-07,0,0,1
282,2015-12-08,0,0,1
283,2015-12-09,-6300103,2642660,0
284,2015-12-10,-4786215,3196260,0
285,2015-12-11,-3507974,5443260,0
286,2015-12-12,0,0,1
287,2015-12-13,0,0,1
288,2015-12-14,-5838514,1711030,0
289,2015-12-15,-3031454,2386410,0
290,2015-12-16,-3208980,2349460,0
291,2015-12-17,-2590400,2218290,0
292,2015-12-18,-2128050,6199280,0
293,2015-12-19,0,0,1
294,2015-12-20,0,0,1
295,2015-12-21,-4994664,2724310,0
296,2015-12-22,54592,6017140,0
297,2015-12-23,-2185803,0,0
298,2015-12-24,-2005967,0,0
299,2015-12-25,0,0,1
300,2015-12-26,0,0,1
301,2015-12-27,0,0,1
302,2015-12-28,-4127615,1524020,0
303,2015-12-29,-905264,1853290,0
304,2015-12-30,-1268755,0,0
305,2015-12-31,-1476820,0,0
306,2016-01-01,0,0,1
307,2016-01-02,0,0,1
308,2016-01-03,0,0,1
309,2016-01-04,-5954269,3313550,0
310,2016-01-05,-3577432,2976760,0
311,2016-01-06,-3837261,3261520,0
312,2016-01-07,-4033181,3134100,0
313,2016-01-08,-3674613,6125240,0
314,2016-01-09,0,0,1
315,2016-01-10,0,0,1
316,2016-01-11,-6376755,2400670,0
317,2016-01-12,-7710667,2220860,0
318,2016-01-13,-3790003,2359520,0
319,2016-01-14,-1101247,1977340,0
320,2016-01-15,-2930518,4296530,0
321,2016-01-16,0,0,1
322,2016-01-17,0,0,1
323,2016-01-18,-3563383,1747520,0
324,2016-01-19,-2089438,1987570,0
325,2016-01-20,-2139392,1803940,0
326,2016-01-21,-1783439,1671040,0
327,2016-01-22,-770256,3223260,0
328,2016-01-23,0,0,1
329,2016-01-24,0,0,1
330,2016-01-25,-3568180,1402140,0
331,2016-01-26,-2113216,1256770,0
332,2016-01-27,-1342707,1416760,0
333,2016-01-28,-1152843,1658110,0
334,2016-01-29,390248,11358190,0
335,2016-01-30,0,0,1
336,2016-01-31,0,0,1
337,2016-02-01,-1389727,3523770,0
338,2016-02-02,-1168670,3319730,0
339,2016-02-03,-1581390,3630000,0
340,2016-02-04,-701376,2196200,0
341,2016-02-05,-1649609,10096450,0
342,2016-02-06,0,0,1
343,2016-02-07,0,0,1
344,2016-02-08,0,0,1
345,2016-02-09,0,0,1
346,2016-02-10,-7154556,2648420,0
347,2016-02-11,-3047730,2442000,0
348,2016-02-12,-4053067,5271260,0
349,2016-02-13,0,0,1
350,2016-02-14,0,0,1
351,2016-02-15,-3871652,2189510,0
352,2016-02-16,-2342587,2707400,0
353,2016-02-17,-2540499,1291150,0
354,2016-02-18,-88194,2058110,0
355,2016-02-19,33986,4538890,0
356,2016-02-20,0,0,1
357,2016-02-21,0,0,1
358,2016-02-22,-2541557,1626390,0
359,2016-02-23,-1194516,1715130,0
360,2016-02-24,-1371217,2471400,0
361,2016-02-25,-591620,1068590,0
362,2016-02-26,-1220552,10951930,0
363,2016-02-27,0,0,1
364,2016-02-28,0,0,1
365,2016-02-29,68967,3375400,0
366,2016-03-01,-1270769,3269710,0
367,2016-03-02,-1285156,3752900,0
368,2016-03-03,-419462,2437790,0
369,2016-03-04,-1167107,8917050,0
370,2016-03-05,0,0,1
371,2016-03-06,0,0,1
372,2016-03-07,-3752158,2778980,0
373,2016-03-08,-2401162,2484400,0
374,2016-03-09,-2928364,3311750,0
375,2016-03-10,-2099479,1940530,0
376,2016-03-11,-2830459,5605160,0
377,2016-03-12,0,0,1
378,2016-03-13,0,0,1
379,2016-03-14,-3826656,2097440,0
380,2016-03-15,-2203359,2617350,0
381,2016-03-16,-2376408,2684270,0
382,2016-03-17,-1798085,2359000,0
383,2016-03-18,-1009765,4601900,0
384,2016-03-19,0,0,1
385,2016-03-20,0,0,1
386,2016-03-21,-2439111,1925010,0
387,2016-03-22,-1463895,2483360,0
388,2016-03-23,-34046,4432960,0
389,2016-03-24,0,0,1
390,2016-03-25,0,0,1
391,2016-03-26,0,0,1
392,2016-03-27,0,0,1
393,2016-03-28,-2579531,1510680,0
394,2016-03-29,-593883,1542590,0
395,2016-03-30,-1214722,2851770,0
396,2016-03-31,1025240,6562990,0
397,2016-04-01,-720767,9778990,0
398,2016-04-02,0,0,1
399,2016-04-03,0,0,1
400,2016-04-04,-2376137,3256990,0
401,2016-04-05,-1390141,3435450,0
402,2016-04-06,-2419045,4238230,0
403,2016-04-07,-2080288,3633430,0
404,2016-04-08,-2946889,6088320,0
405,2016-04-09,0,0,1
406,2016-04-10,0,0,1
407,2016-04-11,-5992453,1896730,0
408,2016-04-12,-2907041,2572870,0
409,2016-04-13,-2072556,0,0
410,2016-04-14,0,0,1
411,2016-04-15,-3823849,4956580,0
412,2016-04-16,0,0,1
413,2016-04-17,0,0,1
414,2016-04-18,-3105691,1928070,0
415,2016-04-19,-1455473,2447220,0
416,2016-04-20,-833685,0,0
417,2016-04-21,-222738,4781900,0
418,2016-04-22,-2729713,3537700,0
419,2016-04-23,0,0,1
420,2016-04-24,0,0,1
421,2016-04-25,-2036921,1624200,0
422,2016-04-26,-969744,1511650,0
423,2016-04-27,-584851,1483050,0
424,2016-04-28,241111,1694200,0
425,2016-04-29,163464,13796190,0
426,2016-04-30,0,0,1
427,2016-05-01,0,0,1
428,2016-05-02,-2718915,3654180,0
429,2016-05-03,-537597,3448770,0
430,2016-05-04,-1579317,3584100,0
431,2016-05-05,-1348901,4178740,0
432,2016-05-06,-1951857,7726630,0
433,2016-05-07,0,0,1
434,2016-05-08,0,0,1
435,2016-05-09,-4981992,3236960,0
436,2016-05-10,-4587219,2746990,0
437,2016-05-11,-3231259,2308130,0
438,2016-05-12,-1069376,2656270,0
439,2016-05-13,-2998753,4923830,0
440,2016-05-14,0,0,1
441,2016-05-15,0,0,1
442,2016-05-16,-5592378,2358830,0
443,2016-05-17,-3247857,2432550,0
444,2016-05-18,-1529570,2583310,0
445,2016-05-19,-821342,2717700,0
446,2016-05-20,970286,4639220,0
447,2016-05-21,0,0,1
448,2016-05-22,0,0,1
449,2016-05-23,-5755252,1860770,0
450,2016-05-24,-1766313,2659550,0
451,2016-05-25,0,0,1
452,2016-05-26,-1700263,1724700,0
453,2016-05-27,-722913,3756400,0
454,2016-05-28,0,0,1
455,2016-05-29,0,0,1
456,2016-05-30,-1305423,4554280,0
457,2016-05-31,735066,4329480,0
458,2016-06-01,-1488984,6087660,0
459,2016-06-02,-1572139,4972760,0
460,2016-06-03,2517252,10139090,0
461,2016-06-04,0,0,1
462,2016-06-05,0,0,1
463,2016-06-06,-2888496,3407450,0
464,2016-06-07,-2440317,3512780,0
465,2016-06-08,-2573449,3649550,0
466,2016-06-09,-3151079,3343770,0
467,2016-06-10,-2237158,0,0
468,2016-06-11,0,0,1
469,2016-06-12,0,0,1
470,2016-06-13,0,0,1
471,2016-06-14,-4768735,2887600,0
472,2016-06-15,-2445955,3154740,0
473,2016-06-16,-880029,9064250,0
474,2016-06-17,0,0,1
475,2016-06-18,0,0,1
476,2016-06-19,0,0,1
477,2016-06-20,0,0,1
478,2016-06-21,-3787391,4170700,0
479,2016-06-22,-899124,6256050,0
480,2016-06-23,-2233009,3961250,0
481,2016-06-24,-1506194,7999520,0
482,2016-06-25,0,0,1
483,2016-06-26,0,0,1
484,2016-06-27,-2480081,2319810,0
485,2016-06-28,-1278639,2684500,0
486,2016-06-29,339549,4975740,0
487,2016-06-30,176351,6209640,0
488,2016-07-01,1008350,11116780,0
489,2016-07-02,0,0,1
490,2016-07-03,0,0,1
491,2016-07-04,-1289438,3853950,0
492,2016-07-05,-2704617,4016260,0
493,2016-07-06,-2756806,3701410,0
494,2016-07-07,-1620788,9882660,0
495,2016-07-08,0,0,1
496,2016-07-09,0,0,1
497,2016-07-10,0,0,1
498,2016-07-11,-5833172,3126670,0
499,2016-07-12,-3872672,2770610,0
500,2016-07-13,-4304167,1701990,0
501,2016-07-14,-1640110,3548990,0
502,2016-07-15,-862639,5510370,0
503,2016-07-16,0,0,1
504,2016-07-17,0,0,1
505,2016-07-18,-4413589,2204800,0
506,2016-07-19,-658131,2314000,0
507,2016-07-20,-659990,2272350,0
508,2016-07-21,-651046,2883580,0
509,2016-07-22,1811640,5555060,0
510,2016-07-23,0,0,1
511,2016-07-24,0,0,1
512,2016-07-25,-1059945,1287900,0
513,2016-07-26,-1063228,2193700,0
514,2016-07-27,-694439,1725740,0
515,2016-07-28,-1212514,2377190,0
516,2016-07-29,1060449,14699550,0
517,2016-07-30,0,0,1
518,2016-07-31,0,0,1
519,2016-08-01,-3585751,5524400,0
520,2016-08-02,-1861409,3878900,0
521,2016-08-03,-1365819,3792450,0
522,2016-08-04,-1164273,3660800,0
523,2016-08-05,-212833,7959550,0
524,2016-08-06,0,0,1
525,2016-08-07,0,0,1
526,2016-08-08,-3157262,2645100,0
527,2016-08-09,-2594303,2810700,0
528,2016-08-10,-5241850,2105800,0
529,2016-08-11,-762081,2802000,0
530,2016-08-12,-1827957,6894000,0
531,2016-08-13,0,0,1
532,2016-08-14,0,0,1
533,2016-08-15,0,0,1
534,2016-08-16,-3972495,1841600,0
535,2016-08-17,-3949208,1882000,0
536,2016-08-18,-1360489,2709400,0
537,2016-08-19,87639,7010300,0
538,2016-08-20,0,0,1
539,2016-08-21,0,0,1
540,2016-08-22,-3314452,1871300,0
541,2016-08-23,-936341,1578900,0
542,2016-08-24,-1889348,2023500,0
543,2016-08-25,-1197461,1496000,0
544,2016-08-26,210539,3319300,0
545,2016-08-27,0,0,1
546,2016-08-28,0,0,1
547,2016-08-29,-2438121,1209400,0
548,2016-08-30,-776934,4196300,0
549,2016-08-31,-1268348,5033200,0
550,2016-09-01,107427,5768900,0
551,2016-09-02,-812235,9112600,0
552,2016-09-03,0,0,1
553,2016-09-04,0,0,1
554,2016-09-05,-3447251,3252900,0
555,2016-09-06,-1428027,4245500,0
556,2016-09-07,-4294028,2904300,0
557,2016-09-08,-3850366,4131600,0
558,2016-09-09,-3783817,7309800,0
559,2016-09-10,0,0,1
560,2016-09-11,0,0,1
561,2016-09-12,-5327909,3061100,0
562,2016-09-13,-2998593,2725900,0
563,2016-09-14,-2201544,1733400,0
564,2016-09-15,-1147337,2948700,0
565,2016-09-16,-1110477,5350900,0
566,2016-09-17,0,0,1
567,2016-09-18,0,0,1
568,2016-09-19,-4538582,2587100,0
569,2016-09-20,-2294001,2763900,0
570,2016-09-21,-2325986,1958100,0
571,2016-09-22,-1607651,2402000,0
572,2016-09-23,-1486787,3535000,0
573,2016-09-24,0,0,1
574,2016-09-25,0,0,1
575,2016-09-26,-1806529,1280500,0
576,2016-09-27,-177543,1868800,0
577,2016-09-28,-1457604,3665600,0
578,2016-09-29,-311960,6588700,0
579,2016-09-30,1851743,0,0
580,2016-10-01,0,0,1
581,2016-10-02,0,0,1
582,2016-10-03,-3374626,4026400,0
583,2016-10-04,-925065,3008100,0
584,2016-10-05,-3822041,3153600,0
585,2016-10-06,-1708449,4489100,0
586,2016-10-07,-2938102,9454800,0
587,2016-10-08,0,0,1
588,2016-10-09,0,0,1
589,2016-10-10,0,0,1
590,2016-10-11,-7328374,2360000,0
591,2016-10-12,-5342965,2075500,0
592,2016-10-13,-2285517,2640800,0
593,2016-10-14,-3521427,5467200,0
594,2016-10-15,0,0,1
595,2016-10-16,0,0,1
596,2016-10-17,-4810087,2088900,0
597,2016-10-18,-2932127,1753000,0
598,2016-10-19,-4521272,3436800,0
599,2016-10-20,-2259999,3188400,0
600,2016-10-21,-1732894,4652400,0
601,2016-10-22,0,0,1
602,2016-10-23,0,0,1
603,2016-10-24,-2927931,1640400,0
604,2016-10-25,-2898122,1855900,0
605,2016-10-26,406831,1908700,0
606,2016-10-27,-740495,4773000,0
607,2016-10-28,-569374,11832600,0
608,2016-10-29,0,0,1
609,2016-10-30,0,0,1
610,2016-10-31,-2736374,3803900,0
611,2016-11-01,-1927441,3871400,0
612,2016-11-02,-1735043,3857200,0
613,2016-11-03,-875787,3742900,0
614,2016-11-04,-1339145,7871900,0
615,2016-11-05,0,0,1
616,2016-11-06,0,0,1
617,2016-11-07,-3101893,2998600,0
618,2016-11-08,-2572957,2799100,0
619,2016-11-09,-5110183,1999200,0
620,2016-11-10,-2265649,3487500,0
621,2016-11-11,-2852775,5235100,0
622,2016-11-12,0,0,1
623,2016-11-13,0,0,1
624,2016-11-14,-4669102,2539700,0
625,2016-11-15,-1629610,2394800,0
626,2016-11-16,-3190516,2649400,0
627,2016-11-17,-1562169,1907800,0
628,2016-11-18,-1836121,6587200,0
629,2016-11-19,0,0,1
630,2016-11-20,0,0,1
631,2016-11-21,-2459935,1917000,0
632,2016-11-22,-1929690,2001900,0
633,2016-11-23,-1908274,1321800,0
634,2016-11-24,-1635035,1757800,0
635,2016-11-25,-344153,4322300,0
636,2016-11-26,0,0,1
637,2016-11-27,0,0,1
638,2016-11-28,0,0,1
639,2016-11-29,-3131116,4252000,0
640,2016-11-30,531555,5248400,0
641,2016-12-01,-102346,7273900,0
642,2016-12-02,-791054,12417200,0
643,2016-12-03,0,0,1
644,2016-12-04,0,0,1
645,2016-12-05,-7583920,3346700,0
646,2016-12-06,-746092,4187700,0
647,2016-12-07,-4198597,10654500,0
648,2016-12-08,0,0,1
649,2016-12-09,0,0,1
650,2016-12-10,0,0,1
651,2016-12-11,0,0,1
652,2016-12-12,-10132522,4839700,0
653,2016-12-13,-2023845,3277000,0
654,2016-12-14,-4276262,5882800,0
655,2016-12-15,-566567,7660000,0
656,2016-12-16,-2883330,8533500,0
657,2016-12-17,0,0,1
658,2016-12-18,0,0,1
659,2016-12-19,-3293818,3763800,0
660,2016-12-20,-1833143,6121600,0
661,2016-12-21,-1899609,6210300,0
662,2016-12-22,573169,5219900,0
663,2016-12-23,814714,5471500,0
664,2016-12-24,0,0,1
665,2016-12-25,0,0,1
666,2016-12-26,-2567226,2071300,0
667,2016-12-27,-1195154,2392700,0
668,2016-12-28,-1694226,4321100,0
669,2016-12-29,1732566,5390400,0
670,2016-12-30,-1191984,0,0
671,2016-12-31,0,0,1
672,2017-01-01,0,0,1
673,2017-01-02,-3982965,2602900,0
674,2017-01-03,-3272464,3751400,0
675,2017-01-04,-1905878,2948400,0
676,2017-01-05,-1617431,2350500,0
677,2017-01-06,-1539478,8687500,0
678,2017-01-07,0,0,1
679,2017-01-08,0,0,1
680,2017-01-09,-7637823,3259800,0
681,2017-01-10,-5791601,3109700,0
682,2017-01-11,-5170278,1928000,0
683,2017-01-12,-2407115,3403000,0
684,2017-01-13,-3817649,4985200,0
685,2017-01-14,0,0,1
686,2017-01-15,0,0,1
687,2017-01-16,-6580368,2303600,0
688,2017-01-17,-3791476,2453600,0
689,2017-01-18,-2871635,2443000,0
690,2017-01-19,-3418218,2398400,0
691,2017-01-20,-1278425,4219500,0
692,2017-01-21,0,0,1
693,2017-01-22,0,0,1
694,2017-01-23,-4243797,2332000,0
695,2017-01-24,-1863026,1942200,0
696,2017-01-25,-2728143,2398100,0
697,2017-01-26,-3035358,1648600,0
698,2017-01-27,-890562,4013500,0
699,2017-01-28,0,0,1
700,2017-01-29,0,0,1
701,2017-01-30,-6102238,5458100,0
702,2017-01-31,-1876933,5486700,0
703,2017-02-01,-3872168,5569700,0
704,2017-02-02,-1802486,4783800,0
705,2017-02-03,-3279870,7758400,0
706,2017-02-04,0,0,1
707,2017-02-05,0,0,1
708,2017-02-06,-4053651,4080700,0
709,2017-02-07,-4217057,2873900,0
710,2017-02-08,-4614441,1941100,0
711,2017-02-09,-4066661,3636200,0
712,2017-02-10,-6137860,6565200,0
713,2017-02-11,0,0,1
714,2017-02-12,0,0,1
715,2017-02-13,-6934286,2680300,0
716,2017-02-14,-2852814,2130900,0
717,2017-02-15,-1280331,3905000,0
718,2017-02-16,-3781355,3434000,0
719,2017-02-17,-1412344,4304500,0
720,2017-02-18,0,0,1
721,2017-02-19,0,0,1
722,2017-02-20,-3315239,2316500,0
723,2017-02-21,-1346193,3274300,0
724,2017-02-22,-2291383,3214600,0
725,2017-02-23,-1001967,3109100,0
726,2017-02-24,-1673139,19111100,0
727,2017-02-25,0,0,1
728,2017-02-26,0,0,1
729,2017-02-27,0,0,1
730,2017-02-28,0,0,1
731,2017-03-01,-4565356,4618500,0
732,2017-03-02,-1678518,4851800,0
733,2017-03-03,-1752667,8670600,0
734,2017-03-04,0,0,1
735,2017-03-05,0,0,1
736,2017-03-06,-5157609,5608700,0
737,2017-03-07,-4411586,4174200,0
738,2017-03-08,-6089123,4270000,0
739,2017-03-09,-3209981,4196800,0
740,2017-03-10,-3391561,6651900,0
741,2017-03-11,0,0,1
742,2017-03-12,0,0,1
743,2017-03-13,-7267592,2971800,0
744,2017-03-14,-2838700,2111400,0
745,2017-03-15,-3846616,3373100,0
746,2017-03-16,-3977689,4352400,0
747,2017-03-17,-1240922,5366200,0
748,2017-03-18,0,0,1
749,2017-03-19,0,0,1
750,2017-03-20,-4309498,0,0
751,2017-03-21,-879767,0,0
752,2017-03-22,-2069618,0,0
753,2017-03-23,-293457,0,0
754,2017-03-24,0,0,1
755,2017-03-25,0,0,1
756,2017-03-26,0,0,1
757,2017-03-27,-4160208,0,0
758,2017-03-28,-2148520,0,0
759,2017-03-29,-655314,0,0
760,2017-03-30,-2364525,0,0
761,2017-03-31,-1307924,0,0
762,2017-04-01,0,0,1
763,2017-04-02,0,0,1
764,2017-04-03,-1901969,0,0
765,2017-04-04,-2342648,0,0
766,2017-04-05,-2566822,0,0
767,2017-04-06,-706732,0,0
768,2017-04-07,-4979867,0,0
769,2017-04-08,0,0,1
770,2017-04-09,0,0,1
