FECHA;DEMANDA_CAJA;DEMANDA_ATM
2017-08-31; -5089754;6343300
2017-09-01; -3240794;10358900
2017-09-02; 0;10358900
2017-09-03; 0;10358900
2017-09-04; -11328526;4381600
2017-09-05; -7182556;5021500
2017-09-06; -6503699;4783500
2017-09-07; -8579016;6704000
2017-09-08; -7516963;7071000
2017-09-09; 0;7071000
2017-09-10; 0;7071000
2017-09-11; -17044218;3288000
2017-09-12; -8333108;2703400
2017-09-13; -7428023;3180900
2017-09-14; -7216986;3076800
2017-09-15; -5260766;5571100
2017-09-16; 0;5571100
2017-09-17; 0;5571100
2017-09-18; -13938777;2583100
2017-09-19; -6083374;2015700
2017-09-20; -7439857;3024100
2017-09-21; -5735408;3393400
2017-09-22; -4270582;4706900
2017-09-23; 0;4706900
2017-09-24; 0;4706900
2017-09-25; -10423780;2817100
2017-09-26; -5992546;2064900
2017-09-27; -5178609;1563900
2017-09-28; -5690212;0
2017-09-29; 0;12566000
2017-09-30; 0;12566000
2017-10-01; 0;12566000
2017-10-02; -10115551;5768900
2017-10-03; -5805412;5366700
2017-10-04; -5341334;4936600
2017-10-05; -5665068;5135600
2017-10-06; -5265734;10936000
2017-10-07; 0;10936000
2017-10-08; 0;10936000
2017-10-09; -12824581;3908000
2017-10-10; -10549100;4078100
2017-10-11; -9262640;3231600
2017-10-12; -7319142;2136700
2017-10-13; -6719861;8427300
2017-10-14; 0;8427300
2017-10-15; 0;8427300
2017-10-16; 0;8427300
2017-10-17; -19155627;3140100
2017-10-18; -9439221;2641000
2017-10-19; -6413714;2504100
2017-10-20; -7575391;6654000
2017-10-21; 0;6654000
2017-10-22; 0;6654000
2017-10-23; -11053991;2422700
2017-10-24; -6006356;2389500
2017-10-25; -5102851;1627400
2017-10-26; -3635572;1612000
2017-10-27; -4061436;4592800
2017-10-28; 0;4592800
2017-10-29; 0;4592800
2017-10-30; -9382795;4359600
2017-10-31; -2604067;6079700
2017-11-01; -5923141;4974200
2017-11-02; -6721300;3895900
2017-11-03; -3156753;15277400
2017-11-04; 0;15277400
2017-11-05; 0;15277400
2017-11-06; 0;15277400
2017-11-07; -18173085;5437200
2017-11-08; -7506814;3506500
2017-11-09; -6405789;4749300
2017-11-10; -10558666;7144900
2017-11-11; 0;7144900
2017-11-12; 0;7144900
2017-11-13; -13977320;2501600
2017-11-14; -7729553;2246400
2017-11-15; -8739691;3121100
2017-11-16; -6913696;3440700
2017-11-17; -5693372;6599400
2017-11-18; 0;6599400
2017-11-19; 0;6599400
2017-11-20; 0;6599400
2017-11-21; -14436716;2459900
2017-11-22; -7347876;2953300
2017-11-23; -5017401;2638500
2017-11-24; -5152537;4301700
2017-11-25; 0;4301700
2017-11-26; 0;4301700
2017-11-27; -9386293;1351200
2017-11-28; -4550690;1727300
2017-11-29; -3566635;2858400
2017-11-30; -3764373;5685600
2017-12-01; -2741399;11811200
2017-12-02; 0;11811200
2017-12-03; 0;11811200
2017-12-04; -10539170;4991100
2017-12-05; -7420938;3976700
2017-12-06; -8682091;5879100
2017-12-07; -8093816;13303100
2017-12-08; 0;13303100
2017-12-09; 0;13303100
2017-12-10; 0;13303100
2017-12-11; -20089894;3686300
2017-12-12; -11674641;3414400
2017-12-13; -8810988;3488700
2017-12-14; -8796718;7203100
2017-12-15; -6667767;13723300
2017-12-16; 0;13723300
2017-12-17; 0;13723300
2017-12-18; -14102986;4578400
2017-12-19; -7539696;3971100
2017-12-20; -6136563;4767300
2017-12-21; -5363882;6668300
2017-12-22; -7848541;10601100
2017-12-23; 0;10601100
2017-12-24; 0;10601100
2017-12-25; 0;10601100
2017-12-26; -15480009;2624000
2017-12-27; -6634803;1857800
2017-12-28; -5793517;4410500
2017-12-29; -94042;12462700
2017-12-30; 0;12462700
2017-12-31; 0;12462700
