FECHA;DEMANDA_CAJA;DEMANDA_ATM
2015-05-20; -3083287;1904850
2015-05-21; -2837254;1615550
2015-05-22; -3762191;2475950
2015-05-23; 0;2475950
2015-05-24; 0;2475950
2015-05-25; 0;2475950
2015-05-26; -4775961;403550
2015-05-27; -3284414;610500
2015-05-28; -4676232;2336300
2015-05-29; -3194898;7973100
2015-05-30; 0;9570000
2015-05-31; 0;9570000
2015-06-01; -2769196;3436600
2015-06-02; -2081292;2362750
2015-06-03; -4176432;2754100
2015-06-04; -2031495;3759400
2015-06-05; -3764238;6154050
2015-06-06; 0;6154050
2015-06-07; 0;6154050
2015-06-08; -5447983;2242500
2015-06-09; -4337482;1261300
2015-06-10; -5567397;2575200
2015-06-11; -4143653;2029750
2015-06-12; -2849207;3017850
2015-06-13; 0;3017850
2015-06-14; 0;3017850
2015-06-15; -6802063;1757750
2015-06-16; -3702932;3909750
2015-06-17; -5077304;3193300
2015-06-18; -3459208;2986150
2015-06-19; -3241733;5534300
2015-06-20; 0;5534300
2015-06-21; 0;5534300
2015-06-22; -5403348;2088900
2015-06-23; -4229152;1144950
2015-06-24; -3742062;2065500
2015-06-25; -2294479;1621700
2015-06-26; -3327533;2666800
2015-06-27; 0;2666800
2015-06-28; 0;2666800
2015-06-29; -6576199;3054600
2015-06-30; -2212860;3680000
2015-07-01; -1381043;5681150
2015-07-02; -2916536;2900150
2015-07-03; -2376885;6260750
2015-07-04; 0;6260750
2015-07-05; 0;6260750
2015-07-06; -5127691;2108850
2015-07-07; -3808956;1924500
2015-07-08; -3945692;5778250
2015-07-09; 0;5778250
2015-07-10; -7116149;6198600
2015-07-11; 0;6198600
2015-07-12; 0;6198600
2015-07-13; -7971552;1516600
2015-07-14; -4730177;1385600
2015-07-15; -5085997;0
2015-07-16; -4231219;1865600
2015-07-17; -3255012;3582150
2015-07-18; 0;3582150
2015-07-19; 0;3582150
2015-07-20; -7275204;1347700
2015-07-21; -3896675;1382550
2015-07-22; -3412688;1729350
2015-07-23; -4225502;1240600
2015-07-24; -2836428;2459100
2015-07-25; 0;2459100
2015-07-26; 0;2459100
2015-07-27; -6363341;1151000
2015-07-28; -2891609;617900
2015-07-29; -3990582;1384300
2015-07-30; -1858672;3434850
2015-07-31; -1543991;8295950
2015-08-01; 0;8295950
2015-08-02; 0;8295950
2015-08-03; -2294645;2659550
2015-08-04; -1547197;1602750
2015-08-05; -1552891;3553400
2015-08-06; -783539;3623050
2015-08-07; 539212;5493150
2015-08-08; 0;5493150
2015-08-09; 0;5493150
2015-08-10; 430618;1951250
2015-08-11; -1345593;1112550
2015-08-12; -984656;2311300
2015-08-13; -1070958;1833250
2015-08-14; -562062;3473550
2015-08-15; 0;3473550
2015-08-16; 0;3473550
2015-08-17; 0;3473550
2015-08-18; -451050;890250
2015-08-19; -1373352;2039750
2015-08-20; -925155;1266800
2015-08-21; -2201012;3062950
2015-08-22; 0;3062950
2015-08-23; 0;3062950
2015-08-24; -4376095;1037450
2015-08-25; -11935256;611050
2015-08-26; -533338;1388950
2015-08-27; -682903;1142050
2015-08-28; -3820919;7772050
2015-08-29; 0;7772050
2015-08-30; 0;7772050
2015-08-31; 1898213;3098650
2015-09-01; -3247782;1893850
2015-09-02; -3072194;3623100
2015-09-03; -3348606;3036350
2015-09-04; -2919046;6038650
2015-09-05; 0;6038650
2015-09-06; 0;6038650
2015-09-07; -7127721;2534750
2015-09-08; -4855370;1597100
2015-09-09; -6166686;3274650
2015-09-10; -6319498;2253350
2015-09-11; -4833081;3850800
2015-09-12; 0;3850800
2015-09-13; 0;3850800
2015-09-14; -7952065;1184050
2015-09-15; -3807580;1656150
2015-09-16; -6321579;2057350
2015-09-17; -4520413;1635950
2015-09-18; -4672463;3751750
2015-09-19; 0;3751750
2015-09-20; 0;3751750
2015-09-21; -7470906;1288950
2015-09-22; -3958895;794150
2015-09-23; -3894586;1814900
2015-09-24; -3809858;1172250
2015-09-25; -2916685;2367000
2015-09-26; 0;2367000
2015-09-27; 0;2367000
2015-09-28; -5424256;0
2015-09-29; 0;4030450
2015-09-30; -5211572;4026600
2015-10-01; -3207645;3986900
2015-10-02; -1589223;6726100
2015-10-03; 0;6726100
2015-10-04; 0;6726100
2015-10-05; -6310085;2936100
2015-10-06; -5168534;2443700
2015-10-07; -4831398;3769950
2015-10-08; -3868455;2141150
2015-10-09; -5075314;4941000
2015-10-10; 0;4941000
2015-10-11; 0;4941000
2015-10-12; 0;4941000
2015-10-13; -13080790;859850
2015-10-14; -5343744;2728000
2015-10-15; -5097673;1893800
2015-10-16; -3752841;4302500
2015-10-17; 0;4302500
2015-10-18; 0;4302500
2015-10-19; -8980585;1599850
2015-10-20; -4272758;857000
2015-10-21; -3489208;1702700
2015-10-22; -3647161;1220950
2015-10-23; -5163832;2461550
2015-10-24; 0;2461550
2015-10-25; 0;2461550
2015-10-26; -5910827;1080800
2015-10-27; -3788635;648950
2015-10-28; -2570067;1457350
2015-10-29; -4558186;1108650
2015-10-30; -1964894;9395000
2015-10-31; 0;9395000
2015-11-01; 0;9395000
2015-11-02; 0;3000800
2015-11-03; -2963770;1831000
2015-11-04; -3168789;3458200
2015-11-05; -4246308;9368250
2015-11-06; 0;9368250
2015-11-07; 0;9368250
2015-11-08; 0;9368250
2015-11-09; -11863845;2600050
2015-11-10; -6180904;1411550
2015-11-11; -5384912;2815250
2015-11-12; -6010916;1927400
2015-11-13; -6246328;3174100
2015-11-14; 0;3174100
2015-11-15; 0;3174100
2015-11-16; -9038521;1521200
2015-11-17; -6190270;1038600
2015-11-18; -4708322;2380550
2015-11-19; -4676238;1424200
2015-11-20; -4144061;3690200
2015-11-21; 0;3690200
2015-11-22; 0;3690200
2015-11-23; -7770758;1240650
2015-11-24; -3913273;797250
2015-11-25; -3794260;1479150
2015-11-26; -3662743;9229400
2015-11-27; 0;9229400
2015-11-28; 0;9229400
2015-11-29; 0;9229400
2015-11-30; -7270808;3893200
2015-12-01; -4002209;2572800
2015-12-02; -3543009;4992950
2015-12-03; -3420252;4646300
2015-12-04; -4939574;13189900
2015-12-05; 0;13189900
2015-12-06; 0;13189900
2015-12-07; 0;13189900
2015-12-08; 0;13189900
2015-12-09; -11942282;1683650
2015-12-10; -8016477;4326800
2015-12-11; -6393738;4705500
2015-12-12; 0;4705500
2015-12-13; 0;4705500
2015-12-14; -10230038;1670600
2015-12-15; -6062317;1370100
2015-12-16; -6712458;3386500
2015-12-17; -5021611;2679900
2015-12-18; -5362702;6392250
2015-12-19; 0;6392250
2015-12-20; 0;6392250
2015-12-21; -7939393;4967400
2015-12-22; -4719370;3907500
2015-12-23; -4441737;0
2015-12-24; -4131250;0
2015-12-25; 0;7839950
2015-12-26; 0;7839950
2015-12-27; 0;7839950
2015-12-28; -9831249;1677700
2015-12-29; -6420900;1158650
2015-12-30; -4112362;0
2015-12-31; -690421;0
2016-01-01; 0;12677650
2016-01-02; 0;12677650
2016-01-03; 0;12677650
2016-01-04; -8503104;3062850
2016-01-05; -5470492;2985450
2016-01-06; -4991087;1638600
2016-01-07; -5604523;4362500
2016-01-08; -5275014;6088950
2016-01-09; 0;6088950
2016-01-10; 0;6088950
2016-01-11; -13743223;2259850
2016-01-12; -5359541;1355300
2016-01-13; -7254717;3184500
2016-01-14; -6785755;2091350
2016-01-15; -6338286;3777200
2016-01-16; 0;3777200
2016-01-17; 0;3777200
2016-01-18; -10725930;1665700
2016-01-19; -6179691;936650
2016-01-20; -5035482;2387500
2016-01-21; -6792574;1631050
2016-01-22; -4571876;2661950
2016-01-23; 0;2661950
2016-01-24; 0;2661950
2016-01-25; -8838426;1305000
2016-01-26; -4002103;774950
2016-01-27; -3471087;1651150
2016-01-28; -4236101;1842750
2016-01-29; -3064532;9348400
2016-01-30; 0;9348400
2016-01-31; 0;9348400
2016-02-01; -8781444;3139750
2016-02-02; -4948478;1674750
2016-02-03; -5643553;3509750
2016-02-04; -4445740;3453050
2016-02-05; -5275763;8402850
2016-02-06; 0;8402850
2016-02-07; 0;8402850
2016-02-08; 0;8402850
2016-02-09; 0;8402850
2016-02-10; -18687553;1326350
2016-02-11; -6558411;2979350
2016-02-12; -7288168;4167250
2016-02-13; 0;4167250
2016-02-14; 0;4167250
2016-02-15; -10000955;1856400
2016-02-16; -6172859;1110850
2016-02-17; -4516246;2446200
2016-02-18; -4965325;1745200
2016-02-19; -5120859;3247450
2016-02-20; 0;3247450
2016-02-21; 0;3247450
2016-02-22; -8745111;1586200
2016-02-23; -3334819;904000
2016-02-24; -3957582;2450600
2016-02-25; -3913668;1530300
2016-02-26; -3546987;8783450
2016-02-27; 0;8783450
2016-02-28; 0;8783450
2016-02-29; -6076538;3516400
2016-03-01; -3936978;2201000
2016-03-02; -4033671;3831150
2016-03-03; -5621358;3483300
2016-03-04; -2712203;8363450
2016-03-05; 0;8363450
2016-03-06; 0;8363450
2016-03-07; -8041111;2834000
2016-03-08; -5014708;1846350
2016-03-09; -5599625;3213600
2016-03-10; -8083436;2925150
2016-03-11; -6160569;4655800
2016-03-12; 0;4655800
2016-03-13; 0;4655800
2016-03-14; -10386692;1925800
2016-03-15; -5339833;1281250
2016-03-16; -6379734;3026900
2016-03-17; -4190837;1987850
2016-03-18; -5491714;3287150
2016-03-19; 0;3287150
2016-03-20; 0;3287150
2016-03-21; -8571681;1079350
2016-03-22; -4278744;2771700
2016-03-23; -5156073;3811550
2016-03-24; 0;3811550
2016-03-25; 0;3811550
2016-03-26; 0;3811550
2016-03-27; 0;3811550
2016-03-28; -11270776;1254300
2016-03-29; -4288107;770800
2016-03-30; -3782814;4551500
2016-03-31; -3352604;4985700
2016-04-01; -2073490;7548100
2016-04-02; 0;7548100
2016-04-03; 0;7548100
2016-04-04; -5935708;3237150
2016-04-05; -4939587;2161300
2016-04-06; -5100642;5301150
2016-04-07; -5558385;3649550
2016-04-08; -5059384;5433400
2016-04-09; 0;5433400
2016-04-10; 0;5433400
2016-04-11; -12716581;1915000
2016-04-12; -5562477;2124350
2016-04-13; -6370238;0
2016-04-14; 0;4129650
2016-04-15; -9549542;4062900
2016-04-16; 0;4062900
2016-04-17; 0;4062900
2016-04-18; -10141025;1117200
2016-04-19; -4925410;3212450
2016-04-20; -7149158;0
2016-04-21; 0;4140050
2016-04-22; -7929226;2419900
2016-04-23; 0;2419900
2016-04-24; 0;2419900
2016-04-25; -8276441;1246550
2016-04-26; -2159993;686800
2016-04-27; -2908005;1907100
2016-04-28; -4050583;1492600
2016-04-29; -2860281;11220000
2016-04-30; 0;11220000
2016-05-01; 0;11220000
2016-05-02; -7082584;4368700
2016-05-03; -4189199;2580900
2016-05-04; -4505819;4383800
2016-05-05; -5094686;4132050
2016-05-06; -4634660;7309150
2016-05-07; 0;7309150
2016-05-08; 0;7309150
2016-05-09; -8091393;2338600
2016-05-10; -6918669;2052400
2016-05-11; -5640513;3086750
2016-05-12; -5494566;2495050
2016-05-13; -4479184;3990800
2016-05-14; 0;3990800
2016-05-15; 0;3990800
2016-05-16; -9612934;1882700
2016-05-17; -5225059;1097450
2016-05-18; -4388583;3364200
2016-05-19; -4249917;2175700
2016-05-20; -4146208;3995100
2016-05-21; 0;3995100
2016-05-22; 0;3995100
2016-05-23; -8411137;967450
2016-05-24; -5228412;2755400
2016-05-25; 0;2755400
2016-05-26; -3564262;1444500
2016-05-27; -4277361;2916900
2016-05-28; 0;2916900
2016-05-29; 0;2916900
2016-05-30; -7295207;4353950
2016-05-31; -2068194;5491950
2016-06-01; -2623862;4936200
2016-06-02; -3033960;4588350
2016-06-03; -3481136;10104800
2016-06-04; 0;10104800
2016-06-05; 0;10104800
2016-06-06; -10105492;3411400
2016-06-07; -4961709;2330250
2016-06-08; -5909487;5151450
2016-06-09; -6902703;4101100
2016-06-10; -6103767;5221600
2016-06-11; 0;5221600
2016-06-12; 0;5221600
2016-06-13; -10173908;1494100
2016-06-14; -6533413;3464300
2016-06-15; -6413707;3084000
2016-06-16; -5333446;7136150
2016-06-17; 0;7136150
2016-06-18; 0;7136150
2016-06-19; 0;7136150
2016-06-20; 0;7136150
2016-06-21; -12439084;4806100
2016-06-22; -5459236;3345650
2016-06-23; -4431146;4700800
2016-06-24; -4297625;4645550
2016-06-25; 0;4645550
2016-06-26; 0;4645550
2016-06-27; -8371577;1995100
2016-06-28; -4477729;951200
2016-06-29; -4664263;5147100
2016-06-30; -3440684;5205200
2016-07-01; -3190224;10576200
2016-07-02; 0;10576200
2016-07-03; 0;10576200
2016-07-04; -7786039;3504300
2016-07-05; -3413906;2257300
2016-07-06; -3843779;6075550
2016-07-07; -6166664;10481750
2016-07-08; 0;10481750
2016-07-09; 0;10481750
2016-07-10; 0;10481750
2016-07-11; -14339383;1774100
2016-07-12; -6627207;3330150
2016-07-13; -5958801;3203700
2016-07-14; -6746037;2908450
2016-07-15; -7110124;4621950
2016-07-16; 0;4621950
2016-07-17; 0;4621950
2016-07-18; -11046178;2161000
2016-07-19; -5871373;1255300
2016-07-20; -5588563;3033550
2016-07-21; -5548759;2176850
2016-07-22; -4610588;4699650
2016-07-23; 0;4699650
2016-07-24; 0;4699650
2016-07-25; -8918972;1692650
2016-07-26; -5396321;1466300
2016-07-27; -3328948;836000
2016-07-28; -4264423;2166050
2016-07-29; -3294326;10971300
2016-07-30; 0;10971300
2016-07-31; 0;10971300
2016-08-01; -8654475;3681750
2016-08-02; -4976484;2319300
2016-08-03; -5218314;4441950
2016-08-04; -4567823;4352150
2016-08-05; -4860561;7644550
2016-08-06; 0;7644550
2016-08-07; 0;7644550
2016-08-08; -12033115;2708850
2016-08-09; -5017668;1690650
2016-08-10; -8767102;3115550
2016-08-11; -6957170;2331700
2016-08-12; -6400098;5112750
2016-08-13; 0;5112750
2016-08-14; 0;5112750
2016-08-15; 0;5112750
2016-08-16; -11238586;1837400
2016-08-17; -7915962;1371950
2016-08-18; -5273532;2554550
2016-08-19; -5565656;4674600
2016-08-20; 0;4674600
2016-08-21; 0;4674600
2016-08-22; -9125453;1770500
2016-08-23; -4943616;853550
2016-08-24; -4404229;1925250
2016-08-25; -3230473;1503650
2016-08-26; -4281678;2301950
2016-08-27; 0;2301950
2016-08-28; 0;2301950
2016-08-29; -7140205;1036950
2016-08-30; -3489456;3814400
2016-08-31; -3395320;4147700
2016-09-01; -3187556;6164000
2016-09-02; -3606928;7994300
2016-09-03; 0;7994300
2016-09-04; 0;7994300
2016-09-05; -8545651;3204050
2016-09-06; -5456782;3635550
2016-09-07; -6434901;2626300
2016-09-08; -5550778;5084750
2016-09-09; -5783018;6042450
2016-09-10; 0;6042450
2016-09-11; 0;6042450
2016-09-12; -13751475;2474700
2016-09-13; -6382303;1546850
2016-09-14; -5740784;2958600
2016-09-15; -7287124;2194000
2016-09-16; -5395408;4462650
2016-09-17; 0;4462650
2016-09-18; 0;4462650
2016-09-19; -9055599;2492250
2016-09-20; -5994469;1475850
2016-09-21; -6713256;2766800
2016-09-22; -5125749;1823650
2016-09-23; -4936127;3114850
2016-09-24; 0;3114850
2016-09-25; 0;3114850
2016-09-26; -7663101;1340250
2016-09-27; -3574927;918600
2016-09-28; -2790409;0
2016-09-29; 0;7207200
2016-09-30; -6906335;0
2016-10-01; 0;8108800
2016-10-02; 0;8108800
2016-10-03; -6187149;3188050
2016-10-04; -5495041;2320350
2016-10-05; -4948989;4587600
2016-10-06; -5575806;4627900
2016-10-07; -5886868;8642450
2016-10-08; 0;8642450
2016-10-09; 0;8642450
2016-10-10; 0;8642450
2016-10-11; -16981787;2292500
2016-10-12; -7986981;1450050
2016-10-13; -5884756;3502100
2016-10-14; -4539678;4735850
2016-10-15; 0;4735850
2016-10-16; 0;4735850
2016-10-17; -11434090;2000350
2016-10-18; -4420763;2329650
2016-10-19; -5697185;1463900
2016-10-20; -5354052;3550650
2016-10-21; -6441205;3648450
2016-10-22; 0;3648450
2016-10-23; 0;3648450
2016-10-24; -10447553;1286500
2016-10-25; -3897731;806300
2016-10-26; -4370122;2100400
2016-10-27; -3791219;3807650
2016-10-28; -598000;8577050
2016-10-29; 0;8577050
2016-10-30; 0;8577050
2016-10-31; -9931645;3549000
2016-11-01; -4186701;2027550
2016-11-02; -3636896;4426900
2016-11-03; -4636733;3565550
2016-11-04; -4651892;7761850
2016-11-05; 0;7761850
2016-11-06; 0;7761850
2016-11-07; -10880472;3152550
2016-11-08; -6058298;2905950
2016-11-09; -8058840;1870450
2016-11-10; -7959066;3374000
2016-11-11; -6545679;3993250
2016-11-12; 0;3993250
2016-11-13; 0;3993250
2016-11-14; -9135680;2269850
2016-11-15; -6421858;1211900
2016-11-16; -5688613;3055850
2016-11-17; -4959399;2785450
2016-11-18; -4993248;4603600
2016-11-19; 0;4603600
2016-11-20; 0;4603600
2016-11-21; -9986722;1762500
2016-11-22; -3954298;1683950
2016-11-23; -4472941;950150
2016-11-24; -4857235;2185050
2016-11-25; -4272585;3452450
2016-11-26; 0;3452450
2016-11-27; 0;3452450
2016-11-28; 0;3452450
2016-11-29; -9789781;4365000
2016-11-30; -3712993;3693450
2016-12-01; -3182728;7236400
2016-12-02; -3650160;10108150
2016-12-03; 0;10108150
2016-12-04; 0;10108150
2016-12-05; -9160955;3134050
2016-12-06; -5019987;6654100
2016-12-07; -8583737;12236050
2016-12-08; 0;12236050
2016-12-09; 0;12236050
2016-12-10; 0;12236050
2016-12-11; 0;12236050
2016-12-12; -22942057;3720400
2016-12-13; -9148971;2293950
2016-12-14; -4770131;6514400
2016-12-15; -6017697;5477650
2016-12-16; -5370826;9285700
2016-12-17; 0;9285700
2016-12-18; 0;9285700
2016-12-19; -13535176;3488050
2016-12-20; -7724988;3510950
2016-12-21; -6036732;5746050
2016-12-22; -4355041;4897000
2016-12-23; -6491705;6619300
2016-12-24; 0;6619300
2016-12-25; 0;6619300
2016-12-26; -10994976;2012550
2016-12-27; -4610669;1113600
2016-12-28; -4653136;4415750
2016-12-29; -3197132;3952600
2016-12-30; -3278546;0
2016-12-31; 0;0
2017-01-01; 0;6168650
2017-01-02; -12182840;3023150
2017-01-03; -6947190;3001000
2017-01-04; -4618580;2123050
2017-01-05; -5692636;5113150
2017-01-06; -7423552;7477500
2017-01-07; 0;7477500
2017-01-08; 0;7477500
2017-01-09; -12556122;3115550
2017-01-10; -9785358;2393600
2017-01-11; -9270666;1755100
2017-01-12; -7876312;3564650
2017-01-13; -7476103;4662250
2017-01-14; 0;4662250
2017-01-15; 0;4662250
2017-01-16; -12621407;1986200
2017-01-17; -7945719;2399750
2017-01-18; -8797487;1650050
2017-01-19; -5657222;2931350
2017-01-20; -6485183;3739800
2017-01-21; 0;3739800
2017-01-22; 0;3739800
2017-01-23; -10868997;2187850
2017-01-24; -6368462;1174700
2017-01-25; -4726215;2472150
2017-01-26; -6271505;1856050
2017-01-27; -5370902;3292250
2017-01-28; 0;3292250
2017-01-29; 0;3292250
2017-01-30; -9830974;3715100
2017-01-31; -4461611;4913250
2017-02-01; -5199216;3082550
2017-02-02; -5058001;5680900
2017-02-03; -4477612;9184600
2017-02-04; 0;9184600
2017-02-05; 0;9184600
2017-02-06; -10467502;3569650
2017-02-07; -8054830;3148250
2017-02-08; -9944861;2809800
2017-02-09; -5586722;2896550
2017-02-10; -7153129;4087750
2017-02-11; 0;4087750
2017-02-12; 0;4087750
2017-02-13; -14451333;2488250
2017-02-14; -7487507;2384100
2017-02-15; -7222768;2385050
2017-02-16; -5299374;2668150
2017-02-17; -5324746;3795150
2017-02-18; 0;3795150
2017-02-19; 0;3795150
2017-02-20; -9150594;1879950
2017-02-21; -6790523;1915950
2017-02-22; -5957506;2561000
2017-02-23; -5110098;2253850
2017-02-24; -3989921;14803050
2017-02-25; 0;14803050
2017-02-26; 0;14803050
2017-02-27; 0;14803050
2017-02-28; 0;14803050
2017-03-01; -12915066;4075550
2017-03-02; -4500744;2395750
2017-03-03; -5661900;10353600
2017-03-04; 0;10353600
2017-03-05; 0;10353600
2017-03-06; -9295085;4188300
2017-03-07; -7052821;3837900
2017-03-08; -8448002;1865150
2017-03-09; -7368500;3362200
2017-03-10; -6322203;6402750
2017-03-11; 0;6402750
2017-03-12; 0;6402750
2017-03-13; -13685948;2402450
2017-03-14; -7973926;2431800
2017-03-15; -6355321;1595900
2017-03-16; -5749338;3845450
2017-03-17; -5695779;4644350
2017-03-18; 0;4644350
2017-03-19; 0;4644350
2017-03-20; -10695441;2926300
2017-03-21; -5406713;2712950
2017-03-22; -4256005;1375500
2017-03-23; -7294943;5315200
2017-03-24; 0;5315200
2017-03-25; 0;5315200
2017-03-26; 0;5315200
2017-03-27; -12162206;1628850
2017-03-28; -5474403;1956950
2017-03-29; -5578417;968350
2017-03-30; -3944286;4581700
2017-03-31; -4631896;0
2017-04-01; 0;10858100
2017-04-02; 0;10858100
2017-04-03; -11150698;3920250
2017-04-04; -4734640;3071350
2017-04-05; -5827646;0
2017-04-06; 0;8416850
2017-04-07; -8947679;9569650
2017-04-08; 0;9569650
2017-04-09; 0;9569650
2017-04-10; -16386318;3702800
2017-04-11; -8380869;2396200
2017-04-12; -8570252;7938250
2017-04-13; 0;7938250
2017-04-14; 0;7938250
2017-04-15; 0;7938250
2017-04-16; 0;7938250
2017-04-17; -17186487;2272150
2017-04-18; -7610377;2226500
2017-04-19; -6705838;1427800
2017-04-20; -6836923;3239550
2017-04-21; -5528677;5190100
2017-04-22; 0;5190100
2017-04-23; 0;5190100
2017-04-24; -11120473;1723400
2017-04-25; -4509123;1599000
2017-04-26; -2621924;951900
2017-04-27; -2195718;2753050
2017-04-28; -4532410;13970350
2017-04-29; 0;13970350
2017-04-30; 0;13970350
2017-05-01; 0;13970350
2017-05-02; -10901895;3979650
2017-05-03; -6358794;1730250
2017-05-04; -5088359;5382650
2017-05-05; -4267407;10038750
2017-05-06; 0;10038750
2017-05-07; 0;10038750
2017-05-08; -12264998;3198450
2017-05-09; -8806861;3416550
2017-05-10; -9386057;2085900
2017-05-11; -7923946;3642000
2017-05-12; -9029203;4627600
2017-05-13; 0;4627600
2017-05-14; 0;4627600
2017-05-15; -11734348;2334050
2017-05-16; -6758103;2224350
2017-05-17; -6645084;1889900
2017-05-18; -5180250;2728900
2017-05-19; -4074205;4006750
2017-05-20; 0;4006750
2017-05-21; 0;4006750
2017-05-22; -9983976;2782850
2017-05-23; -5995673;1644700
2017-05-24; -3196604;3507350
2017-05-25; 0;3507350
2017-05-26; -5750200;3417600
2017-05-27; 0;3417600
2017-05-28; 0;3417600
2017-05-29; -10374662;1015150
2017-05-30; -4408927;4913900
2017-05-31; -4297008;5423500
2017-06-01; -3711950;4772800
2017-06-02; -4109719;11205400
2017-06-03; 0;11205400
2017-06-04; 0;11205400
2017-06-05; -9029847;4970400
2017-06-06; -6402654;4917300
2017-06-07; -7782325;3427100
2017-06-08; -7322823;5002200
2017-06-09; -6474194;6895800
2017-06-10; 0;6895800
2017-06-11; 0;6895800
2017-06-12; -16557103;2769300
2017-06-13; -8557669;2626300
2017-06-14; -7193448;1828500
2017-06-15; -5744844;3901600
2017-06-16; -4782456;5683000
2017-06-17; 0;5683000
2017-06-18; 0;5683000
2017-06-19; -12945560;3168900
2017-06-20; 0;3168900
2017-06-21; -9924694;2012500
2017-06-22; -6489754;8259000
2017-06-23; -5816529;8689700
2017-06-24; 0;8689700
2017-06-25; 0;8689700
2017-06-26; -9074321;2521400
2017-06-27; -4715985;2714900
2017-06-28; -5845544;1965500
2017-06-29; -2916753;5662100
2017-06-30; -3586084;13541800
2017-07-01; 0;13541800
2017-07-02; 0;13541800
2017-07-03; -9171846;4443500
2017-07-04; -5228379;0
2017-07-05; -6665133;3414100
2017-07-06; -6557566;7424600
2017-07-07; -7082226;8696500
2017-07-08; 0;8696500
2017-07-09; 0;8696500
2017-07-10; -15380265;4087400
2017-07-11; -9984397;3160900
2017-07-12; -7476951;2989500
2017-07-13; -7519842;2827300
2017-07-14; -7045719;6203800
2017-07-15; 0;6203800
2017-07-16; 0;6203800
2017-07-17; -11742760;2184400
2017-07-18; -5685730;2324300
2017-07-19; -4885097;1748900
2017-07-20; -6284023;4074400
2017-07-21; -6168441;4794800
2017-07-22; 0;4794800
2017-07-23; 0;4794800
2017-07-24; -11648810;2074800
2017-07-25; -4416025;1868300
2017-07-26; -5551150;1332600
2017-07-27; -4722734;2751900
2017-07-28; -3917593;10314600
2017-07-29; 0;10314600
2017-07-30; 0;10314600
2017-07-31; -9589628;3893200
2017-08-01; -6685332;4399600
2017-08-02; -6642873;2344500
2017-08-03; -5238773;5195900
2017-08-04; -5524057;11741700
2017-08-05; 0;11741700
2017-08-06; 0;11741700
2017-08-07; -14219071;3616600
2017-08-08; -9771867;3860100
2017-08-09; -7820138;2127000
2017-08-10; -10349236;3976200
2017-08-11; -6219708;6514000
2017-08-12; 0;6514000
2017-08-13; 0;6514000
2017-08-14; -15604966;2777300
2017-08-15; -7692871;1715300
2017-08-16; -7982898;3083500
2017-08-17; -7599412;3267300
2017-08-18; -6593205;7565900
2017-08-19; 0;7565900
2017-08-20; 0;7565900
2017-08-21; 0;7565900
2017-08-22; -16371143;2444000
2017-08-23; -7611002;1144400
2017-08-24; -5135820;3726900
2017-08-25; -6523933;4114300
2017-08-26; 0;4114300
2017-08-27; 0;4114300
2017-08-28; -10062503;1799400
2017-08-29; -6435275;1110500
2017-08-30; -4216971;4578500
