,DATE,CASHD,ATMD,HOLIDAY
732,2017-03-02,-4500744,2395750,0
733,2017-03-03,-5661900,10353600,0
734,2017-03-04,0,10353600,1
735,2017-03-05,0,10353600,1
736,2017-03-06,-9295085,4188300,0
737,2017-03-07,-7052821,3837900,0
738,2017-03-08,-8448002,1865150,0
739,2017-03-09,-7368500,3362200,0
740,2017-03-10,-6322203,6402750,0
741,2017-03-11,0,6402750,1
742,2017-03-12,0,6402750,1
743,2017-03-13,-13685948,2402450,0
744,2017-03-14,-7973926,2431800,0
745,2017-03-15,-6355321,1595900,0
746,2017-03-16,-5749338,3845450,0
747,2017-03-17,-5695779,4644350,0
748,2017-03-18,0,4644350,1
749,2017-03-19,0,4644350,1
750,2017-03-20,-10695441,2926300,0
751,2017-03-21,-5406713,2712950,0
752,2017-03-22,-4256005,1375500,0
753,2017-03-23,-7294943,5315200,0
754,2017-03-24,0,5315200,1
755,2017-03-25,0,5315200,1
756,2017-03-26,0,5315200,1
757,2017-03-27,-12162206,1628850,0
758,2017-03-28,-5474403,1956950,0
759,2017-03-29,-5578417,968350,0
760,2017-03-30,-3944286,4581700,0
761,2017-03-31,-4631896,0,0
762,2017-04-01,0,10858100,1
763,2017-04-02,0,10858100,1
764,2017-04-03,-11150698,3920250,0
765,2017-04-04,-4734640,3071350,0
766,2017-04-05,-5827646,0,0
767,2017-04-06,0,8416850,1
768,2017-04-07,-8947679,9569650,0
769,2017-04-08,0,9569650,1
770,2017-04-09,0,9569650,1
771,2017-04-10,-16386318,3702800,0
772,2017-04-11,-8380869,2396200,0
773,2017-04-12,-8570252,7938250,0
774,2017-04-13,0,7938250,1
775,2017-04-14,0,7938250,1
776,2017-04-15,0,7938250,1
777,2017-04-16,0,7938250,1
778,2017-04-17,-17186487,2272150,0
779,2017-04-18,-7610377,2226500,0
780,2017-04-19,-6705838,1427800,0
781,2017-04-20,-6836923,3239550,0
782,2017-04-21,-5528677,5190100,0
783,2017-04-22,0,5190100,1
784,2017-04-23,0,5190100,1
785,2017-04-24,-11120473,1723400,0
786,2017-04-25,-4509123,1599000,0
787,2017-04-26,-2621924,951900,0
788,2017-04-27,-2195718,2753050,0
789,2017-04-28,-4532410,13970350,0
790,2017-04-29,0,13970350,1
791,2017-04-30,0,13970350,1
792,2017-05-01,0,13970350,1
793,2017-05-02,-10901895,3979650,0
794,2017-05-03,-6358794,1730250,0
795,2017-05-04,-5088359,5382650,0
796,2017-05-05,-4267407,10038750,0
797,2017-05-06,0,10038750,1
798,2017-05-07,0,10038750,1
799,2017-05-08,-12264998,3198450,0
800,2017-05-09,-8806861,3416550,0
801,2017-05-10,-9386057,2085900,0
802,2017-05-11,-7923946,3642000,0
803,2017-05-12,-9029203,4627600,0
804,2017-05-13,0,4627600,1
805,2017-05-14,0,4627600,1
806,2017-05-15,-11734348,2334050,0
807,2017-05-16,-6758103,2224350,0
808,2017-05-17,-6645084,1889900,0
809,2017-05-18,-5180250,2728900,0
810,2017-05-19,-4074205,4006750,0
811,2017-05-20,0,4006750,1
812,2017-05-21,0,4006750,1
813,2017-05-22,-9983976,2782850,0
814,2017-05-23,-5995673,1644700,0
815,2017-05-24,-3196604,3507350,0
816,2017-05-25,0,3507350,1
817,2017-05-26,-5750200,3417600,0
818,2017-05-27,0,3417600,1
819,2017-05-28,0,3417600,1
820,2017-05-29,-10374662,1015150,0
821,2017-05-30,-4408927,4913900,0
822,2017-05-31,-4297008,5423500,0
823,2017-06-01,-3711950,4772800,0
824,2017-06-02,-4109719,11205400,0
825,2017-06-03,0,11205400,1
826,2017-06-04,0,11205400,1
827,2017-06-05,-9029847,4970400,0
828,2017-06-06,-6402654,4917300,0
829,2017-06-07,-7782325,3427100,0
830,2017-06-08,-7322823,5002200,0
831,2017-06-09,-6474194,6895800,0
832,2017-06-10,0,6895800,1
833,2017-06-11,0,6895800,1
834,2017-06-12,-16557103,2769300,0
835,2017-06-13,-8557669,2626300,0
836,2017-06-14,-7193448,1828500,0
837,2017-06-15,-5744844,3901600,0
838,2017-06-16,-4782456,5683000,0
839,2017-06-17,0,5683000,1
840,2017-06-18,0,5683000,1
841,2017-06-19,-12945560,3168900,0
842,2017-06-20,0,3168900,1
843,2017-06-21,-9924694,2012500,0
844,2017-06-22,-6489754,8259000,0
845,2017-06-23,-5816529,8689700,0
846,2017-06-24,0,8689700,1
847,2017-06-25,0,8689700,1
848,2017-06-26,-9074321,2521400,0
849,2017-06-27,-4715985,2714900,0
850,2017-06-28,-5845544,1965500,0
851,2017-06-29,-2916753,5662100,0
852,2017-06-30,-3586084,13541800,0
853,2017-07-01,0,13541800,1
854,2017-07-02,0,13541800,1
855,2017-07-03,-9171846,4443500,0
856,2017-07-04,-5228379,0,0
857,2017-07-05,-6665133,3414100,0
858,2017-07-06,-6557566,7424600,0
859,2017-07-07,-7082226,8696500,0
860,2017-07-08,0,8696500,1
861,2017-07-09,0,8696500,1
862,2017-07-10,-15380265,4087400,0
863,2017-07-11,-9984397,3160900,0
864,2017-07-12,-7476951,2989500,0
865,2017-07-13,-7519842,2827300,0
866,2017-07-14,-7045719,6203800,0
867,2017-07-15,0,6203800,1
868,2017-07-16,0,6203800,1
869,2017-07-17,-11742760,2184400,0
870,2017-07-18,-5685730,2324300,0
871,2017-07-19,-4885097,1748900,0
872,2017-07-20,-6284023,4074400,0
873,2017-07-21,-6168441,4794800,0
874,2017-07-22,0,4794800,1
875,2017-07-23,0,4794800,1
876,2017-07-24,-11648810,2074800,0
877,2017-07-25,-4416025,1868300,0
878,2017-07-26,-5551150,1332600,0
879,2017-07-27,-4722734,2751900,0
880,2017-07-28,-3917593,10314600,0
881,2017-07-29,0,10314600,1
882,2017-07-30,0,10314600,1
883,2017-07-31,-9589628,3893200,0
884,2017-08-01,-6685332,4399600,0
885,2017-08-02,-6642873,2344500,0
886,2017-08-03,-5238773,5195900,0
887,2017-08-04,-5524057,11741700,0
888,2017-08-05,0,11741700,1
889,2017-08-06,0,11741700,1
890,2017-08-07,-14219071,3616600,0
891,2017-08-08,-9771867,3860100,0
892,2017-08-09,-7820138,2127000,0
893,2017-08-10,-10349236,3976200,0
894,2017-08-11,-6219708,6514000,0
895,2017-08-12,0,6514000,1
896,2017-08-13,0,6514000,1
897,2017-08-14,-15604966,2777300,0
898,2017-08-15,-7692871,1715300,0
899,2017-08-16,-7982898,3083500,0
900,2017-08-17,-7599412,3267300,0
901,2017-08-18,-6593205,7565900,0
902,2017-08-19,0,7565900,1
903,2017-08-20,0,7565900,1
904,2017-08-21,0,7565900,1
905,2017-08-22,-16371143,2444000,0
906,2017-08-23,-7611002,1144400,0
907,2017-08-24,-5135820,3726900,0
908,2017-08-25,-6523933,4114300,0
909,2017-08-26,0,4114300,1
910,2017-08-27,0,4114300,1
911,2017-08-28,-10062503,1799400,0
912,2017-08-29,-6435275,1110500,0
913,2017-08-30,-4216971,4578500,0
914,2017-08-31,-5089754,6343300,0
915,2017-09-01,-3240794,10358900,0
916,2017-09-02,0,10358900,1
917,2017-09-03,0,10358900,1
918,2017-09-04,-11328526,4381600,0
919,2017-09-05,-7182556,5021500,0
920,2017-09-06,-6503699,4783500,0
921,2017-09-07,-8579016,6704000,0
922,2017-09-08,-7516963,7071000,0
923,2017-09-09,0,7071000,1
924,2017-09-10,0,7071000,1
925,2017-09-11,-17044218,3288000,0
926,2017-09-12,-8333108,2703400,0
927,2017-09-13,-7428023,3180900,0
928,2017-09-14,-7216986,3076800,0
929,2017-09-15,-5260766,5571100,0
930,2017-09-16,0,5571100,1
931,2017-09-17,0,5571100,1
932,2017-09-18,-13938777,2583100,0
933,2017-09-19,-6083374,2015700,0
934,2017-09-20,-7439857,3024100,0
935,2017-09-21,-5735408,3393400,0
936,2017-09-22,-4270582,4706900,0
937,2017-09-23,0,4706900,1
938,2017-09-24,0,4706900,1
939,2017-09-25,-10423780,2817100,0
940,2017-09-26,-5992546,2064900,0
941,2017-09-27,-5178609,1563900,0
942,2017-09-28,-5690212,0,0
943,2017-09-29,0,12566000,1
944,2017-09-30,0,12566000,1
945,2017-10-01,0,12566000,1
946,2017-10-02,-10115551,5768900,0
947,2017-10-03,-5805412,5366700,0
948,2017-10-04,-5341334,4936600,0
949,2017-10-05,-5665068,5135600,0
950,2017-10-06,-5265734,10936000,0
951,2017-10-07,0,10936000,1
952,2017-10-08,0,10936000,1
953,2017-10-09,-12824581,3908000,0
954,2017-10-10,-10549100,4078100,0
955,2017-10-11,-9262640,3231600,0
956,2017-10-12,-7319142,2136700,0
957,2017-10-13,-6719861,8427300,0
958,2017-10-14,0,8427300,1
959,2017-10-15,0,8427300,1
960,2017-10-16,0,8427300,1
961,2017-10-17,-19155627,3140100,0
962,2017-10-18,-9439221,2641000,0
963,2017-10-19,-6413714,2504100,0
964,2017-10-20,-7575391,6654000,0
965,2017-10-21,0,6654000,1
966,2017-10-22,0,6654000,1
967,2017-10-23,-11053991,2422700,0
968,2017-10-24,-6006356,2389500,0
969,2017-10-25,-5102851,1627400,0
970,2017-10-26,-3635572,1612000,0
971,2017-10-27,-4061436,4592800,0
972,2017-10-28,0,4592800,1
973,2017-10-29,0,4592800,1
974,2017-10-30,-9382795,4359600,0
975,2017-10-31,-2604067,6079700,0
976,2017-11-01,-5923141,4974200,0
977,2017-11-02,-6721300,3895900,0
978,2017-11-03,-3156753,15277400,0
979,2017-11-04,0,15277400,1
980,2017-11-05,0,15277400,1
981,2017-11-06,0,15277400,1
982,2017-11-07,-18173085,5437200,0
983,2017-11-08,-7506814,3506500,0
984,2017-11-09,-6405789,4749300,0
985,2017-11-10,-10558666,7144900,0
986,2017-11-11,0,7144900,1
987,2017-11-12,0,7144900,1
988,2017-11-13,-13977320,2501600,0
989,2017-11-14,-7729553,2246400,0
990,2017-11-15,-8739691,3121100,0
991,2017-11-16,-6913696,3440700,0
992,2017-11-17,-5693372,6599400,0
993,2017-11-18,0,6599400,1
994,2017-11-19,0,6599400,1
995,2017-11-20,0,6599400,1
996,2017-11-21,-14436716,2459900,0
997,2017-11-22,-7347876,2953300,0
998,2017-11-23,-5017401,2638500,0
999,2017-11-24,-5152537,4301700,0
1000,2017-11-25,0,4301700,1
1001,2017-11-26,0,4301700,1
1002,2017-11-27,-9386293,1351200,0
1003,2017-11-28,-4550690,1727300,0
1004,2017-11-29,-3566635,2858400,0
1005,2017-11-30,-3764373,5685600,0
1006,2017-12-01,-2741399,11811200,0
1007,2017-12-02,0,11811200,1
1008,2017-12-03,0,11811200,1
1009,2017-12-04,-10539170,4991100,0
1010,2017-12-05,-7420938,3976700,0
1011,2017-12-06,-8682091,5879100,0
1012,2017-12-07,-8093816,13303100,0
1013,2017-12-08,0,13303100,1
1014,2017-12-09,0,13303100,1
1015,2017-12-10,0,13303100,1
1016,2017-12-11,-20089894,3686300,0
1017,2017-12-12,-11674641,3414400,0
1018,2017-12-13,-8810988,3488700,0
1019,2017-12-14,-8796718,7203100,0
1020,2017-12-15,-6667767,13723300,0
1021,2017-12-16,0,13723300,1
1022,2017-12-17,0,13723300,1
1023,2017-12-18,-14102986,4578400,0
1024,2017-12-19,-7539696,3971100,0
1025,2017-12-20,-6136563,4767300,0
1026,2017-12-21,-5363882,6668300,0
1027,2017-12-22,-7848541,10601100,0
1028,2017-12-23,0,10601100,1
1029,2017-12-24,0,10601100,1
1030,2017-12-25,0,10601100,1
1031,2017-12-26,-15480009,2624000,0
1032,2017-12-27,-6634803,1857800,0
1033,2017-12-28,-5793517,4410500,0
1034,2017-12-29,-94042,12462700,0
1035,2017-12-30,0,12462700,1
1036,2017-12-31,0,12462700,1
