,dow,dom,month,year,in_demand,out_demand,prev_holi,pos_holi
87,6,26,9,2014,135519331.0,135651936.0,0,0
88,7,27,9,2014,0.0,0.0,0,0
89,1,28,9,2014,0.0,0.0,0,0
90,2,29,9,2014,314008160.0,313802960.0,0,0
91,3,30,9,2014,125669991.0,124956141.0,0,0
92,4,1,10,2014,129127885.0,129486785.0,0,0
93,5,2,10,2014,135953731.0,136027526.0,0,0
94,6,3,10,2014,99786295.0,99812035.0,0,0
95,7,4,10,2014,0.0,0.0,0,0
96,1,5,10,2014,0.0,0.0,0,0
97,2,6,10,2014,108897839.0,108799854.0,0,0
98,3,7,10,2014,93891533.0,93846198.0,0,0
99,4,8,10,2014,78428167.0,78561727.0,0,0
100,5,9,10,2014,97600275.0,97694855.0,0,0
101,6,10,10,2014,151396529.0,151659229.0,0,1
102,7,11,10,2014,0.0,0.0,0,0
103,1,12,10,2014,0.0,0.0,0,0
104,2,13,10,2014,0.0,0.0,0,0
105,3,14,10,2014,296721587.0,296462362.0,1,0
106,4,15,10,2014,258962845.0,259154735.0,0,0
107,5,16,10,2014,126978444.0,126676249.0,0,0
108,6,17,10,2014,108326297.0,108397977.0,0,0
109,7,18,10,2014,0.0,0.0,0,0
110,1,19,10,2014,0.0,0.0,0,0
111,2,20,10,2014,221632700.0,222046195.0,0,0
112,3,21,10,2014,131784944.0,131364904.0,0,0
113,4,22,10,2014,51593380.0,51653230.0,0,0
114,5,23,10,2014,107666608.0,107571768.0,0,0
115,6,24,10,2014,142598138.0,142799228.0,0,0
116,7,25,10,2014,0.0,0.0,0,0
117,1,26,10,2014,0.0,0.0,0,0
118,2,27,10,2014,158935934.0,158792144.0,0,0
119,3,28,10,2014,179252575.0,179366880.0,0,0
120,4,29,10,2014,169042485.0,168620175.0,0,0
121,5,30,10,2014,195049756.0,195791776.0,0,0
122,6,31,10,2014,178919588.0,178637548.0,0,0
123,7,1,11,2014,0.0,0.0,0,0
124,1,2,11,2014,0.0,0.0,0,0
125,2,3,11,2014,90436172.0,90502862.0,0,0
126,3,4,11,2014,175800692.0,175985912.0,0,0
127,4,5,11,2014,117848532.0,117531182.0,0,1
128,5,6,11,2014,0.0,0.0,0,0
129,6,7,11,2014,159176059.0,159432419.0,1,0
130,7,8,11,2014,0.0,0.0,0,0
131,1,9,11,2014,0.0,0.0,0,0
132,2,10,11,2014,137664680.0,137511545.0,0,0
133,3,11,11,2014,176207674.0,176058954.0,0,0
134,4,12,11,2014,31088842.0,31255712.0,0,0
135,5,13,11,2014,48290240.0,48255620.0,0,0
136,6,14,11,2014,279773097.0,279273977.0,0,0
137,7,15,11,2014,0.0,0.0,0,0
138,1,16,11,2014,0.0,0.0,0,0
139,2,17,11,2014,174636210.0,175099950.0,0,0
140,3,18,11,2014,160369795.0,160316530.0,0,0
141,4,19,11,2014,97782694.0,98017074.0,0,0
142,5,20,11,2014,81886216.0,81978066.0,0,0
143,6,21,11,2014,131602986.0,131485036.0,0,1
144,7,22,11,2014,0.0,0.0,0,0
145,1,23,11,2014,0.0,0.0,0,0
146,2,24,11,2014,0.0,0.0,0,0
147,3,25,11,2014,173749494.0,173654494.0,1,0
148,4,26,11,2014,130259897.0,130030372.0,0,0
149,5,27,11,2014,122293353.0,122414728.0,0,0
150,6,28,11,2014,131863911.0,132034286.0,0,0
151,7,29,11,2014,0.0,0.0,0,0
152,1,30,11,2014,0.0,0.0,0,0
153,2,1,12,2014,154148628.0,155871028.0,0,0
154,3,2,12,2014,111173493.0,109365138.0,0,0
155,4,3,12,2014,185388836.0,185258361.0,0,0
156,5,4,12,2014,160737081.0,160741266.0,0,0
157,6,5,12,2014,186348941.0,186581581.0,0,1
158,7,6,12,2014,0.0,0.0,0,0
159,1,7,12,2014,0.0,0.0,0,0
160,2,8,12,2014,0.0,0.0,0,0
161,3,9,12,2014,196660043.0,196082973.0,1,0
162,4,10,12,2014,121392530.0,121436370.0,0,0
163,5,11,12,2014,91255281.0,91530281.0,0,0
164,6,12,12,2014,192550210.0,192927670.0,0,0
165,7,13,12,2014,0.0,0.0,0,0
166,1,14,12,2014,0.0,0.0,0,0
167,2,15,12,2014,182638796.0,182615771.0,0,0
168,3,16,12,2014,209639736.0,210007251.0,0,0
169,4,17,12,2014,136314061.0,135900921.0,0,0
170,5,18,12,2014,192056453.0,191899803.0,0,0
171,6,19,12,2014,218061439.0,218142289.0,0,0
172,7,20,12,2014,0.0,0.0,0,0
173,1,21,12,2014,0.0,0.0,0,0
174,2,22,12,2014,304521196.0,304623546.0,0,0
175,3,23,12,2014,178502528.0,266728328.0,0,0
176,4,24,12,2014,274829427.0,177864002.0,0,2
177,5,25,12,2014,0.0,0.0,0,0
178,6,26,12,2014,0.0,0.0,0,0
179,7,27,12,2014,0.0,0.0,0,0
180,1,28,12,2014,0.0,0.0,0,0
181,2,29,12,2014,161254920.0,169276505.0,2,0
182,3,30,12,2014,263036752.0,263444587.0,0,2
183,4,31,12,2014,0.0,0.0,0,0
184,5,1,1,2015,0.0,0.0,0,0
185,6,2,1,2015,68566395.0,68859170.0,2,0
186,7,3,1,2015,0.0,0.0,0,0
187,1,4,1,2015,0.0,0.0,0,0
188,2,5,1,2015,109752693.0,109517413.0,0,0
189,3,6,1,2015,147524123.0,147949268.0,0,0
190,4,7,1,2015,88954547.0,88631272.0,0,0
191,5,8,1,2015,108677991.0,108945136.0,0,0
192,6,9,1,2015,87044520.0,87190900.0,0,0
193,7,10,1,2015,0.0,0.0,0,0
194,1,11,1,2015,0.0,0.0,0,0
195,2,12,1,2015,115349957.0,115046887.0,0,0
196,3,13,1,2015,101984749.0,101881089.0,0,0
197,4,14,1,2015,82655456.0,82773516.0,0,0
198,5,15,1,2015,91022009.0,66269194.0,0,0
199,6,16,1,2015,71366790.0,96045070.0,0,0
200,7,17,1,2015,0.0,0.0,0,0
201,1,18,1,2015,0.0,0.0,0,0
202,2,19,1,2015,69465174.0,69015624.0,0,0
203,3,20,1,2015,113866524.0,113855459.0,0,0
204,4,21,1,2015,86035851.0,86145256.0,0,0
205,5,22,1,2015,65120865.0,64796420.0,0,0
206,6,23,1,2015,51767710.0,52275760.0,0,0
207,7,24,1,2015,0.0,0.0,0,0
208,1,25,1,2015,0.0,0.0,0,0
209,2,26,1,2015,132793338.0,132694248.0,0,0
210,3,27,1,2015,140495289.0,140304909.0,0,0
211,4,28,1,2015,60068227.0,59949137.0,0,0
212,5,29,1,2015,87375936.0,87858886.0,0,0
213,6,30,1,2015,102548629.0,102406294.0,0,0
214,7,31,1,2015,0.0,0.0,0,0
215,1,1,2,2015,0.0,0.0,0,0
216,2,2,2,2015,144350907.0,144452542.0,0,0
217,3,3,2,2015,104264591.0,104297626.0,0,0
218,4,4,2,2015,143095039.0,143234769.0,0,0
219,5,5,2,2015,101648145.0,101517465.0,0,0
220,6,6,2,2015,152387637.0,152213712.0,0,0
221,7,7,2,2015,0.0,0.0,0,0
222,1,8,2,2015,0.0,0.0,0,0
223,2,9,2,2015,116162913.0,116107433.0,0,0
224,3,10,2,2015,133666456.0,133205546.0,0,0
225,4,11,2,2015,127988448.0,128560668.0,0,0
226,5,12,2,2015,130106030.0,129871600.0,0,0
227,6,13,2,2015,148673850.0,148737535.0,0,2
228,7,14,2,2015,0.0,0.0,0,0
229,1,15,2,2015,0.0,0.0,0,0
230,2,16,2,2015,0.0,0.0,0,0
231,3,17,2,2015,0.0,0.0,0,0
232,4,18,2,2015,142749152.0,143363632.0,2,0
233,5,19,2,2015,130313850.0,130046445.0,0,0
234,6,20,2,2015,43934543.0,43520713.0,0,0
235,7,21,2,2015,0.0,0.0,0,0
236,1,22,2,2015,0.0,0.0,0,0
237,2,23,2,2015,136649540.0,136844050.0,0,0
238,3,24,2,2015,149723252.0,149416402.0,0,0
239,4,25,2,2015,114681003.0,114858703.0,0,0
240,5,26,2,2015,125340094.0,125097244.0,0,0
241,6,27,2,2015,182584992.0,183110602.0,0,0
242,7,28,2,2015,0.0,0.0,0,0
243,1,1,3,2015,0.0,0.0,0,0
244,2,2,3,2015,130307429.0,130143154.0,0,0
245,3,3,3,2015,120870401.0,120573946.0,0,0
246,4,4,3,2015,185475447.0,185625797.0,0,0
247,5,5,3,2015,147339128.0,147557683.0,0,0
248,6,6,3,2015,144483145.0,144693120.0,0,0
249,7,7,3,2015,0.0,0.0,0,0
250,1,8,3,2015,0.0,0.0,0,0
251,2,9,3,2015,179371399.0,179234949.0,0,0
252,3,10,3,2015,142114486.0,141728101.0,0,0
253,4,11,3,2015,117218772.0,117753982.0,0,0
254,5,12,3,2015,238277685.0,237574760.0,0,0
255,6,13,3,2015,163482530.0,163364080.0,0,0
256,7,14,3,2015,0.0,0.0,0,0
257,1,15,3,2015,0.0,0.0,0,0
258,2,16,3,2015,190502895.0,190815270.0,0,0
259,3,17,3,2015,95858231.0,95799581.0,0,0
260,4,18,3,2015,124168628.0,124277783.0,0,0
261,5,19,3,2015,117173319.0,116403154.0,0,0
262,6,20,3,2015,116891975.0,117984375.0,0,2
263,7,21,3,2015,0.0,0.0,0,0
264,1,22,3,2015,0.0,0.0,0,0
265,2,23,3,2015,0.0,0.0,0,0
266,3,24,3,2015,0.0,0.0,0,0
267,4,25,3,2015,121065134.0,120869744.0,2,0
268,5,26,3,2015,206602785.0,206811335.0,0,0
269,6,27,3,2015,162684289.0,162513389.0,0,0
270,7,28,3,2015,0.0,0.0,0,0
271,1,29,3,2015,0.0,0.0,0,0
272,2,30,3,2015,151569999.0,151494694.0,0,1
273,3,31,3,2015,0.0,0.0,0,0
274,4,1,4,2015,187292504.0,187577879.0,1,2
275,5,2,4,2015,0.0,0.0,0,0
276,6,3,4,2015,0.0,0.0,0,0
277,7,4,4,2015,0.0,0.0,0,0
278,1,5,4,2015,0.0,0.0,0,0
279,2,6,4,2015,140999330.0,140727720.0,2,0
280,3,7,4,2015,181701333.0,181946098.0,0,0
281,4,8,4,2015,190452641.0,190434441.0,0,0
282,5,9,4,2015,226008810.0,225861690.0,0,0
283,6,10,4,2015,204030592.0,204041437.0,0,0
284,7,11,4,2015,0.0,0.0,0,0
285,1,12,4,2015,0.0,0.0,0,0
286,2,13,4,2015,151018110.0,151181435.0,0,0
287,3,14,4,2015,217778978.0,217507993.0,0,0
288,4,15,4,2015,140332449.0,140268414.0,0,0
289,5,16,4,2015,95609775.0,95664685.0,0,0
290,6,17,4,2015,95856065.0,96040275.0,0,0
291,7,18,4,2015,0.0,0.0,0,0
292,1,19,4,2015,0.0,0.0,0,0
293,2,20,4,2015,147980624.0,148085989.0,0,0
294,3,21,4,2015,185645550.0,185502010.0,0,0
295,4,22,4,2015,87701752.0,88259217.0,0,0
296,5,23,4,2015,175860197.0,175590302.0,0,0
297,6,24,4,2015,92178333.0,92261278.0,0,0
298,7,25,4,2015,0.0,0.0,0,0
299,1,26,4,2015,0.0,0.0,0,0
300,2,27,4,2015,108409647.0,108264162.0,0,0
301,3,28,4,2015,165442255.0,165538260.0,0,0
302,4,29,4,2015,147917953.0,147852828.0,0,0
303,5,30,4,2015,141939548.0,142026383.0,0,1
304,6,1,5,2015,0.0,0.0,0,0
305,7,2,5,2015,0.0,0.0,0,0
306,1,3,5,2015,0.0,0.0,0,0
307,2,4,5,2015,137795226.0,137674296.0,1,0
308,3,5,5,2015,167868807.0,168158742.0,0,0
309,4,6,5,2015,68413045.0,68244665.0,0,0
310,5,7,5,2015,147560327.0,147462927.0,0,0
311,6,8,5,2015,190842568.0,190846658.0,0,0
312,7,9,5,2015,0.0,0.0,0,0
313,1,10,5,2015,0.0,0.0,0,0
314,2,11,5,2015,174771711.0,174749606.0,0,0
315,3,12,5,2015,11859164.0,11840964.0,0,0
316,4,13,5,2015,164239409.0,164417199.0,0,0
317,5,14,5,2015,188989584.0,188759409.0,0,0
318,6,15,5,2015,158189898.0,158105748.0,0,0
319,7,16,5,2015,0.0,0.0,0,0
320,1,17,5,2015,0.0,0.0,0,0
321,2,18,5,2015,131407439.0,131193334.0,0,0
322,3,19,5,2015,99849482.0,100207317.0,0,0
323,4,20,5,2015,127402864.0,127569084.0,0,0
324,5,21,5,2015,97331735.0,96861440.0,0,0
325,6,22,5,2015,146697429.0,147122044.0,0,1
326,7,23,5,2015,0.0,0.0,0,0
327,1,24,5,2015,0.0,0.0,0,0
328,2,25,5,2015,0.0,0.0,0,0
329,3,26,5,2015,21803909.0,21520009.0,1,0
330,4,27,5,2015,11694718.0,11649618.0,0,0
331,5,28,5,2015,230235052.0,230131052.0,0,0
332,6,29,5,2015,207768509.0,207931094.0,0,0
333,7,30,5,2015,0.0,0.0,0,0
334,1,31,5,2015,0.0,0.0,0,0
335,2,1,6,2015,307247447.0,307076577.0,0,0
336,3,2,6,2015,127650652.0,127952177.0,0,0
337,4,3,6,2015,138457633.0,138227048.0,0,0
338,5,4,6,2015,118304140.0,118455295.0,0,0
339,6,5,6,2015,172301824.0,172089599.0,0,0
340,7,6,6,2015,0.0,0.0,0,0
341,1,7,6,2015,0.0,0.0,0,0
342,2,8,6,2015,157954161.0,157943986.0,0,0
343,3,9,6,2015,80437488.0,80326913.0,0,0
344,4,10,6,2015,243057039.0,242844414.0,0,0
345,5,11,6,2015,180712103.0,181130903.0,0,0
346,6,12,6,2015,157128284.0,157221584.0,0,0
347,7,13,6,2015,0.0,0.0,0,0
348,1,14,6,2015,0.0,0.0,0,0
349,2,15,6,2015,244042138.0,243750238.0,0,0
350,3,16,6,2015,122635620.0,122202460.0,0,0
351,4,17,6,2015,102153535.0,102556425.0,0,0
352,5,18,6,2015,79312167.0,79417817.0,0,0
353,6,19,6,2015,123331141.0,123889501.0,0,0
354,7,20,6,2015,0.0,0.0,0,0
355,1,21,6,2015,0.0,0.0,0,0
356,2,22,6,2015,121196372.0,120732867.0,0,0
357,3,23,6,2015,232814706.0,232706216.0,0,0
358,4,24,6,2015,180002400.0,179953905.0,0,0
359,5,25,6,2015,119412666.0,119564316.0,0,0
360,6,26,6,2015,138209566.0,138534816.0,0,0
361,7,27,6,2015,0.0,0.0,0,0
362,1,28,6,2015,0.0,0.0,0,0
363,2,29,6,2015,118107718.0,118185468.0,0,0
364,3,30,6,2015,150847786.0,150523986.0,0,0
365,4,1,7,2015,113997617.0,114274967.0,0,0
366,5,2,7,2015,105417203.0,105130903.0,0,0
367,6,3,7,2015,142808315.0,142611265.0,0,0
368,7,4,7,2015,0.0,0.0,0,0
369,1,5,7,2015,0.0,0.0,0,0
370,2,6,7,2015,112134532.0,112151557.0,0,0
371,3,7,7,2015,188087910.0,188190950.0,0,0
372,4,8,7,2015,171490569.0,171579629.0,0,1
373,5,9,7,2015,0.0,0.0,0,0
374,6,10,7,2015,226221853.0,226325148.0,1,0
375,7,11,7,2015,0.0,0.0,0,0
376,1,12,7,2015,0.0,0.0,0,0
377,2,13,7,2015,137857545.0,138033635.0,0,0
378,3,14,7,2015,120403441.0,120224306.0,0,0
379,4,15,7,2015,189507322.0,189827032.0,0,0
380,5,16,7,2015,126906570.0,126869635.0,0,0
381,6,17,7,2015,157480320.0,157353370.0,0,0
382,7,18,7,2015,0.0,0.0,0,0
383,1,19,7,2015,0.0,0.0,0,0
384,2,20,7,2015,73456140.0,73480180.0,0,0
385,3,21,7,2015,83057221.0,83161821.0,0,0
386,4,22,7,2015,154595215.0,154548165.0,0,0
387,5,23,7,2015,234230063.0,234199873.0,0,0
388,6,24,7,2015,219844768.0,219951748.0,0,0
389,7,25,7,2015,0.0,0.0,0,0
390,1,26,7,2015,0.0,0.0,0,0
391,2,27,7,2015,170432819.0,170047009.0,0,0
392,3,28,7,2015,166211856.0,166183706.0,0,0
393,4,29,7,2015,127996028.0,128192228.0,0,0
394,5,30,7,2015,110998230.0,111030040.0,0,0
395,6,31,7,2015,165076129.0,164971439.0,0,0
396,7,1,8,2015,0.0,0.0,0,0
397,1,2,8,2015,0.0,0.0,0,0
398,2,3,8,2015,115529019.0,115248629.0,0,0
399,3,4,8,2015,144476712.0,144251362.0,0,0
400,4,5,8,2015,289820947.0,289603467.0,0,0
401,5,6,8,2015,155287384.0,155712464.0,0,0
402,6,7,8,2015,144202232.0,144614992.0,0,0
403,7,8,8,2015,0.0,0.0,0,0
404,1,9,8,2015,0.0,0.0,0,0
405,2,10,8,2015,156604025.0,156060355.0,0,0
406,3,11,8,2015,162457179.0,162636594.0,0,0
407,4,12,8,2015,148817943.0,148934883.0,0,0
408,5,13,8,2015,109243273.0,109269943.0,0,0
409,6,14,8,2015,193339920.0,193234455.0,0,1
410,7,15,8,2015,0.0,0.0,0,0
411,1,16,8,2015,0.0,0.0,0,0
412,2,17,8,2015,0.0,0.0,0,0
413,3,18,8,2015,380426960.0,380440485.0,1,0
414,4,19,8,2015,176822665.0,176705415.0,0,0
415,5,20,8,2015,95060624.0,95402894.0,0,0
416,6,21,8,2015,232482452.0,232436817.0,0,0
417,7,22,8,2015,0.0,0.0,0,0
418,1,23,8,2015,0.0,0.0,0,0
419,2,24,8,2015,153817755.0,153653190.0,0,0
420,3,25,8,2015,177012430.0,176946130.0,0,0
421,4,26,8,2015,154028084.0,153840764.0,0,0
422,5,27,8,2015,126720364.0,126597254.0,0,0
423,6,28,8,2015,174446575.0,174663770.0,0,0
424,7,29,8,2015,0.0,0.0,0,0
425,1,30,8,2015,0.0,0.0,0,0
426,2,31,8,2015,144049213.0,144101103.0,0,0
427,3,1,9,2015,161164593.0,161195678.0,0,0
428,4,2,9,2015,110940201.0,110743846.0,0,0
429,5,3,9,2015,124589031.0,124803466.0,0,0
430,6,4,9,2015,261657374.0,261766674.0,0,0
431,7,5,9,2015,0.0,0.0,0,0
432,1,6,9,2015,0.0,0.0,0,0
433,2,7,9,2015,144599337.0,144501177.0,0,0
434,3,8,9,2015,139842624.0,140053209.0,0,0
435,4,9,9,2015,102381900.0,102003195.0,0,0
436,5,10,9,2015,143467956.0,143534021.0,0,0
437,6,11,9,2015,173321400.0,173534230.0,0,0
438,7,12,9,2015,0.0,0.0,0,0
439,1,13,9,2015,0.0,0.0,0,0
440,2,14,9,2015,134064965.0,134147805.0,0,0
441,3,15,9,2015,95961490.0,96158710.0,0,0
442,4,16,9,2015,189978112.0,189869192.0,0,0
443,5,17,9,2015,130216413.0,130206673.0,0,0
444,6,18,9,2015,93050463.0,93428988.0,0,0
445,7,19,9,2015,0.0,0.0,0,0
446,1,20,9,2015,0.0,0.0,0,0
447,2,21,9,2015,90214303.0,89816213.0,0,0
448,3,22,9,2015,126308077.0,126099077.0,0,0
449,4,23,9,2015,143872969.0,144099359.0,0,0
450,5,24,9,2015,155987498.0,155913398.0,0,0
451,6,25,9,2015,139276518.0,139460558.0,0,0
452,7,26,9,2015,0.0,0.0,0,0
453,1,27,9,2015,0.0,0.0,0,0
454,2,28,9,2015,168420180.0,168106140.0,0,0
455,3,29,9,2015,178227962.0,177999462.0,0,0
456,4,30,9,2015,176373003.0,176533073.0,0,0
457,5,1,10,2015,109728493.0,109566933.0,0,0
458,6,2,10,2015,122181949.0,122253474.0,0,0
459,7,3,10,2015,0.0,0.0,0,0
460,1,4,10,2015,0.0,0.0,0,0
461,2,5,10,2015,197014360.0,196777615.0,0,0
462,3,6,10,2015,185898669.0,186124219.0,0,0
463,4,7,10,2015,208005257.0,208008857.0,0,0
464,5,8,10,2015,220679947.0,220429067.0,0,0
465,6,9,10,2015,247702792.0,248281032.0,0,1
466,7,10,10,2015,0.0,0.0,0,0
467,1,11,10,2015,0.0,0.0,0,0
468,2,12,10,2015,0.0,0.0,0,0
469,3,13,10,2015,72232644.0,72333794.0,1,0
470,4,14,10,2015,249496079.0,249681229.0,0,0
471,5,15,10,2015,137656205.0,137534605.0,0,0
472,6,16,10,2015,178641208.0,178864308.0,0,0
473,7,17,10,2015,0.0,0.0,0,0
474,1,18,10,2015,0.0,0.0,0,0
475,2,19,10,2015,179462171.0,179118471.0,0,0
476,3,20,10,2015,67682354.0,67663004.0,0,0
477,4,21,10,2015,218937245.0,218853735.0,0,0
478,5,22,10,2015,157670277.0,157924137.0,0,0
479,6,23,10,2015,126426539.0,126400889.0,0,0
480,7,24,10,2015,0.0,0.0,0,0
481,1,25,10,2015,0.0,0.0,0,0
482,2,26,10,2015,166271967.0,166616157.0,0,0
483,3,27,10,2015,144713190.0,144356990.0,0,0
484,4,28,10,2015,158580920.0,158638785.0,0,0
485,5,29,10,2015,235199740.0,235231605.0,0,0
486,6,30,10,2015,98558880.0,98533315.0,0,0
487,7,31,10,2015,0.0,0.0,0,0
488,1,1,11,2015,0.0,0.0,0,0
489,2,2,11,2015,159453570.0,158950680.0,0,0
490,3,3,11,2015,145801375.0,146000985.0,0,0
491,4,4,11,2015,117214057.0,117442752.0,0,0
492,5,5,11,2015,182679908.0,182545933.0,0,1
493,6,6,11,2015,0.0,0.0,0,0
494,7,7,11,2015,0.0,0.0,0,0
495,1,8,11,2015,0.0,0.0,0,0
496,2,9,11,2015,225297550.0,225092450.0,1,0
497,3,10,11,2015,161418080.0,161442700.0,0,0
498,4,11,11,2015,286641729.0,286806134.0,0,0
499,5,12,11,2015,110076112.0,109996517.0,0,0
500,6,13,11,2015,165660856.0,165389206.0,0,0
501,7,14,11,2015,0.0,0.0,0,0
502,1,15,11,2015,0.0,0.0,0,0
503,2,16,11,2015,114549013.0,114775353.0,0,0
504,3,17,11,2015,189982585.0,189681045.0,0,0
505,4,18,11,2015,158939654.0,159223454.0,0,0
506,5,19,11,2015,142605643.0,142713383.0,0,0
507,6,20,11,2015,138727311.0,138836221.0,0,0
508,7,21,11,2015,0.0,0.0,0,0
509,1,22,11,2015,0.0,0.0,0,0
510,2,23,11,2015,91448155.0,91160255.0,0,0
511,3,24,11,2015,246986235.0,247211135.0,0,0
512,4,25,11,2015,247089818.0,246869068.0,0,0
513,5,26,11,2015,191044409.0,190668979.0,0,1
514,6,27,11,2015,0.0,0.0,0,0
515,7,28,11,2015,0.0,0.0,0,0
516,1,29,11,2015,0.0,0.0,0,0
517,2,30,11,2015,256260703.0,256039553.0,1,0
518,3,1,12,2015,228994817.0,229504007.0,0,0
519,4,2,12,2015,240883911.0,240578461.0,0,0
520,5,3,12,2015,203067238.0,203499538.0,0,0
521,6,4,12,2015,267185299.0,267151799.0,0,2
522,7,5,12,2015,0.0,0.0,0,0
523,1,6,12,2015,0.0,0.0,0,0
524,2,7,12,2015,0.0,0.0,0,0
525,3,8,12,2015,0.0,0.0,0,0
526,4,9,12,2015,236938984.0,237127304.0,2,0
527,5,10,12,2015,162978985.0,162455970.0,0,0
528,6,11,12,2015,146181612.0,146422752.0,0,0
529,7,12,12,2015,0.0,0.0,0,0
530,1,13,12,2015,0.0,0.0,0,0
531,2,14,12,2015,173391144.0,173437984.0,0,0
532,3,15,12,2015,145759382.0,145780157.0,0,0
533,4,16,12,2015,287819761.0,287460761.0,0,0
534,5,17,12,2015,167719966.0,167734366.0,0,0
535,6,18,12,2015,377893380.0,378277650.0,0,0
536,7,19,12,2015,0.0,0.0,0,0
537,1,20,12,2015,0.0,0.0,0,0
538,2,21,12,2015,238544306.0,238259356.0,0,0
539,3,22,12,2015,469214572.0,469221922.0,0,0
540,4,23,12,2015,399796525.0,399818590.0,0,0
541,5,24,12,2015,73061012.0,73326957.0,0,1
542,6,25,12,2015,0.0,0.0,0,0
